Gene = RGP1
index = 1135
Annotated 5SS: [ 122  585 1093 1455 1703 2126 2468 2859]
Annotated 3SS: [ 449  955 1370 1552 1978 2339 2668 3363]
SMsplice 5SS: [ 122 1093 1455 1703 2468 3516]
SMsplice 3SS: [ 955 1370 1552 2339 3363 3894]
top_k =  1000
Partition function (log Z): -3.3752046711866774

Sorted 5' Splice Sites (High to Low Probability):
Position 2468: 0.9846543577810076
Position 1455: 0.7995221490069927
Position 1093: 0.6989719808266132
Position 3516: 0.6499301848013465
Position 122: 0.4710366800695518
Position 1703: 0.4586009223071701
Position 585: 0.4504652651477741
Position 2126: 0.32097799512910574
Position 2859: 0.2842735227515134
Position 2051: 0.27580995906151845
Position 1614: 0.18829604918222712
Position 61: 0.13536089361282017
Position 5078: 0.13016172602028092
Position 416: 0.10156433720014135
Position 4451: 0.09320299710758888
Position 6563: 0.09064508550833712
Position 1135: 0.07099037610417322
Position 1126: 0.06965213186224642
Position 606: 0.05998834235602641
Position 350: 0.04426838496916209
Position 751: 0.03396871725251161
Position 1371: 0.02531215755485726
Position 386: 0.022750038950915617
Position 3159: 0.020247061330595856
Position 135: 0.02016996078735875
Position 662: 0.018376423709094522
Position 4409: 0.010797725637074014
Position 1601: 0.009773223375645086
Position 5999: 0.007590031781742736
Position 3477: 0.007514217817700444
Position 4251: 0.006722877062027847
Position 6895: 0.0063094993777315376
Position 205: 0.005082487818997582
Position 6426: 0.004796947934665293
Position 3690: 0.0045620843949683645
Position 881: 0.004037312259873262
Position 4646: 0.0040022652460101685
Position 1006: 0.0035641090798146226
Position 914: 0.0028292645405877457
Position 93: 0.002723091790524273
Position 868: 0.002427244174120597
Position 531: 0.002102591123837794
Position 481: 0.001936424910395868
Position 4561: 0.001905439058595259
Position 3151: 0.0019029754024983356
Position 1163: 0.001607875219354136
Position 2847: 0.001382759821394073
Position 1137: 0.00134401640018362
Position 2699: 0.0012340905723159927
Position 815: 0.001193090478562563
Position 242: 0.0010914679090987592
Position 709: 0.001032635280582605
Position 1605: 0.000972429436659457
Position 670: 0.0009208483572658334
Position 2300: 0.0008407228869363126
Position 872: 0.0008372815463566276
Position 186: 0.0007395978540793912
Position 1459: 0.000727846914750282
Position 3806: 0.000680190359214682
Position 2756: 0.0006716728215372425
Position 2724: 0.000598620710828349
Position 535: 0.00048090334824101846
Position 1386: 0.0004730735222765194
Position 2899: 0.0004287815519964583
Position 3194: 0.0003992764786252752
Position 2423: 0.00039646884081472993
Position 2736: 0.000392337822791001
Position 277: 0.0003595726031959699
Position 49: 0.0003121376253403355
Position 1042: 0.00029861436972589595
Position 500: 0.0002144723784169443
Position 1241: 0.00019777340649885228
Position 2014: 0.00018330388047429908
Position 505: 0.00017975439907472708
Position 1687: 0.00017295906697711643
Position 955: 0.0001569502404891508
Position 2420: 0.0001369126902761752
Position 1325: 0.00011277504405432818
Position 3937: 0.00010224333012460113
Position 478: 9.885630237474241e-05
Position 698: 9.685332958877559e-05
Position 609: 8.787674088334905e-05
Position 1516: 7.690107736723453e-05
Position 538: 7.002649416278046e-05
Position 1168: 6.419364295806316e-05
Position 2924: 6.201807892500903e-05
Position 1139: 5.8899277115597965e-05
Position 909: 5.323317959232061e-05
Position 2276: 5.2233052164531944e-05
Position 793: 5.126546353925186e-05
Position 1618: 4.9364715327352464e-05
Position 1053: 4.372544813959131e-05
Position 4020: 3.7784606769172913e-05
Position 1990: 3.6570714262860944e-05
Position 736: 2.893787480249798e-05
Position 106: 2.374023778612829e-05
Position 883: 2.3525909200584025e-05
Position 1491: 2.153208908496511e-05
Position 438: 1.829136163086365e-05
Position 1017: 1.7711999725512115e-05
Position 108: 1.5989096134878523e-05
Position 831: 1.155700297553886e-05
Position 284: 9.916262031884481e-06
Position 4183: 9.810591877867002e-06
Position 261: 9.68273450701235e-06
Position 2401: 7.5775660453179055e-06
Position 153: 5.423771903166352e-06
Position 1693: 4.953148589778563e-06
Position 2501: 4.288940127245442e-06
Position 533: 3.3066977813789167e-06
Position 291: 3.035811617616457e-06
Position 544: 2.5310869775057205e-06
Position 665: 2.5128481314852585e-06
Position 3780: 2.0497305453856158e-06
Position 1562: 1.8468533875891091e-06
Position 1567: 1.8035678598012622e-06
Position 1339: 1.6832345387916766e-06
Position 3420: 1.169912756484302e-06
Position 3603: 3.603058794485246e-07
Position 365: 2.9081325690962265e-07
Position 3811: 1.7072970118780726e-07
Position 225: 5.084226409297736e-08
Position 3483: 3.3415762142558e-08
Position 410: 4.680576171040167e-09
Position 1995: 2.7624780455228135e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2339: 0.9645679755163392
Position 955: 0.8268694677812417
Position 1370: 0.7833675570772091
Position 3363: 0.6196189701888569
Position 1978: 0.552108768247388
Position 1552: 0.5014899508697612
Position 449: 0.3174771209055737
Position 5000: 0.19427489084095265
Position 2668: 0.16009755360543632
Position 2627: 0.15510599688806026
Position 4608: 0.14162840517563355
Position 6678: 0.12454576504440368
Position 3894: 0.11343969927025886
Position 7108: 0.10687224292309076
Position 6481: 0.10163587176738721
Position 7186: 0.07245006184830742
Position 6653: 0.05743925038759417
Position 4165: 0.055816035552019826
Position 1265: 0.05032492000496813
Position 1193: 0.039720720822787804
Position 3443: 0.03812839783980956
Position 3414: 0.03596354728412409
Position 1605: 0.03277734795734011
Position 4326: 0.026229984961349057
Position 329: 0.025139810979034297
Position 1562: 0.025064291376135372
Position 5778: 0.023917733764119816
Position 7059: 0.023094858626886268
Position 2004: 0.02298304022015226
Position 712: 0.02235271192169733
Position 4296: 0.02217428676589759
Position 3024: 0.02217098879632908
Position 1268: 0.02123018330171325
Position 1949: 0.0204160718313074
Position 6950: 0.019430162606108487
Position 4250: 0.01916188523481504
Position 8863: 0.014031419167154429
Position 277: 0.011756695915951566
Position 6562: 0.010416071923975822
Position 584: 0.009627967348429453
Position 1491: 0.009449067211769382
Position 415: 0.008623485825612162
Position 5307: 0.008492118609280523
Position 5549: 0.008312897719172228
Position 6616: 0.007708300826862066
Position 3733: 0.007536053407878967
Position 6203: 0.007474055424131922
Position 6295: 0.007083645653764449
Position 3609: 0.007082171692223842
Position 4182: 0.006866594378220445
Position 372: 0.0067797461991344
Position 4074: 0.006656062852217558
Position 4210: 0.006606228607060418
Position 6817: 0.006462089007168659
Position 2406: 0.006176529079733833
Position 1579: 0.0059708762478761866
Position 3326: 0.005927759970610945
Position 2185: 0.005596359443215154
Position 2644: 0.005439913296750279
Position 4088: 0.005262575256733017
Position 2957: 0.005146020010165679
Position 1238: 0.005060801409770728
Position 995: 0.004928343550275816
Position 4235: 0.004790455086305477
Position 5844: 0.004312292263215702
Position 1986: 0.004040554814839349
Position 3374: 0.0039126954641542045
Position 2283: 0.003633007339686802
Position 6986: 0.0034403884393027933
Position 3051: 0.0032516212823034954
Position 4384: 0.0029521609327186316
Position 4339: 0.002807863029924735
Position 6408: 0.002769581230217512
