Gene = TYW3
index = 1515
Annotated 5SS: [  263  3467  5633 15667 19270]
Annotated 3SS: [ 3385  5533 15594 19135 30737]
SMsplice 5SS: [  263  3467  7084 18908 19270]
SMsplice 3SS: [ 3385  7000 18821 19135 33094]
top_k =  1000
Partition function (log Z): -14.183922245164302

Sorted 5' Splice Sites (High to Low Probability):
Position 3467: 0.9654156235671904
Position 19270: 0.9560838235066209
Position 263: 0.7195687979793559
Position 7084: 0.6912928464091247
Position 7187: 0.37267747015138686
Position 5633: 0.3594944223332612
Position 11713: 0.30176127513908196
Position 1291: 0.2297374663370876
Position 11323: 0.20646713725753982
Position 11766: 0.18489495973043885
Position 24617: 0.15399122952823438
Position 7294: 0.08449392235950168
Position 23421: 0.0826115137976837
Position 1027: 0.0807682232273028
Position 7210: 0.0806638906445957
Position 3766: 0.06773192849444702
Position 3913: 0.06412014070396632
Position 498: 0.06302646877593525
Position 8249: 0.05227196896390667
Position 8462: 0.05127486175404222
Position 10103: 0.04965402908305874
Position 788: 0.046561237941940614
Position 11816: 0.04392496683591508
Position 962: 0.043779499761401205
Position 6267: 0.0335271607648929
Position 6007: 0.032589922041278196
Position 6951: 0.02695338620765249
Position 3549: 0.024795108386423355
Position 5088: 0.024345694644302807
Position 2565: 0.02156295732698454
Position 1102: 0.01927611742193564
Position 741: 0.01838870907350635
Position 4273: 0.01666151809976033
Position 4391: 0.016519581215437975
Position 179: 0.016001170472463546
Position 6976: 0.0127942734860318
Position 1324: 0.01135165809526412
Position 645: 0.010355143792220769
Position 10326: 0.010141658179178151
Position 2980: 0.009055252942783684
Position 353: 0.0069939012293909015
Position 7038: 0.006259381420232959
Position 1251: 0.005664572030372053
Position 78: 0.005466464046136761
Position 813: 0.004976584403971659
Position 7992: 0.004509569001721489
Position 5672: 0.0042478549136743295
Position 493: 0.0034593164070164896
Position 6692: 0.003015877812453233
Position 2753: 0.0028847991654990194
Position 5682: 0.0027591278787618694
Position 2964: 0.0026743134417191046
Position 2301: 0.0024634134378771436
Position 1218: 0.0022940518557408533
Position 4228: 0.002290430477163146
Position 3088: 0.0022859269148584626
Position 2977: 0.0022473721843587
Position 106: 0.0019394797910515986
Position 301: 0.0013488693314574198
Position 7547: 0.0012656318890825265
Position 379: 0.001255887476853553
Position 580: 0.00120635423175817
Position 7842: 0.0012015154255665236
Position 7481: 0.001080965197931521
Position 7141: 0.0010754020604911488
Position 333: 0.0010549739857159057
Position 7456: 0.0010277551269825174
Position 2280: 0.001019329963966262
Position 176: 0.0009124858345690125
Position 1196: 0.0008528380692336453
Position 7913: 0.0007994184583594811
Position 8829: 0.00071579300312654
Position 718: 0.0006836268401488515
Position 376: 0.0006033348794430862
Position 8046: 0.0005725601847542481
Position 1453: 0.0005640632855707497
Position 4177: 0.0005522890893561814
Position 1407: 0.0005080420891611969
Position 7654: 0.00046453398377098405
Position 7932: 0.0004521462635424127
Position 7909: 0.0004415381301462669
Position 1163: 0.00043140277801865005
Position 359: 0.0004304565573549695
Position 129: 0.00041236977376104406
Position 3641: 0.0003261069335469086
Position 4626: 0.0003070181740283393
Position 4289: 0.00027629226641572946
Position 7034: 0.00025639986752620716
Position 2366: 0.000250146505669158
Position 8383: 0.0002206682011044268
Position 7106: 0.00020686947875763373
Position 853: 0.00015327072022082623
Position 1759: 0.00014887556553366875
Position 768: 0.0001286118093095802
Position 906: 0.00012274724338945872
Position 8537: 0.00011532199388249566
Position 2496: 0.00011313951160098994
Position 2984: 0.00011213893397157073
Position 856: 9.614862351138914e-05
Position 2951: 8.838260100424632e-05
Position 7137: 8.315982805566114e-05
Position 1777: 8.118257825266481e-05
Position 1610: 7.838388215899482e-05
Position 397: 7.73035259444716e-05
Position 193: 7.673072972118352e-05
Position 164: 7.488798465582841e-05
Position 2906: 6.11107877343426e-05
Position 8644: 5.915643914249391e-05
Position 2938: 5.753376360794307e-05
Position 2295: 5.707276896838857e-05
Position 528: 5.486068356553854e-05
Position 1259: 5.103002997334003e-05
Position 8762: 4.717792652889928e-05
Position 2511: 4.488404569854566e-05
Position 1055: 4.1856450812480486e-05
Position 1816: 3.441476749326033e-05
Position 9485: 2.8726981543949874e-05
Position 8754: 2.731243484536476e-05
Position 8070: 2.3238108189973897e-05
Position 8286: 2.197350845673052e-05
Position 726: 1.4040062461153238e-05
Position 8346: 1.0152238436148938e-05
Position 8125: 8.122488214420547e-06
Position 3700: 7.519869741040563e-06
Position 188: 6.753877631269027e-06
Position 357: 4.820567840585357e-06
Position 420: 4.486937934266069e-06
Position 796: 3.867650422355322e-06
Position 3452: 3.1130351046178186e-06
Position 3464: 2.9803745257547967e-06
Position 4049: 2.8544302148553668e-06
Position 432: 2.7183545822436027e-06
Position 322: 2.6957410621296557e-06
Position 570: 2.433873472898664e-06
Position 214: 1.6619468340852293e-06
Position 385: 1.5479685763973588e-06
Position 513: 1.4643289207877603e-06
