Gene = LAT2
index = 764
Annotated 5SS: [  693  6674  7469 10392 10613 10859 11224 11339 12297 14388 14802 15365]
Annotated 3SS: [ 6550  7428 10347 10563 10820 11187 11307 12240 14327 14621 15242 19547]
SMsplice 5SS: [  405   693  6466  6674 10670 10859 14388 14802 15365]
SMsplice 3SS: [  534  6320  6550 10563 10820 14327 14621 15242 19547]
top_k =  1000
Partition function (log Z): 8.419161009246048

Sorted 5' Splice Sites (High to Low Probability):
Position 6674: 0.9970205446078203
Position 14802: 0.9456230956436227
Position 693: 0.9297700049224668
Position 15365: 0.9189621006701254
Position 14388: 0.8200223058529073
Position 405: 0.714163392807066
Position 6466: 0.6028526325908787
Position 10859: 0.5814295901994918
Position 10670: 0.5682500231384342
Position 11339: 0.5154197526157646
Position 11224: 0.378721740254911
Position 962: 0.3642137850785656
Position 3693: 0.3131929012946437
Position 10392: 0.244964051067861
Position 7469: 0.24147713563758852
Position 14515: 0.20572046053936702
Position 8977: 0.18300386109481306
Position 10613: 0.17060826895417486
Position 17312: 0.12990765969577628
Position 11543: 0.1278523368782484
Position 12396: 0.12477269585969938
Position 5704: 0.08479140597802287
Position 1052: 0.08328121058165787
Position 5615: 0.06708125993172624
Position 11204: 0.0633322914121431
Position 642: 0.056982706501506296
Position 27: 0.04757408093289593
Position 12297: 0.043864260820794504
Position 10746: 0.04244694208054429
Position 9834: 0.03317767200246169
Position 11228: 0.03209011776485929
Position 1371: 0.03197721672160487
Position 407: 0.03166498825650278
Position 850: 0.02620129266227382
Position 14795: 0.02613090648190969
Position 19809: 0.025566832858767506
Position 5699: 0.0245598965011325
Position 11490: 0.020393084139631087
Position 7592: 0.019727451084350863
Position 14525: 0.019199642822377582
Position 11744: 0.01451080939304407
Position 65: 0.01435574851099091
Position 17539: 0.012992310130363812
Position 10680: 0.011142876329428213
Position 19881: 0.011089213645486417
Position 6050: 0.01086659893050218
Position 6040: 0.010384580752292483
Position 14446: 0.009024750007950494
Position 671: 0.008913744996432117
Position 1714: 0.008527638010384885
Position 5970: 0.007682531808396763
Position 15940: 0.007673500324327253
Position 7439: 0.007374211877247226
Position 7119: 0.007170710693496408
Position 67: 0.007129555911223531
Position 15003: 0.006786923999624328
Position 1102: 0.006593611824860208
Position 78: 0.005404788026472205
Position 6833: 0.004974258062603916
Position 14993: 0.004718518923417378
Position 1107: 0.004698297945720464
Position 3657: 0.00462557220576579
Position 1066: 0.0044333363303179045
Position 223: 0.0043925826050845804
Position 8838: 0.0043008479109180545
Position 8266: 0.0042927255988325945
Position 5545: 0.004137706024570088
Position 14998: 0.004076225698332269
Position 12477: 0.003866471206694783
Position 19794: 0.0038384768225359534
Position 187: 0.003719936692957911
Position 1339: 0.003596526491478689
Position 14806: 0.00357762056734434
Position 15455: 0.003568638797532388
Position 424: 0.003388614650331146
Position 14622: 0.0033553980518694635
Position 10414: 0.0029594107265998107
Position 10659: 0.002887181613814685
Position 1839: 0.0027675449230449636
Position 15408: 0.0027429403261028905
Position 11886: 0.002742164422857538
Position 1036: 0.0024038832300272888
Position 10506: 0.0023371493021050586
Position 7429: 0.002206696298913951
Position 12321: 0.0021168491807553743
Position 15314: 0.0020436891376335313
Position 12759: 0.0019631536100512487
Position 5628: 0.0017350769049446439
Position 11321: 0.0016015194177818608
Position 12390: 0.0015121927769621163
Position 6965: 0.001482951214155633
Position 5522: 0.001307542561567101
Position 7294: 0.0011900654055614984
Position 15326: 0.0011646444157940518
Position 15275: 0.0011000244081130204
Position 15168: 0.001064298564954172
Position 6286: 0.0009798549063558346
Position 6089: 0.000978800685795507
