Gene = AP5Z1
index = 88
Annotated 5SS: [  135  5691  6133  7839  8177  8750  9427  9831 10063 10807 12155 12673
 13330 14308 14970 15266]
Annotated 3SS: [ 5552  5945  7693  8066  8580  9285  9792  9899 10627 12011 12531 13217
 14209 14836 15050 15492]
SMsplice 5SS: [  135  5691  7839  8177  8750  9427  9831 10063 10807 11051 12155 12673
 13330 14308 14970 15266]
SMsplice 3SS: [ 5552  7693  8066  8580  9285  9792  9899 10627 10877 11973 12531 13217
 14209 14836 15050 15492]
top_k =  1000
Partition function (log Z): 31.46573012851222

Sorted 5' Splice Sites (High to Low Probability):
Position 12155: 0.9867648581845283
Position 12673: 0.986569756978831
Position 5691: 0.9647973833351166
Position 135: 0.9509466857040021
Position 13330: 0.9423141128336183
Position 11051: 0.9413286832784801
Position 8177: 0.9360684157774797
Position 8750: 0.9255551882761011
Position 14308: 0.9068771347598983
Position 14970: 0.7603345534206587
Position 10807: 0.7165513526897913
Position 10063: 0.6906336788019874
Position 13695: 0.6856690846333799
Position 9427: 0.6500541314668425
Position 9831: 0.5974698597629757
Position 7839: 0.5710441408786369
Position 15266: 0.5232742474982198
Position 6133: 0.3296356238196396
Position 9999: 0.29121274229550725
Position 7076: 0.21447400095911565
Position 7344: 0.19577420022906655
Position 13044: 0.1502717106174487
Position 10322: 0.11398825477749994
Position 15188: 0.10935889704039438
Position 274: 0.1058438984452185
Position 10503: 0.09515017436403916
Position 14287: 0.08888870741796813
Position 302: 0.07613529139962463
Position 365: 0.058807020317458644
Position 14538: 0.0563899301550146
Position 14670: 0.05585449447909354
Position 10846: 0.052663861020245666
Position 15153: 0.04563379877073569
Position 6016: 0.04340565316500531
Position 15201: 0.04087989854084325
Position 13881: 0.03302710962540412
Position 8427: 0.032521790641775586
Position 7805: 0.031086913901399636
Position 15719: 0.028857136101338183
Position 12430: 0.026990242252678254
Position 8790: 0.026611047699445996
Position 15273: 0.02644503741329058
Position 15369: 0.021115688522126745
Position 326: 0.020331239481009455
Position 14548: 0.019107558457063217
Position 2045: 0.0190653856668992
Position 13105: 0.017620755852811833
Position 15659: 0.01617603768202606
