Gene = GLUL
index = 599
Annotated 5SS: [ 528 3635 5076 5951 6447 6850]
Annotated 3SS: [3455 4913 5803 6318 6649 7482]
SMsplice 5SS: [1032 3635 3851 4832 5076 5951 6447]
SMsplice 3SS: [3534 3743 4694 4913 5803 6318 7482]
top_k =  1000
Partition function (log Z): 3.369121562619672

Sorted 5' Splice Sites (High to Low Probability):
Position 3635: 0.943696287448279
Position 6447: 0.9020232497592571
Position 5076: 0.8919877665716759
Position 5951: 0.8302269360255847
Position 4832: 0.6086898921281049
Position 3851: 0.5013510860650107
Position 1032: 0.49543818161785913
Position 6850: 0.4829640799182633
Position 4465: 0.30105670330288153
Position 110: 0.24069056787121454
Position 528: 0.21450752517616828
Position 392: 0.1829813127808014
Position 7358: 0.16063767321913372
Position 1710: 0.1492120784164287
Position 778: 0.13432537604943182
Position 6118: 0.09029627660556525
Position 446: 0.0572842641112619
Position 5016: 0.05722001324242325
Position 6480: 0.0565820384910966
Position 3301: 0.05501967905171459
Position 1223: 0.050882271310536215
Position 35: 0.041570823883349206
Position 6484: 0.03426016006090842
Position 5526: 0.02887956952307483
Position 4278: 0.028598691812989938
Position 4749: 0.028012821539988842
Position 3614: 0.025969229956026334
Position 3624: 0.024186072731330638
Position 8276: 0.02242495245134969
Position 5845: 0.020161268727943178
Position 8695: 0.015061898404911844
Position 73: 0.013956781700183817
Position 3861: 0.012571074001997041
Position 7730: 0.012442974670576066
Position 2220: 0.011792264196421275
Position 5679: 0.0075511100866394445
Position 4436: 0.007301190641364063
Position 1437: 0.005733988211359803
Position 5056: 0.0054242234426860655
Position 897: 0.0054075270189796265
Position 740: 0.005331035988192368
Position 8193: 0.004935110595780587
Position 8156: 0.004835870309464725
Position 3145: 0.004773260884933871
Position 2583: 0.004545520053786982
Position 2555: 0.004229185929269002
Position 1237: 0.003918984295437371
Position 4444: 0.0027721473463174994
Position 8188: 0.0026504658172566294
Position 4755: 0.002560790776313947
Position 1599: 0.0025246335621534294
Position 7625: 0.0024279488840093454
Position 2563: 0.0022950912695816525
Position 4619: 0.0021450361717790974
Position 5506: 0.0021334589331480133
Position 4256: 0.002113206903632009
Position 6568: 0.0021120083885763944
Position 2341: 0.001645320542149781
Position 3884: 0.0016285290071843084
Position 6123: 0.001580278877622603
Position 5972: 0.0014756529442698275
Position 869: 0.0013293183070867147
Position 9228: 0.001295379246340869
Position 7909: 0.0010803867724109672
Position 3914: 0.001059791207877471
Position 7403: 0.0009758580356462585
Position 9547: 0.0009142213702804066
Position 3669: 0.0009118562734686875
Position 1138: 0.0008456065281433585
Position 2203: 0.0008171827028689699
Position 4131: 0.0008163352081440532
Position 453: 0.0007873006256492893
Position 1474: 0.0007756442785627303
Position 1663: 0.0007699189116161854
Position 1026: 0.000690228038047012
Position 2265: 0.0006819599659823552
Position 1960: 0.0006252554367422902
Position 3536: 0.0006029046535932719
Position 9959: 0.0005543948482737722
Position 6728: 0.0005444654190174549
Position 1532: 0.0004476683369057698
Position 4763: 0.00044552867392372655
Position 1714: 0.00043791009243672094
Position 8411: 0.00039562336278742136
Position 6221: 0.00034552885876754937
Position 4361: 0.00033992124523704836
Position 3231: 0.00032620593061996297
Position 6843: 0.0003189281766523913
Position 6432: 0.0002638517533212979
Position 5965: 0.000261966762156077
Position 5476: 0.00021348223661621306
Position 6792: 0.00021281418068943105
Position 711: 0.00020294266985187672
Position 3572: 0.00017881018110035198
Position 9887: 0.0001493666137808322
Position 6509: 0.00012022733467603671
Position 6395: 0.00010916095700207677
Position 7683: 0.00010755360085630047
Position 1498: 0.00010240410776747271
Position 5865: 9.36795408902655e-05
Position 3879: 9.00027047153173e-05
Position 5746: 8.193025202718956e-05
Position 3686: 7.44038169257259e-05
Position 3648: 6.730078904248208e-05
Position 3895: 6.532841496812924e-05
Position 6726: 6.357749520780839e-05
Position 3626: 5.3632706377627524e-05
Position 83: 4.434158876361307e-05
Position 426: 3.637063623320142e-05
Position 15: 3.5417745639424414e-05
Position 1422: 2.9799858934405335e-05
Position 6060: 2.2804700775441213e-05
Position 5918: 2.0364774288332476e-05
Position 444: 1.9007070361622422e-05
Position 724: 1.4711454699064733e-05
Position 3514: 1.4368010525428397e-05
Position 964: 1.0728604276282991e-05
Position 6315: 1.0394500755305424e-05
Position 6451: 9.821916322365692e-06
Position 683: 9.557481114923271e-06
Position 419: 8.661323929720145e-06
Position 1002: 7.781490268050677e-06
Position 1122: 4.964564913277082e-06
Position 548: 3.5641650177647265e-06
Position 5370: 2.691764723321616e-06
Position 7005: 2.3947659173990667e-06
Position 782: 1.6789123409176238e-06
Position 7623: 1.5013568143302497e-06
Position 4232: 1.31289955361003e-06
Position 6971: 9.525180750677e-07
Position 932: 7.438639625239135e-07
Position 245: 7.409583257134959e-07
Position 6854: 2.5062529083443506e-07
Position 990: 1.2598223454085968e-07
Position 961: 1.0880732406583534e-07
Position 6732: 2.5616405181234133e-08
Position 6488: 2.43813292006181e-09
Position 550: 1.5523996371262323e-09
Position 696: 1.5052327920773142e-10
Position 785: 2.936100938999089e-12
Position 631: 4.4742675148306596e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4913: 0.926611352748673
Position 6318: 0.9108617252984084
Position 5803: 0.7873710547537895
Position 7482: 0.6160643011501876
Position 3534: 0.5954417095257712
Position 4694: 0.5831083657590208
Position 3743: 0.5161681376641444
Position 3455: 0.3852048776056465
Position 6649: 0.3010913063884
Position 245: 0.23903651995845498
Position 4330: 0.172914904740956
Position 9706: 0.16887724109837848
Position 866: 0.12775714090380752
Position 4385: 0.10510503563328814
Position 1589: 0.09448976704692547
Position 7218: 0.07294230762616492
Position 7179: 0.06376416092267354
Position 6661: 0.05994735452725744
Position 6737: 0.0590721247187449
Position 8526: 0.05636605521484256
Position 9810: 0.05349240551026926
Position 4182: 0.045830790045142206
Position 8104: 0.04469787450873055
Position 6018: 0.041765361728645464
Position 1370: 0.041723989598559406
Position 6205: 0.0403639872020037
Position 6037: 0.03823919276741253
Position 4730: 0.038036832773465014
Position 6345: 0.03742867287398656
Position 5768: 0.03136223015260763
Position 6769: 0.030520472473651243
Position 3230: 0.02765884967322176
Position 265: 0.02657398853272722
Position 1122: 0.023487462893347966
Position 5405: 0.022655192501333073
Position 9381: 0.02243011120315167
Position 10445: 0.01889020445114984
Position 5805: 0.017956002032710066
Position 3205: 0.017567279297672482
Position 6635: 0.017090261435764847
Position 4142: 0.015481538258639833
Position 7308: 0.014789224213633063
Position 631: 0.013067266418796849
Position 4944: 0.012034722529423043
Position 3023: 0.011726185310157088
Position 8947: 0.011120472010875593
Position 6797: 0.009921765422327545
Position 6684: 0.009766265571765884
Position 1593: 0.009157897326111795
Position 5740: 0.008687418487306232
Position 3377: 0.008246600971380745
Position 7292: 0.008239964597844235
Position 1988: 0.007611338741243737
Position 5616: 0.006963995575864304
Position 4656: 0.006753271893858801
Position 2469: 0.006549559592829441
Position 6294: 0.006474271582270853
Position 9749: 0.00637719193847334
Position 4954: 0.006214995004197118
Position 7872: 0.006076628793076096
Position 5303: 0.005771907423784272
Position 10337: 0.005440357864942591
Position 4604: 0.005278917072514308
Position 3403: 0.005255135750409824
Position 818: 0.005241963983252607
Position 6677: 0.0052227629430048024
Position 4971: 0.004995724267795886
Position 9178: 0.004896609803808825
Position 7736: 0.004894548496315618
Position 832: 0.004661995046699776
Position 5357: 0.004526859086533628
Position 6941: 0.003904199253526618
Position 8155: 0.0038933629751490622
Position 4915: 0.003663272952561244
Position 3202: 0.003493900924205242
Position 1353: 0.0034199257326564757
Position 7628: 0.0033319373879304027
Position 8328: 0.0032255598098024545
Position 5941: 0.0030953843814188814
Position 5902: 0.003092657189765698
Position 527: 0.002973576187996698
Position 2401: 0.0028490689082115756
Position 9111: 0.002622587038194602
Position 7117: 0.002546006133997174
Position 498: 0.0022190039573271726
Position 1126: 0.0021810672888749774
Position 2202: 0.0021517651766711065
Position 7672: 0.001991140419608762
Position 924: 0.0019518055685219767
Position 6002: 0.0018713309996233184
Position 4282: 0.0018605703745020374
Position 6816: 0.0018179592829069128
Position 8025: 0.0017672970120280024
Position 4278: 0.001736231919430788
Position 1615: 0.0017050445274015616
Position 9640: 0.0017029934839062155
Position 7552: 0.0017010982526189371
Position 2147: 0.0016810098697656684
Position 10469: 0.0015816530758034828
Position 1611: 0.0015429296473937492
Position 2423: 0.0015394431234513877
Position 4509: 0.001492359586752975
Position 6892: 0.0014616080176756915
Position 4082: 0.0014538621847306036
Position 417: 0.0014022620144655596
Position 6349: 0.001340385985189852
Position 5287: 0.0012127725655451198
Position 5880: 0.0012015197691871292
Position 6752: 0.0011207049379966059
Position 8784: 0.0011176078639242156
Position 1448: 0.0010611672698060879
Position 10181: 0.001032541236756511
Position 914: 0.0010064409335592043
