Gene = S100A8
index = 1221
Annotated 5SS: [120 582]
Annotated 3SS: [418 732]
SMsplice 5SS: [120 582]
SMsplice 3SS: [418 667]
top_k =  1000
Partition function (log Z): -6.337858833476909

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.836573423777483
Position 582: 0.8286971924487572
Position 173: 0.09397771419866197
Position 246: 0.014939263633055595
Position 65: 0.012964414999537792
Position 116: 0.006278302368034154
Position 494: 0.005678923432171985
Position 40: 0.005113402840989052
Position 572: 0.0050514462246772866
Position 419: 0.004607706671926751
Position 96: 0.0024643872532002196
Position 72: 0.0019335868972712065
Position 597: 0.0018809595496816032
Position 165: 0.0014907925147635132
Position 563: 0.0012264980126083969
Position 405: 0.0008132605602353077
Position 814: 0.0007413590322830934
Position 294: 0.0005960401686806989
Position 197: 0.00048539759547008127
Position 195: 0.00044459998086374857
Position 428: 0.00036847841001397274
Position 299: 0.0001296955730075746
Position 133: 7.064116647541713e-05
Position 782: 6.905890652762874e-05
Position 356: 6.635798926514557e-05
Position 217: 4.06153059609148e-05
Position 170: 2.1797090770309534e-05
Position 199: 2.0616644577321044e-05
Position 740: 1.845138743276016e-05
Position 244: 1.5173797636447326e-05
Position 565: 1.4928811857066563e-05
Position 182: 1.0105282512551856e-05
Position 787: 6.290320906953166e-06
Position 432: 6.265534516609797e-06
Position 753: 6.212614557721847e-06
Position 620: 5.97738688549085e-06
Position 311: 5.614858816153478e-06
Position 215: 5.0872101542700175e-06
Position 201: 2.112555023155335e-06
Position 599: 1.0436985980778094e-06
Position 645: 7.969684194916675e-07
Position 762: 5.933773317480216e-07
Position 483: 5.908884637504324e-07
Position 209: 4.522755464823574e-07
Position 748: 2.1013799453892395e-07
Position 525: 1.1134690876805669e-07
Position 443: 8.979653362330422e-09
Position 410: 3.719565924984673e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.894304959741801
Position 667: 0.7420404939479488
Position 732: 0.12350238871314832
Position 275: 0.02421321584006133
Position 693: 0.008760907141592077
Position 401: 0.007564961319831085
Position 494: 0.0057170847203788676
Position 787: 0.004179035534059396
Position 920: 0.0033874935482991492
Position 532: 0.002029042939255758
Position 404: 0.0018267288783891346
Position 822: 0.0014574640418354916
Position 738: 0.0014326866739009293
Position 371: 0.0009480131346071361
Position 277: 0.0008849150504794502
Position 462: 0.0008429305832730227
Position 458: 0.0007558764091236959
Position 509: 0.0006762381665651062
Position 760: 0.00039159620226931883
Position 316: 0.00036748098455133493
Position 428: 0.00022460802637094024
Position 642: 0.00021503031661242433
Position 452: 0.0002065971896985086
Position 798: 0.00020255459907909094
Position 141: 0.00016119368573353797
Position 311: 0.00013302276415914522
Position 309: 0.0001320549086456068
Position 283: 8.866272480410187e-05
Position 161: 6.620718772094461e-05
Position 745: 4.777278862547462e-05
Position 891: 1.922670925716618e-05
Position 835: 1.3862716225335425e-05
Position 580: 1.0658064759769025e-05
Position 116: 8.857517440327053e-06
Position 893: 8.492198396433931e-06
Position 801: 6.032217334858751e-06
Position 163: 3.7100349544033423e-06
Position 848: 2.9742163672759824e-06
Position 321: 2.1158110912539606e-06
Position 873: 1.8773907655505222e-06
Position 762: 1.6379416110577715e-06
Position 555: 1.3609975485875901e-06
Position 856: 1.018888392505188e-06
Position 572: 9.055842028481347e-07
Position 158: 7.952271841736235e-07
Position 327: 5.777946506973548e-07
Position 930: 1.7472731656131024e-07
Position 545: 1.1580830577461832e-07
Position 868: 1.0828005146044704e-07
Position 860: 8.079461850169291e-08
Position 182: 6.892588444569027e-08
Position 177: 4.640901734074055e-08
Position 106: 2.3093631664431705e-08
Position 557: 1.4194885806514649e-08
Position 124: 7.3738235705173254e-09
