Gene = SLAMF8
index = 1262
Annotated 5SS: [ 189 3443 6432 6620]
Annotated 3SS: [3115 6125 6511 8433]
SMsplice 5SS: [ 189 3443]
SMsplice 3SS: [3133 9919]
top_k =  1000
Partition function (log Z): -3.500662093554757

Sorted 5' Splice Sites (High to Low Probability):
Position 189: 0.8794146830883411
Position 3443: 0.8301359099768342
Position 6620: 0.4729388859833697
Position 6432: 0.3637566155175101
Position 7494: 0.33763390979634256
Position 1535: 0.2893148904358965
Position 6644: 0.28568928852629405
Position 2810: 0.218591665686349
Position 10046: 0.2096110160538018
Position 6311: 0.187574699454396
Position 510: 0.0887443648592288
Position 6276: 0.07088008951750853
Position 7498: 0.06993546643544883
Position 9813: 0.06771226690175147
Position 7447: 0.05529959164135236
Position 284: 0.05034273253929789
Position 6947: 0.04807165248684888
Position 10035: 0.045200617284413824
Position 7646: 0.04165078911302585
Position 1779: 0.039047860253851936
Position 305: 0.030064476583946814
Position 2920: 0.028282900657416444
Position 9830: 0.026764198935257826
Position 7153: 0.023568990428831305
Position 309: 0.0226047349704448
Position 1795: 0.018844888382424797
Position 9463: 0.018114255517953367
Position 6635: 0.01165903559101817
Position 5903: 0.010175949256691125
Position 2570: 0.008517951866998297
Position 8542: 0.00666334942021513
Position 2869: 0.0056572101443993624
Position 8406: 0.004058163911160142
Position 10042: 0.0037383957402159934
Position 100: 0.0027259319230244473
Position 6200: 0.0027226545421383474
Position 2973: 0.002709996811417297
Position 9134: 0.002068298347984095
Position 3013: 0.0019236743373810658
Position 3212: 0.0015043924028963047
Position 8328: 0.00138361703499131
Position 3208: 0.0012254697040307262
Position 4537: 0.0010624570053593364
Position 7789: 0.0009221668639741776
Position 6033: 0.0009216695926207139
Position 8466: 0.0008471537822642716
Position 4182: 0.0007948642624774945
Position 10397: 0.0007545562401987408
Position 7517: 0.0007237958007607801
Position 1066: 0.0006225501392216404
Position 2701: 0.000620224877002948
Position 4243: 0.0005909321447334146
Position 501: 0.0004955336201919702
Position 6050: 0.00047484854005670676
Position 1656: 0.00043807201882726794
Position 2606: 0.0003899740612027835
