Gene = RP5-877J2.1
index = 1189
Annotated 5SS: [    7  1187  7052 20033 23383 30088 30720 60020 69957 70371]
Annotated 3SS: [ 1120  6983 19968 23220 29906 30646 59718 69791 70289 71175]
SMsplice 5SS: [  956  1187  7052 14791 23383 30720 33682 69565 69957 70417]
SMsplice 3SS: [ 1120  6983 14606 23220 30646 33560 69406 69791 70289 71175]
top_k =  1000
Partition function (log Z): -6.757298281023346

Sorted 5' Splice Sites (High to Low Probability):
Position 30720: 0.9885136322597584
Position 23383: 0.9797240779942693
Position 14791: 0.8573509136388607
Position 956: 0.8544208873246795
Position 1187: 0.8192824268638735
Position 7052: 0.7317300893684484
Position 25958: 0.7130345522024332
Position 13604: 0.6933037880625299
Position 33916: 0.6865600814022783
Position 18203: 0.6507389878987772
Position 8112: 0.62752583291069
Position 20033: 0.5688288463831147
Position 27878: 0.5312547107719884
Position 26276: 0.5243027863150767
Position 17957: 0.5075353761649449
Position 33682: 0.4604973798019199
Position 30286: 0.42148836364073883
Position 29468: 0.4071664059587096
Position 26630: 0.40668502020554786
Position 45001: 0.3877970751043856
Position 10252: 0.3854252639666407
Position 20553: 0.37484899983904907
Position 33417: 0.3736060965341279
Position 31533: 0.34657877365292045
Position 24128: 0.33670361406147664
Position 27620: 0.33323647586498895
Position 13379: 0.3209247578697532
Position 4370: 0.32027926415289265
Position 4687: 0.2877324719961471
Position 364: 0.27639139053455375
Position 16947: 0.2530300511654021
Position 33641: 0.2505604566703116
Position 2565: 0.2414130158381673
Position 16638: 0.23440281517175973
Position 28434: 0.23155333162814692
Position 33689: 0.22491277676722676
Position 27765: 0.21809913183740295
Position 17071: 0.2162322184840911
Position 36717: 0.21411065637414056
Position 17278: 0.21128130375676496
Position 4472: 0.2106535899899162
Position 17319: 0.20896589626492862
Position 16682: 0.19068963321467663
Position 19038: 0.1872495505916221
Position 35867: 0.1854155477058375
Position 29373: 0.178027887325645
Position 17211: 0.17259865379359712
Position 3247: 0.16406823295250314
Position 6204: 0.1503971233684172
Position 11474: 0.14662769145722304
Position 1216: 0.14420824614249383
Position 17999: 0.14375263141094657
Position 26934: 0.13466316284796742
Position 24874: 0.1329864481476725
Position 4387: 0.12398276636751684
