Gene = HAX1
index = 639
Annotated 5SS: [ 266 1088 1451 2491 2750 2973]
Annotated 3SS: [ 824 1262 2438 2642 2881 3104]
SMsplice 5SS: [ 266 1451 2491 2768 2973]
SMsplice 3SS: [1262 2397 2642 2881 3104]
top_k =  1000
Partition function (log Z): 9.463614993982075

Sorted 5' Splice Sites (High to Low Probability):
Position 2973: 0.9961604381241995
Position 2491: 0.9922607309151394
Position 266: 0.6605162178476895
Position 1451: 0.6511811023417936
Position 2750: 0.48526075260647583
Position 2768: 0.48459850750594285
Position 538: 0.27904022919774324
Position 272: 0.2074432860190658
Position 1088: 0.18275092120199993
Position 921: 0.17739452724147048
Position 507: 0.13794390611392204
Position 1126: 0.11356990789349103
Position 1293: 0.08284356190052215
Position 626: 0.06967957751329779
Position 530: 0.06857195730683559
Position 3187: 0.05405760526888495
Position 276: 0.03757258669153984
Position 106: 0.036831896840327845
Position 193: 0.028287545246586415
Position 417: 0.025873608883998214
Position 1339: 0.0254134306230617
Position 600: 0.020364534062057318
Position 1024: 0.019965103951769352
Position 1134: 0.01901147928658136
Position 2778: 0.016810135030025354
Position 513: 0.014459158828921596
Position 1669: 0.011803127124942511
Position 475: 0.011373775754608953
Position 1130: 0.008935484077834472
Position 1455: 0.004569340569554158
Position 293: 0.004082882568734923
Position 1475: 0.002766563448858442
Position 2016: 0.0021787278773328267
Position 1398: 0.0013876555809004282
Position 152: 0.0012869685801369635
Position 205: 0.0012273911507026064
Position 1521: 0.0011850389495271943
Position 602: 0.0011802548632548326
Position 3181: 0.0009886635246396257
Position 1972: 0.0008723065260429938
Position 429: 0.0008319471639510649
Position 1584: 0.0007803282264788058
Position 1566: 0.000641035416270545
Position 1272: 0.0006402412146573754
Position 1485: 0.000575313993306276
Position 54: 0.0004770355787848463
Position 908: 0.0004707839539868871
Position 1616: 0.0003239261712559013
Position 111: 0.00028950404958417276
Position 36: 0.00028648958899068436
Position 2936: 0.00025401568026690505
Position 1138: 0.00021889465646337256
Position 2546: 0.00018407906520462265
Position 1181: 0.00014134676651668664
Position 2448: 0.00013933480350619077
Position 929: 0.00013553323838174183
Position 3171: 0.00012800409819970578
Position 2512: 0.00012576855994383536
Position 299: 9.73869520489498e-05
Position 2073: 9.647759214136877e-05
Position 1675: 8.825655975211756e-05
Position 81: 8.573382780030737e-05
Position 2657: 8.110038703129759e-05
Position 2541: 7.386430746323042e-05
Position 185: 6.574383274992068e-05
Position 2268: 6.0062765784991736e-05
Position 666: 5.875631342484981e-05
Position 1090: 5.7941190623774666e-05
Position 2817: 5.639020079111927e-05
Position 2993: 5.4852029319847585e-05
Position 2913: 5.187467633534428e-05
Position 1376: 4.505718498230562e-05
Position 2970: 3.979248704442389e-05
Position 1728: 3.6886357137348814e-05
Position 3175: 2.905704258798663e-05
Position 2754: 2.2595033106412136e-05
Position 2977: 1.935660886165557e-05
Position 2681: 1.5073307162721186e-05
Position 1119: 1.3374783405713735e-05
Position 3195: 1.2816668209394677e-05
Position 2495: 9.686078411687057e-06
Position 2723: 7.69060356121554e-06
