Gene = GARS
index = 574
Annotated 5SS: [  463  4217  5369  6520  8442  8892 15050 17565 21378 22598 26820 27782
 31639 33989 36861 37757]
Annotated 3SS: [ 4114  5265  6377  8352  8814 14903 17414 21214 22432 26711 27635 31552
 33878 36766 37565 39053]
SMsplice 5SS: [  463  4217  5369  6520  8442  8892 15050 17565 21378 22598 26820 31639
 33989]
SMsplice 3SS: [ 4114  5265  6377  8352  8814 14903 17414 21214 22495 26711 31552 33878
 39053]
top_k =  1000
Partition function (log Z): 16.740514827853655

Sorted 5' Splice Sites (High to Low Probability):
Position 8892: 0.9929249723792185
Position 5369: 0.9923368996816279
Position 31639: 0.9746635294829664
Position 463: 0.9635979354119804
Position 22598: 0.9558693539911155
Position 15050: 0.9313613197459945
Position 6520: 0.9213851752017962
Position 4217: 0.9013118511946066
Position 33989: 0.896827937353271
Position 17565: 0.8235237683882903
Position 21378: 0.5382690048743172
Position 10392: 0.5295374525456494
Position 8442: 0.49965137029339013
Position 37757: 0.487060291259038
Position 8465: 0.4816125133545909
Position 38248: 0.38789752241065223
Position 21392: 0.36512203317424724
Position 1253: 0.3591102845520721
Position 34374: 0.2307004421972775
Position 27782: 0.19992375771310644
Position 35111: 0.18322306841800104
Position 6731: 0.17854798460035143
Position 24447: 0.15851571109122822
Position 33782: 0.14447114108076325
Position 26678: 0.14401109055613723
Position 2582: 0.12777846981026114
Position 4558: 0.1262029847446846
Position 13803: 0.108317615095274
Position 18917: 0.10053984766755829
Position 18664: 0.0971885529913732
Position 21327: 0.08716043764628918
Position 18880: 0.07365924800120395
Position 11717: 0.06990499867455388
Position 6997: 0.06733570404283928
Position 5829: 0.06665287636704383
Position 6544: 0.06182663017719892
Position 27152: 0.05646047742166144
Position 15654: 0.046442444665855884
Position 24454: 0.04524690232176921
Position 15114: 0.04524073297045159
Position 14388: 0.043189248923355385
Position 39125: 0.04262323710085949
Position 18182: 0.04216896849762115
Position 2885: 0.04160457247653546
Position 3387: 0.04019684400586748
Position 10226: 0.039561107141716484
Position 14595: 0.0385794801022245
Position 20451: 0.03360289872329633
Position 27299: 0.03269775612504823
Position 35973: 0.03200715671403049
Position 39154: 0.03074290056445502
Position 29682: 0.030122941443656997
Position 17859: 0.029650319507334058
Position 26155: 0.02857189373926675
Position 8293: 0.027621092397982872
Position 19345: 0.0248351111753302
Position 10569: 0.02361260383186448
Position 23581: 0.023471152455072548
Position 8165: 0.02323887350173297
Position 27880: 0.022556579757655536
Position 27682: 0.02207644054559483
Position 5181: 0.021210249903106108
Position 17317: 0.020913551138326648
Position 15769: 0.020367651962470746
Position 13913: 0.018667931666607174
Position 2553: 0.01851198319568428
Position 26935: 0.018266405818000535
Position 12801: 0.015899274339667285
Position 22343: 0.015627571089188146
Position 26832: 0.015564511430163679
Position 3433: 0.015228698803728024
Position 6234: 0.01485775183670233
Position 12068: 0.013872917499609911
Position 5000: 0.013370186143798006
Position 9318: 0.013102777793478142
Position 3582: 0.012868107752777344
Position 16588: 0.012705519184035464
Position 3947: 0.012555038995473727
Position 19426: 0.012236809499250795
Position 27303: 0.011685381983888962
Position 17576: 0.01166084787535387
Position 5611: 0.0114991281065754
Position 4641: 0.011003238450605999
Position 22190: 0.01094193288340785
Position 37372: 0.01063908227066332
Position 16606: 0.010236405808615972
Position 38528: 0.009645979997699453
Position 19605: 0.009327860868125797
Position 12075: 0.009110861623158975
Position 14773: 0.00890683755041631
Position 7951: 0.00866073405057027
Position 23998: 0.008320996725129929
Position 12094: 0.00799421161158939
Position 19131: 0.007932043496944357
Position 15777: 0.007187542782004618
Position 26859: 0.006610523881541767
Position 11528: 0.006525615308318142
Position 34432: 0.006042972037249837
Position 11462: 0.005929939736668221
Position 4249: 0.005630138682908285
Position 4253: 0.005591982245515202
Position 18052: 0.005578258500362278
Position 11603: 0.005562587325259707
Position 14643: 0.005543615616756781
Position 6779: 0.00552532674114471
Position 35663: 0.0055123624193122904
Position 35647: 0.005080969339762366
Position 427: 0.004975579601614035
Position 10480: 0.004865918070615168
Position 1157: 0.0048550857796547265
Position 7911: 0.00482067093816904
Position 272: 0.00463473772508519
Position 121: 0.004582059224164736
Position 2937: 0.0044374975500402385
Position 38543: 0.004362138063172675
Position 10981: 0.004222571325796815
Position 632: 0.004209743797148568
Position 7921: 0.0038868420850644825
Position 3461: 0.0037375771411760975
Position 6955: 0.003722130766189315
Position 1881: 0.0034894715136493805
Position 27667: 0.0034730235061248803
Position 12836: 0.00337442989862045
Position 3214: 0.0033201312057514264
Position 6297: 0.003277454665146012
Position 20923: 0.0030954988702765274
Position 31812: 0.0030842283591419094
Position 8703: 0.0030467133411829334
Position 36879: 0.00285445890437885
Position 5334: 0.002838284834299689
Position 23812: 0.002591993529306438
Position 6059: 0.002517552217294996
Position 1070: 0.002501920334882558
Position 34883: 0.00246648121722208
Position 3983: 0.0024293326637670554
Position 2349: 0.002315660566403427
Position 34948: 0.0023106649425686265
Position 127: 0.0023074314035507414
Position 8447: 0.0022253128736880096
Position 2713: 0.002179632836251195
Position 22653: 0.002169148323594947
Position 3110: 0.0020839439619576043
Position 10138: 0.001979680161916661
Position 1263: 0.0019063335063177055
Position 21801: 0.0019037347729581968
Position 2321: 0.0018984613097118178
Position 1910: 0.0018978680842377986
Position 4865: 0.0018052978626813068
Position 36861: 0.001799976918252026
Position 4715: 0.001616092887287537
Position 930: 0.0015125732520733543
Position 6194: 0.0014288995139673962
Position 6239: 0.0014171394376054397
Position 12515: 0.0013823437542570573
Position 37491: 0.001358422755218378
Position 26628: 0.0013311678280335925
Position 2081: 0.001294426738683439
Position 38072: 0.0012847571419900387
Position 8487: 0.0011084907481645773
Position 6345: 0.0010947847119844325
Position 17081: 0.0010604485443044816
Position 1219: 0.001000713052323813
Position 5588: 0.000970008000816159
Position 9657: 0.000944399417424127
Position 9207: 0.0009156894759582458
Position 34421: 0.0008788557903538655
Position 4781: 0.0008466217493044416
Position 9624: 0.0007916197181459179
Position 23100: 0.0007861878670176206
Position 9982: 0.0007544104710691341
Position 7676: 0.0006893920331390264
Position 9010: 0.0006366340383983496
Position 26793: 0.0005267715096047426
Position 10180: 0.0005053071687381755
Position 7915: 0.0004711114489951152
Position 6753: 0.0004601597903984782
Position 8918: 0.0004039287755053218
Position 5403: 0.00032345924660737125
Position 9191: 0.000320950714419856
Position 4958: 0.0002938749557734051
Position 9102: 0.00027151098896371933
Position 6875: 0.0002664403578536483
Position 5002: 0.00026588489196298
Position 118: 0.00018957598848717827
Position 4622: 0.00018789728610694832
