Gene = IFNLR1
index = 677
Annotated 5SS: [   71  6531 17845 25720 27788 28210]
Annotated 3SS: [ 6406 17659 25576 27627 28078 29369]
SMsplice 5SS: [   71  6531 17845 21501 21893 25720 27788 28238 32246]
SMsplice 3SS: [ 6406 17659 21396 21709 25576 27627 28078 32082 32383]
top_k =  1000
Partition function (log Z): 0.5400221440292352

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9602576140521937
Position 27788: 0.9052076618346354
Position 6531: 0.8739206165690423
Position 17845: 0.7399509052452526
Position 25720: 0.6687690593140164
Position 21893: 0.6483129442895389
Position 10451: 0.6296295730088626
Position 19065: 0.59188523670895
Position 32246: 0.571259337704499
Position 21501: 0.48384203585849306
Position 28238: 0.4613627250622873
Position 30128: 0.44087184587632683
Position 25324: 0.39201958456702934
Position 7723: 0.3759557686614452
Position 6763: 0.34398303531921426
Position 18838: 0.3028398413461545
Position 21561: 0.2513918658566096
Position 17857: 0.24188811867488114
Position 25680: 0.23417710244313095
Position 28210: 0.20161372738082953
Position 25172: 0.20058313116413726
Position 29116: 0.17608135767162944
Position 27358: 0.12283980835579075
Position 10011: 0.1204463493971369
Position 24956: 0.10649783962130975
Position 955: 0.10304016622999917
Position 30458: 0.08310885826852198
Position 31343: 0.07446388705208638
Position 25881: 0.07314771793240656
Position 704: 0.0643183561890339
Position 6740: 0.05870149264150362
Position 8839: 0.05707218926180655
Position 14268: 0.05421329824802738
Position 875: 0.04968917885287311
Position 25687: 0.046943494263177225
Position 1700: 0.04638436330511513
Position 12265: 0.04291423330822979
Position 22925: 0.0426404979217239
Position 31582: 0.04176644916452542
Position 1707: 0.03715573973526787
Position 25216: 0.03404506255116452
Position 187: 0.03252698785537408
Position 24973: 0.030770275478832813
Position 29074: 0.028471792785538304
Position 29656: 0.027351613496010615
Position 26241: 0.026685770420015322
Position 488: 0.025572749072567392
Position 4247: 0.0252390987600397
Position 10401: 0.02326356950134169
Position 628: 0.021842432174466003
Position 7794: 0.021413867129241794
Position 13856: 0.021242641568145558
Position 23962: 0.02095052434883198
Position 6574: 0.019880937825010683
Position 4243: 0.018956670521391536
Position 26130: 0.018815454259556157
Position 767: 0.018441136242530427
Position 22268: 0.01784624947670793
Position 11013: 0.017777949672127438
Position 6698: 0.01512911115933676
Position 5753: 0.013699351159316227
Position 1250: 0.013148436383217822
Position 363: 0.011458241101607338
Position 11673: 0.011057977039339792
Position 26798: 0.010698850402725236
Position 2505: 0.010059643952213336
Position 2156: 0.009622908655708782
Position 32961: 0.00953844289261977
Position 25975: 0.00926973351749611
Position 28227: 0.008299078730412914
Position 6706: 0.007414809737302836
Position 12251: 0.00713597020470608
Position 1016: 0.007016748985424325
Position 26043: 0.006998482946707442
Position 17775: 0.006906076572107044
Position 28255: 0.006745653544819889
Position 17849: 0.006712852143750412
Position 20238: 0.006581208425519123
Position 24007: 0.006427383919538306
Position 8793: 0.006381105224622995
Position 26035: 0.00614253560778277
Position 27196: 0.005756711687065316
Position 6505: 0.005712231314767326
Position 27137: 0.005620643393000918
Position 11203: 0.005518631909667892
Position 25184: 0.0054591470145310865
Position 17208: 0.005000617979063487
Position 25926: 0.0047495453299798915
Position 26192: 0.004630013042420576
Position 5986: 0.004458344411125787
Position 6306: 0.004251551924039743
Position 7435: 0.0039059285671440144
Position 25414: 0.003829414941967906
Position 2461: 0.003711669550830404
Position 27792: 0.0035548623779553903
Position 5967: 0.0032734631714331423
Position 21748: 0.0031770051317537994
Position 5573: 0.0031540667142316474
Position 17784: 0.003108389367283471
Position 24961: 0.002826807803481739
Position 8550: 0.0027311119655978175
Position 10870: 0.0026066363122062364
Position 445: 0.002528357608349703
Position 616: 0.002510154228049305
Position 21471: 0.002498075139578099
Position 20951: 0.0024505917264813428
Position 27781: 0.002229737398307883
Position 25207: 0.0021241223059019817
Position 25114: 0.0020826530725218504
Position 20761: 0.002075551389614111
Position 5647: 0.002009991087337491
Position 8784: 0.0019876275094450235
Position 25345: 0.001980088650813551
Position 26500: 0.0019560318821507904
