Gene = ADGRD2
index = 30
Annotated 5SS: [   68   632  1586  2007  2479  3037  4643  5516  6146  6631 14323 15734
 16100 16582 17265 17457 18524 23397 23525 24325 24619]
Annotated 3SS: [  418   943  1907  2392  2751  4530  5380  6021  6524 14166 15629 15996
 16427 17130 17340 18402 23354 23479 24265 24587 26189]
SMsplice 5SS: [   64  1177  2007  2479  5516  6631 11874 14323 15734 16100 17265 17457
 18524]
SMsplice 3SS: [  943  1907  2392  5380  6524 11791 14195 15629 15996 17130 17332 18402
 22662]
top_k =  1000
Partition function (log Z): 13.269730941551739

Sorted 5' Splice Sites (High to Low Probability):
Position 6631: 0.9838845145914022
Position 2479: 0.9822563636723864
Position 18524: 0.9571733498150516
Position 17265: 0.9326805445138657
Position 14323: 0.9325326606789905
Position 15734: 0.9028089994422976
Position 16100: 0.899626019677305
Position 17457: 0.833097908363509
Position 11874: 0.8310560435828301
Position 2007: 0.7936108013755934
Position 5516: 0.5153542638760186
Position 1177: 0.49693548140097155
Position 64: 0.4438351102066678
Position 23397: 0.43607365276967586
Position 6146: 0.4225137258823977
Position 24325: 0.40319272132703304
Position 24619: 0.3847464299099802
Position 632: 0.29531906759948323
Position 37: 0.29264938075506963
Position 16582: 0.28940461770787274
Position 1586: 0.23280216290727476
Position 13908: 0.20275100776009153
Position 3037: 0.1986703969753356
Position 3007: 0.19797581125160893
Position 1396: 0.19767568356304047
Position 6909: 0.17898873788888056
Position 23048: 0.16320089616172626
Position 5520: 0.12880778261779605
Position 455: 0.12315982817150616
Position 22732: 0.11733339091660008
Position 68: 0.113150650261099
Position 22766: 0.10940674476251579
Position 17037: 0.1077425389032866
Position 16530: 0.09940472052488558
Position 16521: 0.09735340991580048
Position 23105: 0.07012268436505271
Position 9376: 0.06894664021976463
Position 4643: 0.05876228841060209
Position 18326: 0.05152217758194512
Position 2078: 0.04822728269324348
Position 15562: 0.047995866928466795
Position 24412: 0.0470390127034665
Position 23998: 0.046814149265260646
Position 1239: 0.04231322112465048
Position 16115: 0.04058456612314513
Position 4999: 0.03946295331157269
Position 2311: 0.03842387433006098
Position 5104: 0.037567394133074514
Position 589: 0.03694780418249125
Position 5389: 0.03667904070264456
Position 16111: 0.03573855462248965
Position 23008: 0.028847722742807134
Position 9331: 0.028432964900011383
Position 7188: 0.027874492307001196
Position 303: 0.027776585896800134
Position 23525: 0.027260932543480824
Position 1237: 0.0269337474944324
Position 1567: 0.026283453388449923
Position 6746: 0.026209825273464264
Position 23480: 0.023998504790931678
Position 5739: 0.02399473347977773
Position 25812: 0.023138528960117314
Position 7220: 0.02156157887640285
Position 20337: 0.020665905011250416
Position 23737: 0.01919136439424921
Position 2729: 0.01785321691443982
Position 17597: 0.017252345214925063
Position 5783: 0.015812675937856666
Position 9934: 0.015504174234211052
Position 16524: 0.01481506561691808
Position 2283: 0.0140735722153378
Position 906: 0.012714314646550932
Position 732: 0.012268683348263648
Position 5494: 0.012250811830153361
Position 17855: 0.012192033092839692
Position 24148: 0.012030536362399898
Position 24827: 0.011987915997312207
Position 14578: 0.011876062295891046
Position 5896: 0.009971787736924776
Position 17094: 0.00979716745384356
Position 23720: 0.009513592882072455
Position 833: 0.008046439563891124
Position 14334: 0.0072552722409812715
Position 1248: 0.006909933249168623
Position 583: 0.006900137001880615
Position 17761: 0.006886534156297257
Position 11481: 0.005646224557062806
Position 1819: 0.00564235595464574
Position 2686: 0.005451099547742733
