Gene = QRFP
index = 1106
Annotated 5SS: [ 236 1116]
Annotated 3SS: [ 830 2973]
SMsplice 5SS: [236 436]
SMsplice 3SS: [340 830]
top_k =  1000
Partition function (log Z): -7.243458828150699

Sorted 5' Splice Sites (High to Low Probability):
Position 1116: 0.7253629907308392
Position 236: 0.6721723825452675
Position 436: 0.47981385800037074
Position 249: 0.17298364911998432
Position 166: 0.1018584881139121
Position 403: 0.09667886712129517
Position 2914: 0.09590213667087034
Position 1659: 0.03284650758092093
Position 1682: 0.026995306971245765
Position 657: 0.020032318764521058
Position 2445: 0.016926069407746956
Position 419: 0.016593819299922187
Position 661: 0.016097594360283126
Position 443: 0.012859843279483828
Position 1936: 0.010333089877793918
Position 240: 0.010057573748418794
Position 413: 0.008871884977728096
Position 939: 0.007284393529539522
Position 1977: 0.006062984632614901
Position 710: 0.006002568112132075
Position 2372: 0.004177925130904601
Position 670: 0.0034886434095326075
Position 705: 0.0034239719401984053
Position 2977: 0.0027313469142190984
Position 557: 0.0022504235774513555
Position 2406: 0.002212119873446042
Position 748: 0.0021169983449417016
Position 510: 0.0015899600132033165
Position 741: 0.001427040965818661
Position 3381: 0.0013949467270965297
Position 522: 0.0013363112098761195
Position 1728: 0.0011595455149576363
Position 178: 0.0011096230504199435
Position 3374: 0.0010108290589345627
Position 891: 0.000592111922711945
Position 781: 0.00046251000129731654
Position 3524: 0.000372762813248742
Position 584: 0.00035755285463472076
Position 1735: 0.00026898539758349294
Position 1569: 0.00020573173521659538
Position 3515: 0.00014215721017194922
Position 1425: 8.887586334684283e-05
Position 300: 6.456788313026043e-05
Position 134: 6.31580340517779e-05
Position 380: 5.892471325475451e-05
Position 873: 5.8210222207968334e-05
Position 305: 5.357658247296821e-05
Position 612: 4.8169530526793794e-05
Position 868: 4.1988499232800606e-05
Position 610: 3.1272258112095114e-05
Position 665: 2.91943590200892e-05
Position 153: 2.2684757940779046e-05
Position 1446: 1.1496226617312641e-05
Position 801: 1.032077564526813e-05
Position 180: 1.028381458824355e-05
Position 59: 3.1602579778444855e-06
Position 663: 2.920348184961301e-06
Position 1386: 2.2529483014596994e-06
Position 1747: 1.5835938658283432e-06
Position 1541: 1.4150547890110868e-06
Position 1614: 9.731010955324554e-07
Position 590: 7.505284899797196e-07
Position 514: 6.709440987102836e-07
Position 297: 6.028394081608711e-08
Position 79: 4.074206592461603e-08
Position 280: 1.7291111811315058e-08
Position 340: 3.246512716493266e-09
Position 287: 2.5718723069540545e-09
Position 676: 5.977838358619535e-10
Position 483: 5.427340386641953e-10
Position 616: 2.94744798824697e-10
Position 499: 1.1687156912850632e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.6235957471111332
Position 830: 0.4300290364407183
Position 917: 0.21945819735143543
Position 1852: 0.19066647055298505
Position 1493: 0.16665503084152444
Position 3044: 0.15242894865529708
Position 855: 0.1027982012558094
Position 2709: 0.09250873960033827
Position 2973: 0.07827408615860805
Position 2444: 0.07114149060144581
Position 3184: 0.07061597529840859
Position 2494: 0.04802605993935842
Position 528: 0.03173277905846304
Position 895: 0.02495988382549188
Position 2295: 0.021290794553408106
Position 3458: 0.02056095542025958
Position 1531: 0.017179395717492524
Position 1259: 0.016482693757794945
Position 1764: 0.01626212083254014
Position 937: 0.012312355453930134
Position 2313: 0.011652870426902478
Position 2169: 0.01115201559044392
Position 3047: 0.010359852908915442
Position 801: 0.00926794915075775
Position 3947: 0.009228456596001154
Position 1560: 0.007744621106119392
Position 2823: 0.0073145468032946945
Position 3188: 0.006593596874501282
Position 2716: 0.006014282214484506
Position 3668: 0.005848136088926116
Position 3227: 0.005335163523299167
Position 2339: 0.004594074974729046
Position 1412: 0.004187764965042358
Position 2713: 0.0038973029611767064
Position 3827: 0.003784753203242897
Position 1000: 0.0036118779661024796
Position 4027: 0.0035380687431816635
Position 400: 0.002927124306986011
Position 835: 0.0024851221336659826
Position 2213: 0.0022897717467087373
Position 1297: 0.002257171505455821
Position 2769: 0.002131339780469504
Position 1868: 0.002059783367688891
Position 2336: 0.0020287215586553805
Position 1039: 0.0018744076076258143
Position 997: 0.0018580502138408836
Position 1610: 0.0018427571696478014
Position 3198: 0.0017878677943887152
Position 3246: 0.0015260781008457074
Position 1477: 0.0015145453105521874
Position 3294: 0.0014545540397350953
Position 4088: 0.0013444804430396782
Position 1949: 0.0012438954184514402
Position 2650: 0.0011582771199311714
Position 2737: 0.0011547037978546675
Position 287: 0.001086682981175501
Position 2210: 0.001002011526522398
Position 1501: 0.0008672201716220189
Position 2461: 0.0007784034626355688
Position 4057: 0.0007630916298562098
Position 297: 0.000738149247601905
Position 3654: 0.0007317510403203455
Position 2753: 0.000663601271563789
Position 1873: 0.0005851569691459831
Position 2228: 0.0005215718091953093
Position 637: 0.00048059128601403905
Position 2091: 0.000465127595567873
Position 2745: 0.0003475786946499026
Position 3619: 0.00031977494102241114
Position 1143: 0.0003196408614641428
Position 345: 0.0002775669556731001
Position 571: 0.000275190785637472
Position 2574: 0.0002701186035852991
Position 3564: 0.00026809230333157947
Position 2283: 0.0002611855519492564
Position 579: 0.00022859174542757028
Position 366: 0.00019799661745445096
Position 1059: 0.00019586095181553656
Position 1032: 0.00019368119512345647
Position 3965: 0.0001895115843313725
Position 3344: 0.0001715433623145667
Position 1658: 0.00014551153994614194
Position 1264: 0.00014086121859148323
Position 3168: 0.00013769806715760032
Position 2388: 0.00013121260113415823
Position 1044: 0.00012329225523887756
Position 465: 0.0001187085773984979
Position 1072: 0.00010770857561346495
Position 1356: 0.00010051419727826928
Position 1054: 9.990294765015105e-05
Position 2002: 9.627335960442688e-05
Position 556: 9.408702143237493e-05
Position 1935: 7.760157225128219e-05
Position 2652: 5.8767791216494525e-05
Position 1671: 5.59718160412256e-05
Position 703: 5.5535872513495416e-05
Position 1140: 4.2146760309977025e-05
Position 872: 4.0144828300940275e-05
Position 2891: 3.863752308218455e-05
Position 369: 3.0037253469522674e-05
Position 422: 2.766090758455329e-05
Position 349: 2.5415869553640108e-05
Position 1102: 1.6989087985276104e-05
Position 1588: 1.6875325026127693e-05
Position 372: 1.5388747732761927e-05
Position 1041: 1.5040799021174749e-05
Position 943: 1.3694996931105391e-05
Position 649: 1.3530565469839372e-05
Position 660: 1.0147341040458799e-05
Position 956: 8.94175385800066e-06
Position 419: 8.558729776027496e-06
Position 770: 8.059341350024624e-06
Position 709: 7.651514800992244e-06
Position 434: 7.571393551992453e-06
Position 537: 7.530253790926738e-06
Position 739: 7.2568327963477185e-06
Position 972: 5.251337747427739e-06
Position 1087: 4.739739856140016e-06
Position 673: 4.6804165506964155e-06
Position 402: 2.9820155323623586e-06
Position 953: 2.778497331401189e-06
Position 721: 2.1528697704667363e-06
Position 1083: 1.4262895090094863e-06
Position 272: 8.088271158985899e-07
Position 233: 6.50966689499625e-07
Position 657: 2.9411529743677236e-07
Position 222: 2.8245380981073075e-07
Position 219: 2.731036409740296e-07
Position 374: 2.5831520320473794e-07
Position 239: 1.6732093205246573e-07
Position 165: 4.284056638124576e-08
Position 126: 1.7732793984215453e-08
Position 779: 1.525700796184081e-08
Position 187: 7.970553178174744e-09
Position 253: 1.3160001699847416e-09
Position 139: 2.57463346359568e-10
Position 134: 2.2626762270713292e-10
Position 178: 7.343246499900536e-11
Position 153: 6.428108356107476e-11
Position 146: 4.432300543153139e-11
Position 449: 5.360352695475812e-12
