Gene = PRR16
index = 1077
Annotated 5SS: [368]
Annotated 3SS: [221675]
SMsplice 5SS: [   368  54905  62589  78419 127503 128257 152915 156126 199620 209116
 211997]
SMsplice 3SS: [ 54844  62489  78271 127414 128163 152816 155988 199485 208991 211919
 221675]
top_k =  1000
Partition function (log Z): -109.92173215029023

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9737608785292874
Position 2744: 0.3461442000412264
Position 7603: 0.22017886312093207
Position 2358: 0.21815092355190238
Position 10822: 0.20036680776536228
Position 2158: 0.15956906094187426
Position 4732: 0.07247808296616551
Position 1434: 0.06842245828157115
Position 6406: 0.03531484513994205
Position 4725: 0.021732656706858863
Position 284: 0.020550447350166742
Position 605: 0.019946099281868086
Position 10599: 0.019510103864741536
Position 12025: 0.018872887277697828
Position 664: 0.016919268469732247
Position 2809: 0.012775860528255623
Position 3827: 0.012333573544450175
Position 2939: 0.010159774889457324
Position 6578: 0.009916647609376947
Position 1111: 0.009092663208424424
Position 4261: 0.006031433056118992
Position 675: 0.005981093401072867
Position 6746: 0.0059244580572133405
Position 6519: 0.005780079129891551
Position 2073: 0.005253862735393878
Position 6548: 0.003759776526907802
Position 2182: 0.0037346941691594505
Position 3712: 0.003729792441761285
Position 5330: 0.003696316114484707
Position 4267: 0.0036431683006636086
Position 766: 0.002632256088833021
Position 642: 0.002340781496555162
Position 8774: 0.0019175459503698801
Position 6458: 0.0018209171315291483
Position 5770: 0.0014827345732201522
Position 6840: 0.0014729588656640126
Position 104: 0.0014403539720257387
Position 1235: 0.00137481220094141
Position 695: 0.0013357050489586967
Position 2828: 0.0012634842525013732
Position 1263: 0.0011315220919887927
Position 640: 0.0010600722507483752
Position 1422: 0.0008453296824587011
Position 795: 0.0008121798358818792
Position 2418: 0.000648673102685001
Position 2430: 0.0006412716865705629
Position 1914: 0.000579941514077454
Position 2341: 0.0005688394950958609
Position 1486: 0.0005438607307872604
Position 4256: 0.0005175847583849219
Position 383: 0.0004690150413650026
Position 41: 0.00043473906755003535
Position 1760: 0.00042030826232934
Position 4135: 0.00039766846983214964
Position 4265: 0.0003874150661975516
Position 2733: 0.0003507368701338358
Position 3293: 0.00033132160445821285
Position 516: 0.00028680960013223667
Position 528: 0.000252627951553707
Position 2209: 0.00022701630525708472
Position 900: 0.00020737362661040054
Position 1988: 0.00019377054037548195
Position 2120: 0.0001647566556750523
Position 4387: 0.00014057776260485466
Position 1775: 0.00011092298353518242
Position 1459: 9.229404236384572e-05
Position 948: 9.170162311569216e-05
Position 781: 7.328590488685955e-05
Position 2782: 5.002400994473729e-05
Position 4215: 4.1967775875470384e-05
Position 1201: 3.445474653329404e-05
Position 2078: 3.174072314622247e-05
Position 2161: 2.1152029605764106e-05
Position 644: 1.6984735477648705e-05
Position 1828: 1.675671083922292e-05
Position 211: 1.3843801055759163e-05
Position 1813: 1.0981533990017357e-05
Position 1529: 1.0523835416938636e-05
Position 817: 9.468631495784817e-06
Position 1513: 9.052915531545877e-06
Position 1171: 2.6931516625973277e-06
Position 130: 2.689277122791379e-06
Position 1014: 2.5290156550317193e-06
Position 1282: 2.258638177614191e-06
Position 531: 1.0639185259897125e-06
Position 23: 8.876781731538277e-07
Position 326: 8.479973138557684e-07
Position 14: 7.321096860543069e-07
Position 179: 6.351361586592346e-07
Position 220: 5.763625835681143e-07
Position 754: 2.8851097085109596e-07
Position 692: 2.4998924049516474e-07
Position 646: 2.4548568685136513e-07
Position 626: 2.3120796548306786e-07
Position 394: 2.1432759977317036e-07
Position 347: 1.932848649088251e-07
Position 628: 9.707898542107574e-08
Position 715: 8.320802190688258e-08
Position 679: 7.656654660206179e-08
Position 677: 3.109675557346602e-08
Position 1115: 2.204603197592122e-08
Position 420: 1.247760309889935e-08
Position 308: 7.962214359045498e-09
Position 1126: 3.363999846735441e-09
Position 534: 9.327443986120827e-10
Position 246: 4.4633983043156225e-10
Position 581: 4.324071559009109e-10
Position 579: 4.071542521993794e-10
Position 241: 1.2699792225798967e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2645: 0.3624471189555155
Position 7485: 0.33435009798916016
