Gene = P3H2
index = 993
Annotated 5SS: [   678 125640 126836 132023 133403 134142 136380 137884 146372 147021
 148056 149040 150114 156972]
Annotated 3SS: [125486 126645 131890 133259 134051 136338 137788 146243 146924 147904
 148921 150037 156830 162924]
SMsplice 5SS: [   120    678  12249  14241  16616  24223  27387  61312  72966 125640
 126836 129365 132023 133403 134142 136380 137884 146372 149040 150114
 156972]
SMsplice 3SS: [   562  12203  14094  16526  24102  27254  61200  72855 125486 126645
 129284 131890 133259 134051 136338 137788 146243 148921 150037 156830
 162924]
top_k =  1000
Partition function (log Z): -70.61790874341496

Sorted 5' Splice Sites (High to Low Probability):
Position 16616: 0.996449141774706
Position 12249: 0.962698906146008
Position 678: 0.9505294416449533
Position 24223: 0.8480532126445777
Position 27387: 0.8077214939932449
Position 120: 0.5881799015279752
Position 14241: 0.48616633505579654
Position 4350: 0.4344736718140989
Position 1239: 0.3995215225108493
Position 927: 0.3059185670574422
Position 2677: 0.1829174112060677
Position 387: 0.1727310831407627
Position 18669: 0.16383192503749014
Position 8419: 0.13384078711153793
Position 14987: 0.11735787092844668
Position 23732: 0.11318277038401979
Position 14356: 0.11258418732512507
Position 7517: 0.10541444455606054
Position 21757: 0.10345730265113982
Position 3973: 0.09873684476526454
Position 18584: 0.0833461185994815
Position 9543: 0.07282464376103905
Position 2594: 0.07192592565792368
Position 13657: 0.05648323992561665
Position 2707: 0.05560278854025975
Position 14473: 0.03172906286612846
Position 14505: 0.03036811602793503
Position 145: 0.026873787538332267
Position 14145: 0.014140770030912117
Position 21258: 0.012877746829712561
Position 2887: 0.011982442808778743
Position 3323: 0.01138809222250842
Position 1284: 0.010600361466579828
Position 2589: 0.010510745603072084
Position 3739: 0.007181330280681358
Position 13598: 0.005354995985842482
Position 939: 0.004053001875547859
Position 27402: 0.0038963487583530015
Position 1642: 0.00203200671978646
Position 167: 0.0014190138538363968
Position 4113: 0.001412259389382333
Position 1227: 0.0014118232242421474
Position 1214: 0.0013779662562792537
Position 2211: 0.001367398903234198
Position 24448: 0.0010114762442813483
Position 986: 0.0008767682502357598
Position 448: 0.0008553603415327882
Position 1342: 0.0008122485775829675
Position 40: 0.0007280707915229314
Position 263: 0.0006336556200532785
Position 18023: 0.0006042735368277414
Position 1950: 0.0005199122926313609
Position 1431: 0.0004767344804143649
Position 7716: 0.0003933072633233483
Position 3629: 0.00023947840260272235
Position 2819: 0.0001707956814192118
Position 16658: 0.0001694855693610438
Position 2299: 0.00013346564754132295
Position 618: 0.00011526573441345853
Position 17708: 0.00011481318027384495
Position 839: 6.278840619365469e-05
Position 96: 6.014794181028113e-05
Position 2099: 5.738280933332455e-05
Position 763: 4.2322349101636825e-05
Position 782: 1.720895120528656e-05
Position 804: 1.5804866048494986e-05
Position 565: 1.4531256647610353e-05
Position 58: 1.016001356766608e-05
Position 2512: 1.0090906369246075e-05
Position 3115: 9.839427713326438e-06
Position 5038: 5.4080839771060745e-06
Position 825: 4.481460542080371e-06
Position 808: 2.9840780591996004e-06
Position 932: 2.3296622773620246e-06
