Gene = PLAA
index = 1034
Annotated 5SS: [  567 12451 19156 19364 21071 21639 24286 27237 28154 30367 33585 37126
 39630]
Annotated 3SS: [12256 19054 19242 20902 21502 24115 27078 27933 30297 33515 37023 39464
 41386]
SMsplice 5SS: [  567  7803 12451 19156 19364 19825 21071 21362 21639 24286 27237 28154
 30367 37126 39630 42642]
SMsplice 3SS: [ 7688 12256 19054 19242 19682 20902 21265 21502 24115 27078 27933 30214
 37023 39464 42528 42739]
top_k =  1000
Partition function (log Z): 9.163587815568627

Sorted 5' Splice Sites (High to Low Probability):
Position 19364: 0.9907640134564403
Position 19156: 0.9861223585674864
Position 24286: 0.9638943340600333
Position 27237: 0.9329556238967263
Position 7803: 0.9258991324407074
Position 12451: 0.9143486124840011
Position 21071: 0.9074827623624557
Position 39630: 0.8726766838936362
Position 21639: 0.8345297842848025
Position 28154: 0.8223013328962997
Position 19825: 0.8218822876058783
Position 37126: 0.7201307585540886
Position 567: 0.67532997408531
Position 21362: 0.622458670482059
Position 30367: 0.5498435310114577
Position 33585: 0.45911774204150707
Position 20679: 0.38223347285198117
Position 30308: 0.33851146546232636
Position 438: 0.3158914648458151
Position 3267: 0.310861905553138
Position 42642: 0.26764355249742877
Position 27611: 0.26488483849523736
Position 37333: 0.23073257738014372
Position 40306: 0.15397016111791675
Position 38745: 0.15157714083734503
Position 1314: 0.10712856230078376
Position 1203: 0.106412900356679
Position 908: 0.10499699804737897
Position 39832: 0.08247211417071465
Position 21632: 0.07328669423320568
Position 13268: 0.07068574024547554
Position 3213: 0.06420223518294356
Position 9216: 0.05662524561475067
Position 41914: 0.05576623885271891
Position 28411: 0.054398001516228395
Position 7336: 0.05381399263758172
Position 4030: 0.049554987162210365
Position 478: 0.04803300662420882
Position 28724: 0.04395142573133043
Position 6496: 0.04157820676239518
Position 24721: 0.03982893641017987
Position 30843: 0.03476903595882915
Position 21314: 0.027344116996051656
Position 21422: 0.027145626340931747
Position 722: 0.027055491739681064
Position 21628: 0.02463799757641592
Position 25128: 0.023382869093674735
Position 903: 0.0214709897202492
Position 23804: 0.021415559928619862
Position 6500: 0.021388173065358073
Position 16505: 0.020649448466076477
Position 25983: 0.020559363176145054
Position 29103: 0.018493294463980705
Position 21443: 0.018437261315792573
Position 16632: 0.018286387091934243
Position 10861: 0.01565224832508783
Position 5820: 0.015637041427357428
Position 1042: 0.015357303719936988
Position 6653: 0.015333098032872788
Position 21617: 0.014780877572617635
Position 6754: 0.01147456956565122
Position 20092: 0.011175674340703668
Position 30071: 0.01033453076687787
Position 3777: 0.010188061471547936
Position 25688: 0.010132198216836136
Position 23340: 0.010127588408041418
Position 29984: 0.009298666613426735
Position 21594: 0.009190018556434015
Position 3986: 0.009083784926814898
Position 30002: 0.008600294319115562
Position 11432: 0.007884714288596557
Position 23864: 0.007800192659047136
Position 1727: 0.00761713084433118
Position 20712: 0.007565640753456275
Position 27158: 0.0072175194157734586
Position 6479: 0.007195240721576494
Position 55: 0.007169148032238009
Position 4046: 0.007120701711440058
Position 38450: 0.006813685625566034
Position 21920: 0.006681319887829474
Position 22106: 0.006139877392053734
Position 27831: 0.005758995613443785
Position 27293: 0.005321324817019439
Position 7103: 0.004908657633572252
Position 28106: 0.004699454933108981
Position 9891: 0.004588133535373222
Position 36: 0.004301961905630937
Position 19346: 0.003894884728607601
Position 19915: 0.00384332066878804
Position 37609: 0.003834851110238632
Position 27836: 0.003803270063883887
Position 27172: 0.0037215992014895003
Position 21392: 0.0033894307980191826
Position 4274: 0.0033872453214196293
Position 21339: 0.0032405308017172153
Position 21428: 0.0030453536868775607
Position 20985: 0.0029117630809770206
Position 27193: 0.0029044283113596274
Position 23598: 0.0027850003173855013
Position 156: 0.0027124697981032167
Position 23619: 0.0027014841139346105
Position 20277: 0.002651564148841329
Position 22348: 0.002648089465194992
Position 21295: 0.0026243780329063965
Position 20831: 0.0025254444785520846
Position 24638: 0.0025056437901334813
Position 29689: 0.0022567333376675284
Position 23503: 0.002100525295801058
Position 19375: 0.0020081170981319633
Position 20310: 0.0017717465044467297
Position 22533: 0.0016749174355465575
Position 27144: 0.0016599709994292726
Position 22282: 0.001646393177248256
Position 23373: 0.0016404480972606705
Position 20142: 0.0015680957028276184
Position 5107: 0.0013138362263969484
Position 21013: 0.001304913127072415
Position 3888: 0.0012930862442293376
Position 490: 0.001284268089642018
Position 23123: 0.0012836472941868378
Position 30463: 0.0012798368264874851
Position 25314: 0.0011324184428136259
Position 25747: 0.0010863917204776367
Position 2976: 0.0010788208884277145
Position 23697: 0.000963429625074872
Position 20666: 0.0009161670544044875
Position 760: 0.0009159200148201513
Position 20626: 0.0007746321105075607
Position 24683: 0.0007583933704083456
Position 20267: 0.0007332248448870763
Position 3000: 0.0006851429524283299
Position 25619: 0.0006701869798528913
Position 19715: 0.0006477961833499936
Position 218: 0.0005890319277601967
Position 23071: 0.0005724440419071232
