Gene = SLF1
index = 1272
Annotated 5SS: [  419 10578 10821 12397 25089 31251 33499 35075 36406 44005 45562 47678
 51933 52662 60609 68372 70323 71260 73310 73910]
Annotated 3SS: [10463 10744 12155 24925 31106 33354 34924 36282 43950 45402 47513 51803
 52495 60460 68225 70158 71125 73216 73726 76483]
SMsplice 5SS: [  419 10578 10821 12397 25089 36406 44109 45562 47678 51933 52662 60609
 65103 70323 71260 73310 73910]
SMsplice 3SS: [10463 10744 12155 24925 36282 43950 45402 47513 51803 52495 60460 64971
 70158 71125 73216 73726 77552]
top_k =  1000
Partition function (log Z): -32.82071235348555

Sorted 5' Splice Sites (High to Low Probability):
Position 10578: 0.9835864780298439
Position 419: 0.9640366062491721
Position 10821: 0.9190292233022548
Position 12397: 0.918513252055776
Position 3347: 0.3016078428153044
Position 17710: 0.295656311206354
Position 1675: 0.21439280741856395
Position 2107: 0.1439831679491227
Position 1825: 0.11619327300683792
Position 3567: 0.08751374255332396
Position 9084: 0.07906985943343271
Position 4986: 0.06682463695470044
Position 3479: 0.06510253301570212
Position 1477: 0.05961227068229616
Position 22496: 0.05031990612804168
Position 20335: 0.03935451217839191
Position 13956: 0.03598323339710476
Position 869: 0.032157564090292155
Position 222: 0.026839602344605064
Position 276: 0.026146890313894354
Position 14497: 0.023439526634111033
Position 2167: 0.021820025060813257
Position 3095: 0.018234787292205852
Position 23715: 0.015335726742654269
Position 11389: 0.015312384100806131
Position 5597: 0.013726023746659412
Position 18584: 0.010752553791876326
Position 1813: 0.010387743861399514
Position 1448: 0.009934425078657046
Position 17095: 0.009103208406676023
Position 14531: 0.008613091204168106
Position 10573: 0.007838968782975993
Position 626: 0.006216526321805875
Position 1172: 0.005865131516196431
Position 16821: 0.005403120061142663
Position 1437: 0.005036518406047034
Position 10785: 0.004301499808335293
Position 7891: 0.0039042483527644586
Position 1470: 0.0035582971248329766
Position 17719: 0.0032042062064610026
Position 12525: 0.0028191054159319444
Position 2228: 0.002541201853394899
Position 1317: 0.0024478070940220677
Position 700: 0.0018699745626603566
Position 11522: 0.0015689848205434314
Position 13973: 0.0015655552467456907
Position 11380: 0.0015182099478972084
Position 1161: 0.0014791150881083596
Position 11982: 0.0014750755572942472
Position 1041: 0.0012791400647528379
Position 1627: 0.0008402709869962458
Position 11685: 0.0006778074504049839
Position 17091: 0.0006356485171041635
Position 2135: 0.000613192472182156
Position 11513: 0.0005566917827995496
Position 11787: 0.0005056571653161398
Position 11802: 0.0004927951452419592
Position 10876: 0.0004855515150511277
Position 539: 0.0004574277223044698
Position 169: 0.0004173183917543629
Position 3083: 0.00037486094885621764
Position 485: 0.00033776130269684703
Position 2066: 0.0002649571158927914
Position 622: 0.00018311620509345121
Position 139: 0.00017920320453743252
Position 3323: 0.00016241518900913642
Position 11863: 0.00015613466443747156
Position 1427: 0.00010649896226601093
Position 27: 8.338308432226468e-05
Position 11774: 7.85768022569771e-05
Position 12381: 7.433734911358131e-05
Position 17805: 7.043409674196231e-05
Position 1450: 6.661191733786351e-05
Position 12350: 6.323452427248392e-05
Position 11477: 5.890652784544381e-05
Position 1836: 5.5266547910639964e-05
Position 3998: 5.431958401815246e-05
Position 1917: 4.99571804011943e-05
Position 2186: 4.897643386662074e-05
Position 12719: 4.791858226069366e-05
Position 12321: 4.635292725492259e-05
Position 2204: 4.489955661842367e-05
Position 513: 4.4686993187202645e-05
Position 12362: 4.0622643932518064e-05
Position 14087: 3.131075354970459e-05
Position 346: 3.0022832000983006e-05
Position 12838: 2.8880525528883585e-05
Position 12404: 2.6149274276469256e-05
Position 934: 2.4589271126106607e-05
Position 1200: 2.0784885312493253e-05
Position 1401: 2.009175975705472e-05
Position 1495: 1.9277560781420637e-05
Position 784: 1.891882822557836e-05
Position 14236: 1.8659188030368384e-05
Position 1659: 1.713809072942454e-05
Position 1796: 1.5610939732543346e-05
Position 899: 1.5056881425829905e-05
Position 859: 1.2785169491514415e-05
Position 448: 1.0956405032623138e-05
Position 583: 7.692801698644596e-06
Position 2333: 6.470444881706193e-06
Position 1897: 6.4391686281970176e-06
Position 1748: 5.998317488628676e-06
Position 791: 3.563008383505913e-06
Position 1165: 3.246760507203587e-06
Position 1354: 3.2277375143512476e-06
Position 1463: 2.7400311600906156e-06
Position 1410: 2.2922389299290913e-06
Position 10: 2.153986882304013e-06
Position 48: 1.8052328244661129e-06
Position 351: 1.3779512683226776e-06
Position 914: 1.3199397854764546e-06
Position 318: 1.282144819573249e-06
Position 1321: 1.2259434370036898e-06
Position 461: 1.1971203313185484e-06
Position 10812: 1.1519358191184224e-06
Position 1056: 7.021135153159712e-07
Position 252: 2.930850893840749e-07
Position 12: 1.122673837401306e-07
Position 552: 6.724080645824051e-08
Position 662: 3.596625090453063e-08
Position 496: 2.8635126931059448e-08
Position 969: 2.5461968233647437e-08
Position 446: 1.7593892768576064e-08
Position 155: 1.497722697486712e-08
Position 469: 1.2441105324750408e-08
Position 554: 1.1816568012147796e-08
Position 455: 1.0057263255598654e-08
Position 916: 2.9973605626881952e-09
Position 338: 2.1926421391731697e-09
Position 365: 5.273573615583366e-10
Position 368: 4.1288657126224146e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10463: 0.9932031257429943
Position 12155: 0.8845947529264149
Position 10744: 0.5037993924298161
Position 10673: 0.4012278114056755
Position 1560: 0.2927204729916916
Position 3274: 0.24487901615298685
Position 22623: 0.19525945672132858
Position 2020: 0.16604552649072843
Position 17624: 0.157530550492504
Position 3419: 0.14355401612157498
Position 25957: 0.14058490949346178
Position 26319: 0.1033661428690503
Position 18391: 0.10043472998911965
Position 17443: 0.09582052611443129
Position 14378: 0.08896952352999325
Position 1329: 0.06853987104736911
Position 22390: 0.05930440197262631
Position 3137: 0.05482989382854948
Position 20714: 0.05228356430258052
Position 8998: 0.05025995541265668
Position 4795: 0.04725336450788185
Position 20198: 0.04666571737706367
Position 13898: 0.03633713047354096
Position 17592: 0.029833633187839815
Position 16867: 0.02836524925467334
Position 17576: 0.027650813407772555
Position 1580: 0.026100921111720507
Position 11316: 0.026040312689191554
Position 15198: 0.021202028531600473
Position 23617: 0.020664427250783855
Position 8972: 0.020625530369431495
Position 12294: 0.0197530379002623
Position 16638: 0.019334184708320913
Position 15568: 0.019295866137378295
Position 577: 0.01881975278277251
Position 800: 0.017053912078198657
Position 17695: 0.01683325150194468
Position 17890: 0.015835176465956287
Position 326: 0.014803884108989342
Position 16545: 0.013796096180101828
Position 5469: 0.01372701707427843
Position 2964: 0.013583120056192203
Position 15529: 0.0133879121872474
Position 1717: 0.012595163085529753
Position 12139: 0.011212719019660882
Position 1068: 0.011129697947087099
Position 17860: 0.010402901048141237
Position 17984: 0.010357454351276128
Position 20390: 0.00966458938577041
Position 12113: 0.009181761650194908
Position 16243: 0.008426496488531991
Position 17939: 0.008209958841933847
Position 15795: 0.008092424852918358
Position 18225: 0.007776638064414196
Position 10772: 0.0075919161497143535
Position 15615: 0.007422589422725088
Position 10697: 0.007356279658814872
Position 18739: 0.007277704646667323
Position 4605: 0.006903629708854655
Position 12524: 0.00677145797634529
Position 3175: 0.005926382004141927
Position 1626: 0.005784621051816742
Position 14235: 0.005468913746857415
Position 4857: 0.005372008047638236
Position 12192: 0.005070434982903414
Position 19856: 0.004898847585699278
Position 8888: 0.004779762590177297
Position 16952: 0.004602973149363384
Position 19414: 0.004589173978457631
Position 1447: 0.004556975519057146
Position 12595: 0.004483101991786227
Position 15292: 0.004462243473071426
Position 4584: 0.004274998326074166
Position 13789: 0.004233567003300801
Position 7626: 0.003904248352764461
Position 12254: 0.003763883249735607
Position 739: 0.003408700438531104
Position 9028: 0.0034046110611672233
Position 3008: 0.0032384977868765083
Position 1955: 0.0032213457392693086
Position 17798: 0.00319079731566857
