Gene = MTMR14
index = 892
Annotated 5SS: [  281  4308 12914 19333 20031 21709 23297 27926 28597 33783 35209 35503
 35786 38430 39293 39621 40682 48405]
Annotated 3SS: [ 4158 12804 19256 19969 21585 23222 27854 28521 33715 35122 35425 35748
 38358 39233 39481 40501 48248 52327]
SMsplice 5SS: [  281  1068  4308 10348 10593 12914 21709 23297 24521 27926 28597 33783
 35503 38430 39293 39621 40682 48405]
SMsplice 3SS: [  991  4158 10217 10434 12804 21585 23222 24436 27854 28521 33715 35425
 38358 39233 39481 40501 48248 52327]
top_k =  1000
Partition function (log Z): 26.233087791606934

Sorted 5' Splice Sites (High to Low Probability):
Position 12914: 0.998731004784772
Position 35503: 0.9952352883838356
Position 4308: 0.9806923828289434
Position 10593: 0.9701958279235378
Position 21709: 0.9596973107056637
Position 38430: 0.9433809016082696
Position 40682: 0.9115781168138338
Position 39621: 0.8954562609936926
Position 27926: 0.8929628967400192
Position 281: 0.8818370848000132
Position 23297: 0.8769117346239912
Position 28597: 0.86294701518449
Position 33783: 0.831853394049338
Position 1068: 0.79950170040477
Position 10348: 0.6854898248265141
Position 39293: 0.6852752802814712
Position 11978: 0.6506647550911155
Position 35786: 0.5648703865138084
Position 48310: 0.5172764243552442
Position 48405: 0.4741771275675756
Position 24521: 0.44860663967644854
Position 26210: 0.3794999565261819
Position 48749: 0.37506334905692446
Position 7865: 0.37096656629175884
Position 44344: 0.27708124024215963
Position 28388: 0.2585585814497884
Position 30116: 0.2583725523346693
Position 24556: 0.25772149377032494
Position 28397: 0.21098603153591902
Position 46542: 0.18511913695152882
Position 41218: 0.18221017648506058
Position 30102: 0.15851485006080135
Position 48458: 0.15056177380471175
Position 4058: 0.12794976909356137
Position 35209: 0.12325114898729203
Position 48551: 0.11646130703150613
Position 31805: 0.11464744388800406
Position 20031: 0.11259570115511598
Position 42857: 0.10679229814658452
Position 44872: 0.10462325871477518
Position 13238: 0.09917118469680222
Position 5392: 0.09468472720843826
Position 293: 0.08855525723575469
Position 35680: 0.07637319794404841
Position 36019: 0.07603058067749172
Position 46628: 0.07438488007729227
Position 33855: 0.07402072738975288
Position 37123: 0.07207744714399544
Position 1783: 0.06357927350246344
Position 45382: 0.06183036620603945
Position 13677: 0.06132362670156306
Position 8706: 0.06015350285652763
Position 19028: 0.0450315783761253
Position 36512: 0.04371412713636505
Position 49184: 0.043456798086703385
Position 38710: 0.04175100596778806
Position 25997: 0.03462885964651665
Position 21692: 0.034595659019148635
Position 31317: 0.03439274333186035
Position 19333: 0.033633371146417505
Position 18340: 0.03094193961007162
Position 40601: 0.02980922091053737
Position 21539: 0.029424847328028338
Position 36397: 0.02902196523239472
Position 48639: 0.027829338079634065
Position 21072: 0.02665923546152668
Position 24489: 0.026618422461250478
Position 50349: 0.026508949172486074
