Gene = GOLGB1
index = 608
Annotated 5SS: [  124 18880 19891 20568 22843 27494 30110 31368 33019 34895 47275 49944
 56015 59086 68069 72471 72863 80544 81695 82280 84830]
Annotated 3SS: [18781 19737 20414 22713 27376 30001 31253 32615 34778 47159 49869 50825
 57173 67889 72304 72724 80399 81596 82144 84723 85140]
SMsplice 5SS: [  124 18880 19891 22843 29921 30110 31368 31763 33019 34895 49944 57238
 68069 72471 72863 80544 81695 82280 84830]
SMsplice 3SS: [18781 19737 22713 29815 29986 31253 31618 32615 34778 49869 57173 67889
 72304 72724 80399 81596 82144 84723 85140]
top_k =  1000
Partition function (log Z): -7.701467951327966

Sorted 5' Splice Sites (High to Low Probability):
Position 34895: 0.9987174349209973
Position 22843: 0.9972223894732759
Position 31368: 0.9836003236682824
Position 30110: 0.9416787230176366
Position 31763: 0.8694462089105641
Position 29921: 0.7449490147165977
Position 33019: 0.7369116036026497
Position 19891: 0.7151949284858843
Position 57238: 0.6662071929290917
Position 124: 0.644013999226461
Position 11120: 0.6374357486542679
Position 20568: 0.5498239883843086
Position 9710: 0.5379856777131551
Position 41977: 0.5257448764755357
Position 18880: 0.5104876500098701
Position 24725: 0.4862263919877978
Position 18908: 0.47353814526930776
Position 51055: 0.43460305603593646
Position 395: 0.4121213987992485
Position 25794: 0.3919921462353455
Position 20841: 0.28323469635975584
Position 30911: 0.2719351851227014
Position 32133: 0.23702674337633017
Position 2005: 0.23044148323903232
Position 24080: 0.22994350476319306
Position 23583: 0.1629353075765624
Position 4684: 0.16182825698472883
Position 33497: 0.15475635127925588
Position 27494: 0.1363621227386808
Position 13934: 0.13142036943671342
Position 31989: 0.08921868189899995
Position 9164: 0.07949032937048099
Position 35880: 0.06941069318429496
Position 30941: 0.066782385038192
Position 32831: 0.06331342126117744
Position 21938: 0.05911099204111228
Position 859: 0.056869771299192705
Position 25777: 0.04945779381922365
Position 21987: 0.046552437453672
Position 746: 0.044226201438289765
Position 38074: 0.043563840121402075
Position 24544: 0.03726165020472693
Position 19036: 0.03685428743775092
Position 20833: 0.03524551735027165
Position 30070: 0.03035158214308564
Position 30441: 0.026632867153808436
