Gene = TATDN3
index = 1377
Annotated 5SS: [  160  3300  4763  5369 10936 12602 12824 16021 20501]
Annotated 3SS: [ 3266  4688  5283 10872 12491 12767 15907 20419 23184]
SMsplice 5SS: [  160  4763  5369  9045 12602 12824 16021 20501]
SMsplice 3SS: [ 4688  5283  8888 12491 12710 15907 20419 23184]
top_k =  1000
Partition function (log Z): 0.19363616880323953

Sorted 5' Splice Sites (High to Low Probability):
Position 16021: 0.9893053713427604
Position 20501: 0.9221186644675888
Position 4763: 0.901271464633597
Position 12824: 0.7791915397407616
Position 12602: 0.752056951725242
Position 5369: 0.735300294026207
Position 160: 0.6735077763728721
Position 9045: 0.596510453501009
Position 3300: 0.5200448558976016
Position 10936: 0.3304102553695839
Position 362: 0.3069792007291917
Position 21619: 0.24655115190665594
Position 9053: 0.22887400720153922
Position 10289: 0.21223872463774476
Position 21202: 0.16567180666832046
Position 14087: 0.14701621177665403
Position 7261: 0.12831299236175767
Position 14083: 0.0983973158147132
Position 10206: 0.09081722296930037
Position 13990: 0.0756177414104995
Position 8441: 0.0717008465741278
Position 11219: 0.06111891145369458
Position 1154: 0.05127835550882685
Position 8247: 0.04988807202811403
Position 1819: 0.04289769560219919
Position 12606: 0.0413438496213569
Position 3408: 0.03887268586774642
Position 23236: 0.038677712568023444
Position 1311: 0.03324760553317233
Position 23185: 0.03242987409437233
Position 4350: 0.02777585915598704
Position 109: 0.027307825421916034
Position 13978: 0.027119672414916064
Position 8240: 0.02637819396119905
Position 14073: 0.025993937856237406
Position 10703: 0.02522672661397549
Position 17335: 0.01988663578622815
Position 12971: 0.019556421947821135
Position 13936: 0.018791659541448975
Position 8654: 0.018683310495993578
Position 1874: 0.01867748135624651
Position 1528: 0.017487545055672297
Position 21471: 0.015325791531549808
Position 7507: 0.01467498166549408
Position 164: 0.014474653984589667
Position 9000: 0.014110295857367129
Position 10709: 0.01363153300034124
Position 16924: 0.012366458655896318
Position 7606: 0.012002746684152037
Position 971: 0.011817752257413336
Position 5556: 0.011423948893408748
Position 5928: 0.010726898928018848
