Gene = NANS
index = 910
Annotated 5SS: [  202  4259 20279 21609 24344]
Annotated 3SS: [ 4042 20178 21453 24076 26106]
SMsplice 5SS: [  202  4210 20279 21609 24265]
SMsplice 3SS: [ 4042 20178 21322 24110 26106]
top_k =  1000
Partition function (log Z): -6.017372852957078

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.9990127613214292
Position 20279: 0.9852415291510508
Position 21609: 0.9572926473686297
Position 4210: 0.8029463191698751
Position 24265: 0.42698661970474233
Position 24344: 0.15126394372681473
Position 24702: 0.14179275286566018
Position 24260: 0.11387505065464577
Position 23977: 0.09887255545335721
Position 24269: 0.09696360265781741
Position 20749: 0.06665633280873735
Position 26004: 0.0660203396581719
Position 25540: 0.035850934003341564
Position 20883: 0.02634988100489144
Position 25407: 0.026039451351820772
Position 22995: 0.02285237849290675
Position 24321: 0.009631328819664525
Position 21148: 0.008599334066774177
Position 25193: 0.007077328419892846
Position 24741: 0.006507299489736075
Position 25545: 0.006353992942491967
Position 26182: 0.0050090686969506614
Position 24797: 0.003903291000048197
Position 25564: 0.0037030566191678226
Position 24813: 0.0022627655767116814
Position 21826: 0.0017930812292407743
Position 22554: 0.0014274217503776306
Position 26186: 0.001126807757665943
Position 21884: 0.0009853153117645999
Position 25693: 0.0004732638723143013
Position 24368: 0.00046302125317011284
Position 106: 0.00036775203691477614
Position 524: 0.0003585368763962237
Position 24379: 0.00033994768048025385
Position 909: 0.0002753999289274425
Position 7354: 2.2778690598534777e-05
Position 4259: 1.7332531922228933e-05
Position 8219: 8.385137425158906e-06
Position 3717: 6.104461142304639e-06
Position 11844: 3.2728846006910447e-06
Position 6325: 2.953904135647496e-06
Position 24817: 2.360165011149682e-06
Position 15591: 2.318862942331505e-06
Position 439: 2.2156166725147173e-06
Position 9694: 1.7245328105695843e-06
Position 2111: 9.982700342827101e-07
Position 1911: 8.765468143682083e-07
Position 13000: 7.86048485304155e-07
Position 1456: 6.652581307317655e-07
Position 3798: 5.141843798013082e-07
Position 4150: 4.916888353589516e-07
Position 4223: 4.72585270486922e-07
Position 462: 3.45750023696742e-07
Position 367: 2.79491630075807e-07
Position 380: 2.2470995170109307e-07
Position 9209: 1.6063235040211137e-07
Position 2562: 1.458739351228531e-07
Position 1725: 1.3776334139450256e-07
Position 3608: 1.3629646733698252e-07
Position 2634: 1.288762673559041e-07
Position 422: 1.259159201910074e-07
Position 5660: 1.1746176658521303e-07
Position 4407: 1.1656851487035878e-07
Position 39: 9.166159570429938e-08
Position 2428: 8.55292360873022e-08
Position 4605: 8.031941280619168e-08
Position 1584: 7.367688264414729e-08
Position 5653: 6.581797157821316e-08
Position 1699: 6.51983489970768e-08
Position 3262: 5.916886159971946e-08
Position 6453: 5.59425809223104e-08
Position 2821: 5.325874945196059e-08
Position 365: 4.614831087961081e-08
Position 3956: 2.9574989592477727e-08
Position 683: 2.585096113812874e-08
Position 6781: 2.5567868637292937e-08
Position 7382: 2.3435732815484546e-08
Position 9021: 2.160241265193244e-08
Position 6293: 1.979416600972133e-08
Position 3640: 1.951736788723452e-08
Position 7979: 1.6089506953718764e-08
Position 8123: 7.522715562906904e-09
Position 8377: 4.75349744273519e-09
Position 6129: 3.0556709805647624e-09
Position 1458: 5.809143208365181e-10
Position 4077: 5.674950259385612e-10
Position 660: 4.580717437071275e-10
Position 5864: 3.468560542738228e-10
Position 4525: 3.4603092387088304e-10
Position 722: 3.109515365975119e-10
Position 90: 2.6502430616649556e-10
Position 2650: 2.4997829511794965e-10
Position 4557: 2.2721654040396982e-10
Position 702: 2.2590574818476987e-10
Position 5964: 2.1130863574447117e-10
Position 42: 1.682458421782076e-10
Position 295: 1.0419379969650901e-10
Position 172: 8.145827424973858e-11
Position 699: 4.980573415551721e-11
Position 782: 2.1917944638817915e-11
Position 303: 1.7533939370715592e-11
Position 1685: 1.678842786968712e-11
Position 1711: 1.3100155201034067e-11
Position 651: 1.1940845800303921e-11
Position 905: 8.806548787835625e-12
Position 92: 7.630998615237659e-12
Position 503: 6.218488126897202e-12
Position 754: 5.4835343838907075e-12
Position 2045: 3.797723373071042e-12
Position 1900: 3.451360636297057e-12
Position 529: 3.3569642433095813e-12
Position 2165: 2.687421892835886e-12
Position 752: 1.87356596813383e-12
Position 3: 1.7552723619486237e-12
Position 1079: 1.4671050384723275e-12
Position 622: 9.539207128275452e-13
Position 1063: 8.56310017661746e-13
Position 1370: 6.650656166285839e-13
Position 1003: 6.538651776454828e-13
Position 1499: 5.356350558610723e-13
Position 326: 4.292565070312557e-13
Position 657: 4.972310622494225e-14
Position 433: 3.554017311339518e-14
Position 123: 1.722356337791681e-14
Position 331: 2.602249538507252e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 20178: 0.9852568420993291
Position 26106: 0.8769376792716772
Position 4042: 0.7392146326648319
Position 24110: 0.6088625288854641
Position 21322: 0.5799140713727333
Position 21453: 0.18089330137167625
Position 21554: 0.17062294180654208
Position 24076: 0.15610413576127935
Position 24581: 0.1110218779683971
Position 23894: 0.08487065056465294
Position 20655: 0.06286510901200196
Position 24131: 0.04730552243421471
Position 25483: 0.04107664789212081
Position 24155: 0.034763554878830025
Position 25237: 0.0336050343128697
Position 25774: 0.03353482171089348
Position 20681: 0.03048458341908146
Position 3999: 0.02775871804202589
Position 25835: 0.02579776574985953
Position 21223: 0.024981775402729514
Position 22917: 0.02199939999243396
Position 24482: 0.01971760808168747
Position 23926: 0.017012338604652316
Position 25076: 0.016011629310120592
Position 24850: 0.012544836245320054
Position 4106: 0.012404924478440655
Position 22823: 0.009335484428284687
Position 21026: 0.008687305499782779
Position 4147: 0.00836618182898248
Position 25805: 0.008232862815106032
Position 24701: 0.007915449894027194
Position 25900: 0.007199684166837853
Position 25368: 0.005991729348141838
Position 4072: 0.005878968825642329
Position 24637: 0.005273390386531197
Position 24528: 0.0046896166447890865
Position 24615: 0.004673431492267333
Position 24561: 0.004566471858361262
Position 21728: 0.004498738954783226
Position 4132: 0.0037211936636732754
Position 26257: 0.003291208661365147
Position 22972: 0.003160292795847085
Position 23833: 0.002836556944964844
Position 24441: 0.0027869183500775934
Position 22372: 0.002490113375940496
Position 21194: 0.0019807962991885302
Position 24172: 0.001968914766759197
Position 4066: 0.0017265205096065647
Position 22994: 0.0014236870859236973
Position 26287: 0.0012849689657351794
Position 26324: 0.0010366216103321682
Position 22383: 0.0009369790301215115
Position 3979: 0.0007713863444412088
Position 4011: 0.0007583820319972396
Position 4182: 0.0006813998634109809
Position 3903: 0.0006258886356156491
Position 25009: 0.0006063820817291225
Position 24860: 0.0005712157514612846
Position 26259: 0.0005230772171841131
Position 24864: 0.0004716029279687225
Position 4075: 0.00044154343345127555
Position 22131: 0.0004154080341349659
Position 26227: 0.0004085044780702788
Position 23973: 0.00040490600088151477
Position 22667: 0.00037993140991980445
Position 3564: 0.0003684059137431023
Position 23033: 0.00035881702331512917
Position 3636: 0.000253850879879431
Position 21820: 0.00021014185828465074
Position 23104: 0.00011594765736541813
Position 24307: 0.00010111864556549837
Position 23601: 9.854562685467025e-05
Position 22511: 8.818861857967621e-05
Position 22936: 8.588109699652202e-05
Position 22725: 7.700846930002703e-05
Position 22229: 7.291940345094313e-05
Position 22474: 5.445885830839261e-05
Position 20408: 3.626960795282711e-05
Position 21848: 3.560219353022087e-05
Position 13313: 3.53237165431285e-05
Position 7254: 2.4419551002941805e-05
Position 13405: 2.2407748088941516e-05
Position 326: 2.0344957064582012e-05
Position 11420: 1.1522315429692834e-05
Position 9436: 9.796709082481678e-06
Position 14090: 8.612879727659226e-06
Position 6065: 8.16875044248095e-06
Position 11731: 6.4553752012947024e-06
Position 6122: 5.532526720923607e-06
Position 6218: 5.266527652724808e-06
Position 7907: 5.084248823708228e-06
Position 15693: 4.820779305834553e-06
Position 17092: 3.957812070137585e-06
Position 8597: 3.890332898465527e-06
Position 7892: 3.886721043790426e-06
Position 8017: 2.439277835083604e-06
Position 15301: 2.3262935249703684e-06
Position 8046: 2.009927021171839e-06
Position 612: 1.9646284127449e-06
Position 15439: 1.8885306249009827e-06
Position 6529: 1.8514485494265417e-06
Position 7295: 1.7715158575340597e-06
Position 11025: 1.5574127181903642e-06
Position 12719: 1.4298923780129248e-06
Position 8618: 1.4140857806808752e-06
Position 1823: 1.2807834312166365e-06
Position 14710: 1.1147883525231756e-06
Position 4294: 9.83572013939654e-07
Position 10333: 8.955665635164692e-07
Position 9936: 8.78763186320658e-07
Position 8927: 7.390988381385632e-07
Position 10418: 7.073873971787025e-07
Position 4374: 6.629002060192587e-07
Position 1796: 6.143208278078762e-07
Position 6823: 5.90939348957461e-07
Position 7460: 5.222278846675213e-07
Position 6061: 5.118211617997863e-07
Position 3598: 5.116236425397487e-07
Position 9716: 5.000843202087216e-07
Position 5751: 4.843835587866155e-07
Position 5803: 4.830564807110138e-07
Position 1210: 4.694710062223435e-07
Position 9675: 4.631546291472746e-07
Position 6242: 3.937289704792955e-07
Position 10583: 3.8556942292483345e-07
Position 7535: 3.6041024662511103e-07
Position 1583: 3.509018828823438e-07
Position 8329: 3.504031310387697e-07
Position 10489: 3.425656424894707e-07
Position 5906: 3.2480593830933986e-07
Position 399: 2.5471000621222443e-07
Position 7171: 2.5459075494618756e-07
Position 7268: 2.4090176580042484e-07
Position 10631: 2.2908692191207637e-07
Position 6597: 2.1472156082601197e-07
Position 4297: 2.0755070713304198e-07
Position 9845: 1.9535461484272284e-07
Position 2200: 1.946130206657241e-07
Position 4336: 1.8147498837195992e-07
Position 445: 1.8021560599487813e-07
Position 581: 1.62667676680821e-07
Position 5532: 1.618957925100183e-07
Position 1362: 1.3921840666736753e-07
Position 6370: 1.1848328343934505e-07
Position 9343: 1.1138768075524968e-07
Position 5832: 1.1045258042472012e-07
Position 8051: 1.062760354126392e-07
Position 5949: 1.0449443102228817e-07
Position 2305: 1.0274649106171067e-07
Position 1278: 1.0031991619165096e-07
Position 2467: 9.663231852692139e-08
Position 3681: 9.274914725729245e-08
Position 8025: 8.525706323047843e-08
Position 6292: 8.061890806129125e-08
Position 1910: 7.485109915561495e-08
Position 2720: 7.306201661436978e-08
Position 2470: 6.460472836500764e-08
Position 1388: 6.433241936529415e-08
Position 8550: 6.230990004633094e-08
Position 2545: 6.219237731315741e-08
Position 4794: 6.151327777163762e-08
Position 402: 5.858367532574818e-08
Position 6738: 5.400637398773622e-08
Position 7856: 5.342290177082532e-08
Position 3008: 5.139321680878221e-08
Position 3404: 4.9682352657787246e-08
Position 776: 4.300000789508028e-08
Position 825: 4.275842954764898e-08
Position 5572: 3.6269963570438545e-08
Position 3116: 3.598405474702073e-08
Position 1206: 3.505626650286136e-08
Position 9154: 3.401571856906526e-08
Position 9068: 3.2933282669595796e-08
Position 5806: 3.171477693460586e-08
Position 1829: 3.019317033346132e-08
Position 5234: 2.3730433732925867e-08
Position 1142: 2.1766085473354663e-08
Position 2860: 2.040869801221362e-08
Position 5575: 1.9860756188427558e-08
Position 2701: 1.921408587684911e-08
Position 1455: 1.9070499744052543e-08
Position 8985: 1.834708141254316e-08
Position 2680: 1.6731578366210997e-08
