Gene = LRWD1
index = 799
Annotated 5SS: [ 232 1123 1342 2551 2895 3259 3449 3726 4134 4718 4954 7381 7681 7876]
Annotated 3SS: [ 887 1224 2409 2789 3132 3333 3624 3925 4644 4812 7288 7524 7762 7979]
SMsplice 5SS: [ 250 1123 1342 2551 2895 3259 3449 4134 4730 4954 5637 5818 7381 7681
 7876]
SMsplice 3SS: [ 887 1224 2409 2789 3132 3333 3970 4644 4812 5446 5746 7288 7524 7762
 7979]
top_k =  1000
Partition function (log Z): 34.11993952967752

Sorted 5' Splice Sites (High to Low Probability):
Position 7876: 0.9981234475801024
Position 7681: 0.9904442703726875
Position 4954: 0.9894041312070303
Position 1342: 0.9862529413804959
Position 1123: 0.9556707906250704
Position 3449: 0.914014002519957
Position 2551: 0.9108382406531375
Position 7381: 0.9025560710372916
Position 250: 0.8839123312962337
Position 5818: 0.7756218327701644
Position 3259: 0.7012531478909013
Position 2895: 0.6929323265985422
Position 4134: 0.6877460501569694
Position 5320: 0.6444843712104199
Position 4730: 0.624576926208926
Position 3726: 0.4837680390977608
Position 4466: 0.4109382741758995
Position 4718: 0.37252151273100936
Position 5637: 0.3402969923947878
Position 5582: 0.3021179721204832
Position 7209: 0.1858878559592179
Position 4040: 0.08608906948237002
Position 1767: 0.08249302727674149
Position 232: 0.07185284791745941
Position 5532: 0.058151408345282304
Position 7102: 0.05495891320878197
Position 2142: 0.02870621914573641
Position 2650: 0.02800038639832493
Position 2790: 0.020894431739198433
Position 7385: 0.020223879650310382
Position 6551: 0.01797507792794003
Position 3220: 0.01628101303701269
Position 2835: 0.014119241196781849
Position 6611: 0.011938644996702396
Position 7228: 0.011458799886724168
Position 819: 0.01133492056564544
Position 5700: 0.010570157772506824
Position 4367: 0.010482579116550768
Position 1309: 0.009128366246794273
Position 801: 0.008187007904833437
Position 5688: 0.006045944420507833
Position 753: 0.005769782802888366
Position 2190: 0.005235815194183649
Position 699: 0.004843952726233619
Position 3456: 0.004660811698841738
Position 2998: 0.0045419195748893915
Position 4400: 0.0044367694084221365
Position 3058: 0.003673841871194637
Position 126: 0.0035303436851778975
Position 5668: 0.003320192165384531
Position 7377: 0.0032260120140539467
Position 6733: 0.0029892819868540055
Position 4925: 0.0025185179281791083
Position 6539: 0.0024562405685997664
Position 1268: 0.002230366331620285
Position 338: 0.0020251938967593176
Position 2591: 0.0018984624752427697
Position 3017: 0.0018059376205705683
Position 2150: 0.0016890044566013386
Position 277: 0.0016823079959847002
Position 3506: 0.0016659028106647176
Position 7290: 0.0016194626085047536
Position 2148: 0.0015741026849092723
Position 2152: 0.0014351989226047217
Position 2146: 0.0014104598889659139
Position 5660: 0.0013910589237585856
Position 2154: 0.0013614625421915993
Position 2156: 0.0011608923201034444
Position 2158: 0.001077932387190053
Position 2160: 0.0010181658237808497
Position 439: 0.0010154669932305354
Position 5325: 0.0009874101163558525
Position 3668: 0.0009534851227262495
Position 8117: 0.000938790349102241
Position 5477: 0.0009192301829065382
Position 2162: 0.0008917721968688455
Position 785: 0.0008585225139195496
Position 3414: 0.0008522844802124818
Position 2824: 0.0008205669078850137
Position 3759: 0.0008087465960784718
Position 2144: 0.0006982828991008662
Position 2232: 0.0006848933171393533
Position 5046: 0.0006810487988016769
Position 6416: 0.0006533428218754536
Position 4099: 0.000650781581431172
Position 2166: 0.0006458512568525357
Position 1273: 0.0006116076461842183
Position 2322: 0.0005942572992411364
Position 5555: 0.0005442704753477491
Position 3269: 0.0005423605400315787
Position 2660: 0.0005229194843986201
Position 550: 0.0005007135345110539
Position 4025: 0.00046862680033749727
Position 5258: 0.000462221995870736
Position 3053: 0.0004414304389197902
Position 7637: 0.00043674276061983865
Position 3650: 0.000423928817916999
Position 5288: 0.0004116480813064481
Position 2611: 0.0003838301501048618
Position 2243: 0.00037591560574871355
Position 1581: 0.0003661772590172136
Position 4222: 0.00033720755031888753
Position 258: 0.0002470949536101387
Position 5252: 0.00023951622834089803
Position 2194: 0.00023407711110258727
Position 2506: 0.00022387308976502072
Position 2196: 0.00019688027843948411
Position 1432: 0.00017791688312658013
Position 2198: 0.00017070621160618092
Position 2204: 0.00016024232321149145
Position 464: 0.00015178023828969626
Position 2569: 0.00014946286405552326
Position 4371: 0.0001397355806749772
Position 2374: 0.00013801831523470624
Position 5218: 0.00012434412435259373
Position 2192: 0.0001232846424956114
Position 2200: 0.00012246703609493628
Position 3283: 0.00012116467603732647
Position 2202: 0.00012113336191802773
Position 3707: 0.00011530517266094428
Position 2208: 0.00010978752351750708
Position 3422: 0.00010875810538573454
Position 4064: 9.705125096351688e-05
Position 2410: 7.095734189968663e-05
Position 8034: 6.770524621063017e-05
Position 1613: 6.482355754958856e-05
Position 1587: 6.001355936888024e-05
Position 2535: 5.401208870956913e-05
Position 796: 5.0801320202216816e-05
Position 8016: 4.2043492105473454e-05
Position 1725: 3.866713378478303e-05
Position 2132: 3.833701267619921e-05
Position 114: 3.710810867835323e-05
Position 1364: 3.620462550521061e-05
Position 7649: 3.569385016850014e-05
