Gene = INSL5
index = 703
Annotated 5SS: [210]
Annotated 3SS: [3010]
SMsplice 5SS: [210]
SMsplice 3SS: [3010]
top_k =  1000
Partition function (log Z): -7.13347076206925

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9514619950660912
Position 488: 0.31241364008719924
Position 779: 0.17459813875461008
Position 1333: 0.07705776614489758
Position 1059: 0.0673115945819567
Position 3047: 0.06225184138321301
Position 968: 0.04161945792452471
Position 815: 0.026971308318486917
Position 1321: 0.026012060114914144
Position 2726: 0.013254420393975957
Position 1158: 0.009581811178226762
Position 984: 0.009127280403314236
Position 1317: 0.008563406241685256
Position 1151: 0.008312505046830619
Position 169: 0.008136438967354047
Position 514: 0.00792684966186394
Position 216: 0.007360304890383774
Position 3088: 0.0060039611853688595
Position 774: 0.0038912796821623796
Position 2212: 0.003483191510479406
Position 971: 0.0030992654578062663
Position 2896: 0.0030301877733077006
Position 2518: 0.003021449284856502
Position 2810: 0.0018800494254436312
Position 1879: 0.0017838143402136048
Position 763: 0.001695730691701241
Position 1523: 0.0013954744156447379
Position 1377: 0.0009183459771691443
Position 110: 0.0008804346066483078
Position 537: 0.0008408378494278978
Position 844: 0.0005035434481973275
Position 565: 0.0004576613497368577
Position 579: 0.000455762577322466
Position 771: 0.00022956574224571881
Position 921: 0.0002098370459100609
Position 3166: 0.0001686630296875957
Position 2798: 0.00010602356630885182
Position 225: 8.488925979175413e-05
Position 92: 6.384604240232106e-05
Position 227: 5.893493293408317e-05
Position 531: 5.685616452264553e-05
Position 791: 5.016378445645191e-05
Position 1134: 4.682759679518899e-05
Position 310: 4.292591934974207e-05
Position 999: 4.04285577251365e-05
Position 904: 3.099413597554099e-05
Position 996: 3.076092458702229e-05
Position 837: 1.6736549323833014e-05
Position 315: 1.602494265434845e-05
Position 106: 1.1005420094685247e-05
Position 2747: 8.611949248043424e-06
Position 664: 7.643015107219718e-06
Position 647: 7.136496064102772e-06
Position 2733: 6.97970968133974e-06
Position 2477: 6.894875154922447e-06
Position 382: 5.549257612327976e-06
Position 120: 4.380603052324853e-06
Position 924: 4.352195706513151e-06
Position 594: 3.6482904688879425e-06
Position 156: 3.171874912146066e-06
Position 927: 1.4196912098616073e-06
Position 251: 1.185752253869371e-06
Position 529: 9.906444787444173e-07
Position 597: 8.451049051846618e-07
Position 657: 3.9195653146876676e-07
Position 298: 2.519260014436863e-07
Position 273: 1.3156751418394317e-07
Position 300: 1.287958602697384e-07
Position 23: 1.2198165405014626e-07
Position 427: 1.0605045389798615e-07
Position 481: 6.953171112056826e-08
Position 332: 5.108398923837409e-08
Position 143: 4.5480854018221904e-08
Position 71: 1.411544275075637e-08
Position 275: 5.361318303907373e-09
Position 58: 6.176972527501904e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3010: 0.44655233232738234
Position 427: 0.199155969877263
Position 903: 0.18027871924580915
Position 681: 0.1705783556346741
Position 2685: 0.1507703996168047
Position 342: 0.13557413548068015
Position 2917: 0.12485668893751423
Position 1224: 0.11709590831270092
Position 2969: 0.07323517929145464
Position 3377: 0.041728049844655224
Position 2591: 0.03027550902396743
Position 3126: 0.028553100438955866
Position 1053: 0.014233704917776828
Position 1570: 0.013707632294125284
Position 3430: 0.01365462631815837
Position 2140: 0.012655398786995785
