Gene = CRCT1
index = 409
Annotated 5SS: [51]
Annotated 3SS: [859]
SMsplice 5SS: [51]
SMsplice 3SS: [755]
top_k =  1000
Partition function (log Z): -8.199437808002806

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.8695710458145706
Position 860: 0.20492518672147647
Position 193: 0.051426259790544486
Position 418: 0.03422133657194412
Position 23: 0.026500510516112154
Position 490: 0.006955907430047645
Position 494: 0.005398991488638482
Position 281: 0.003224494887325764
Position 175: 0.002236636079411523
Position 240: 0.0014417943100367555
Position 20: 0.0013785488282132912
Position 867: 0.0009113521270864742
Position 46: 0.0007376751596993703
Position 225: 0.0006406919604433413
Position 68: 0.0003595096900889854
Position 82: 0.00021467782309966794
Position 1133: 0.00012914972963378675
Position 502: 0.00012581202230579937
Position 358: 9.533741873036506e-05
Position 251: 8.991542867021722e-05
Position 929: 7.252140663909462e-05
Position 466: 5.4781360178608804e-05
Position 55: 4.911304716972318e-05
Position 658: 4.4377483478454014e-05
Position 441: 3.260163433634727e-05
Position 303: 2.7896502684860634e-05
Position 903: 1.5386151608419613e-05
Position 733: 1.5196438863936355e-05
Position 266: 1.5011678208870617e-05
Position 1096: 1.4263068857688916e-05
Position 618: 1.0995112280588697e-05
Position 339: 1.0204157580975401e-05
Position 91: 5.059567985562005e-06
Position 572: 4.631378947749996e-06
Position 463: 4.327073320395871e-06
Position 570: 3.6771867850536417e-06
Position 530: 3.63867597940903e-06
Position 27: 2.933033048506695e-06
Position 461: 2.826726976771632e-06
Position 430: 2.677563203844146e-06
Position 884: 2.1560392447354485e-06
Position 1436: 6.88636956929393e-07
Position 148: 5.639888093208756e-07
Position 660: 5.235366758864949e-07
Position 35: 5.187397662306028e-07
Position 228: 4.1983712657661433e-07
Position 10: 3.2193198148280514e-07
Position 591: 2.2851290252448907e-07
Position 396: 1.7353530546211568e-07
Position 561: 1.6306247760810988e-07
Position 676: 8.475765569688118e-08
Position 150: 3.6699752790268536e-08
Position 577: 3.6548606160391167e-08
Position 342: 2.9308094444544345e-08
Position 950: 9.051087586852351e-10
