Gene = HES3
index = 648
Annotated 5SS: [ 50 255 438]
Annotated 3SS: [158 355 917]
SMsplice 5SS: [ 50 255 438]
SMsplice 3SS: [158 355 917]
top_k =  1000
Partition function (log Z): 2.9757894989602045

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9952126188377897
Position 438: 0.9796990733504104
Position 50: 0.8192691788646493
Position 95: 0.01782986251727882
Position 616: 0.013947587223651676
Position 607: 0.01112666769606049
Position 1010: 0.010773519755254446
Position 697: 0.007625624814181435
Position 1078: 0.004751584994735289
Position 277: 0.002109406152193037
Position 57: 0.0014221892869622384
Position 281: 0.0006176280718526217
Position 1037: 0.0005885441120315376
Position 271: 0.00034800259221014543
Position 980: 0.0003090186325768256
Position 406: 0.0002184011251202368
Position 701: 0.0001153245776473011
Position 1102: 7.326102800625804e-05
Position 659: 7.013147870044709e-05
Position 612: 6.620861053556342e-05
Position 394: 3.310335060789244e-05
Position 677: 3.156093358529195e-05
Position 727: 1.5694092549500316e-05
Position 224: 1.5167430827921306e-05
Position 721: 1.442815050003011e-05
Position 401: 1.3073325587381917e-05
Position 285: 2.796727019679116e-06
Position 694: 2.035977485251762e-06
Position 1234: 1.4453478168897609e-06
Position 204: 9.298664819668121e-07
Position 1159: 6.689117076085382e-07
Position 105: 5.318245533864372e-07
Position 474: 5.163955669940964e-07
Position 1191: 2.971661415326936e-07
Position 1254: 2.9151119553352555e-07
Position 1124: 1.5966431427517133e-07
Position 1276: 1.5237215939605898e-07
Position 1274: 1.386671527329513e-07
Position 1239: 1.2139248184856552e-07
Position 952: 1.0553005815922319e-07
Position 97: 8.754478602804331e-08
Position 1204: 5.0808268811637935e-08
Position 122: 1.0075007317645106e-08
Position 206: 7.5873238946495e-09
Position 147: 2.269404374277502e-09
Position 352: 1.4932973767505898e-09
Position 730: 2.066818708474466e-10
Position 128: 1.715771038538156e-10
Position 347: 1.797259550322965e-11
Position 929: 7.752079813048003e-13
Position 327: 7.972317665224525e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9720730596838625
Position 355: 0.9368251814655111
Position 158: 0.8080702650400907
Position 335: 0.02994113433816636
Position 143: 0.02594264099478888
Position 936: 0.016048886332894675
Position 322: 0.015546845400383893
Position 550: 0.012488464620351638
Position 525: 0.010072775538853598
Position 1191: 0.009426035334475884
Position 966: 0.007689141977801334
Position 555: 0.006103114662979508
Position 1228: 0.004336399468591463
Position 1212: 0.003999706621934092
Position 117: 0.0015403245222982377
Position 167: 0.0014752978705011685
Position 511: 0.000858865749124794
Position 1345: 0.0007867097735785121
Position 179: 0.0006397084088459617
Position 1232: 0.0006030274310354419
Position 500: 0.0003507979144617738
Position 185: 0.00028047590555006665
Position 364: 0.00021512663681548728
Position 1358: 0.0001469519995220673
Position 1004: 0.0001269739116361536
Position 700: 0.00010548918338499822
Position 218: 6.439412572715192e-05
Position 988: 5.932203095672309e-05
Position 1369: 5.671954048936118e-05
Position 112: 5.237728825432793e-05
Position 1087: 5.057122378513558e-05
Position 606: 4.778563964921287e-05
Position 1009: 4.418934132814683e-05
Position 633: 2.7646156054341598e-05
Position 513: 2.1985940028929507e-05
Position 941: 1.932925070370538e-05
Position 128: 1.6515807114317113e-05
Position 573: 1.5140393357660196e-05
Position 612: 1.450376525619051e-05
Position 379: 1.420887996586848e-05
Position 1379: 1.2740735299413244e-05
Position 483: 1.2425130056873786e-05
Position 215: 1.0116568988179446e-05
Position 120: 9.418359478128305e-06
Position 984: 7.80483811228226e-06
Position 577: 6.674545843153732e-06
Position 1045: 5.72690953689649e-06
Position 1293: 5.4680378896063686e-06
Position 489: 5.2754371453045514e-06
Position 1059: 4.881395933901571e-06
Position 1317: 4.611089890322557e-06
Position 659: 2.9180860050432995e-06
Position 1047: 2.8444966547205595e-06
Position 602: 2.804695443868404e-06
Position 376: 2.4689344129610636e-06
Position 718: 2.020772996769568e-06
Position 1071: 1.9210913854320136e-06
Position 1090: 1.8017964462267525e-06
Position 641: 1.5329614831620994e-06
Position 1017: 8.316801385942886e-07
Position 437: 7.954849395402682e-07
Position 1254: 6.949801680324775e-07
Position 443: 6.450667350873496e-07
Position 590: 4.0292442873137026e-07
Position 394: 2.982241475235349e-07
Position 485: 2.412860566806996e-07
Position 946: 2.3581643092156038e-07
Position 254: 2.329032682485899e-07
Position 1252: 2.1566026022971592e-07
Position 588: 1.890829345099036e-07
Position 424: 1.7979829785423418e-07
Position 406: 1.4729193974184314e-07
Position 469: 1.1777588328031459e-07
Position 399: 9.90434372717875e-08
Position 656: 8.309868668276e-08
Position 417: 6.86265107852746e-08
Position 224: 5.725430894785798e-08
Position 649: 5.135493869282952e-08
Position 653: 3.776716589650972e-08
Position 236: 1.9416932103828332e-08
Position 623: 7.166423279387186e-09
Position 463: 5.727768851541002e-09
Position 664: 4.806149374727818e-09
Position 456: 2.388983260568882e-09
Position 414: 1.8049185407442728e-09
Position 265: 3.2974137737436215e-11
Position 259: 1.6538710549399834e-11
Position 460: 1.578227848839996e-13
Position 448: 9.776652374158728e-14
