Gene = CAMP
index = 276
Annotated 5SS: [ 366 1115 1328]
Annotated 3SS: [1006 1255 1945]
SMsplice 5SS: [ 366 1115 1328]
SMsplice 3SS: [1006 1255 1415]
top_k =  1000
Partition function (log Z): -2.7423444351698665

Sorted 5' Splice Sites (High to Low Probability):
Position 366: 0.9740991136983642
Position 1328: 0.9548777929106985
Position 1115: 0.9197472033676625
Position 915: 0.5278127374689017
Position 587: 0.16313600929275412
Position 1140: 0.03807823649860701
Position 1586: 0.023860124233187414
Position 1499: 0.010986217480245695
Position 231: 0.008323622898512075
Position 89: 0.00646018483809156
Position 258: 0.0031312131925940166
Position 940: 0.0028569270916280285
Position 841: 0.0026518609053039683
Position 810: 0.0024521433507784813
Position 625: 0.0020288860769153783
Position 715: 0.0011561374449695746
Position 1872: 0.0010579939353253937
Position 69: 0.000934060748744155
Position 210: 0.0008679368237083409
Position 135: 0.0007018429521172639
Position 721: 0.000681102855683653
Position 1513: 0.0005803764471735566
Position 1533: 0.00048662437368135133
Position 642: 0.0004685067482237455
Position 1639: 0.0003622419184099525
Position 661: 0.0002823137909016331
Position 1136: 0.00024961430671352773
Position 1144: 0.00023140417784288083
Position 200: 0.00022058952594505515
Position 1095: 0.00018107163769726407
Position 1806: 0.00015027864369211355
Position 670: 0.00014978010541141315
Position 1332: 0.00013802548939983406
Position 1034: 0.0001375126701285875
Position 948: 0.00012323159480841307
Position 1317: 0.00011744977770120406
Position 203: 0.00010014307015287526
Position 5: 9.857168718159672e-05
Position 311: 7.903106579107389e-05
Position 777: 7.43320505935063e-05
Position 1644: 6.582616976790461e-05
Position 1134: 5.9914641836836015e-05
Position 1819: 4.121338001651549e-05
Position 510: 3.40222064137214e-05
Position 793: 2.559178050487922e-05
Position 1666: 1.9864403715680784e-05
Position 279: 1.3882150406095891e-05
Position 1511: 9.568759502166224e-06
Position 1779: 9.414082583318083e-06
Position 413: 3.999066470171149e-06
Position 729: 3.858914536881535e-06
Position 472: 3.5790819333948607e-06
Position 1058: 3.460914835406341e-06
Position 734: 3.048965069860094e-06
Position 677: 2.807655861710119e-06
Position 1060: 1.8523479391678654e-06
Position 1046: 1.8449801890612262e-06
Position 508: 1.7575940643138126e-06
Position 827: 1.0348372699920727e-06
Position 415: 8.700673216401703e-07
Position 920: 7.987286101279063e-07
Position 1259: 4.7412685102588293e-07
Position 1269: 4.1999743021512503e-07
Position 1320: 3.732993944650377e-07
Position 897: 3.616452464994507e-07
Position 475: 3.480389453974214e-07
Position 1339: 2.0560578428905987e-07
Position 553: 2.001671272172654e-07
Position 286: 8.726370938902688e-08
Position 1280: 7.542972846966785e-08
Position 1267: 3.929208506694023e-08
Position 1390: 3.039015571903504e-08
Position 1209: 1.955430251627462e-08
Position 418: 6.407364251539712e-09
Position 480: 1.944670754338792e-11
Position 482: 1.8796317039409142e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1006: 0.9497012914489197
Position 1255: 0.9014113616449033
Position 1415: 0.6691348166407023
Position 836: 0.20131457730216482
Position 490: 0.20049204005955573
Position 742: 0.11233056660548985
Position 1440: 0.10408238080275464
Position 1945: 0.0986988044888892
Position 878: 0.08394692575496301
Position 775: 0.051561861366374175
Position 1229: 0.03926462680040561
Position 1782: 0.03628220175303251
Position 1699: 0.03255897575627073
Position 586: 0.02190474875335651
Position 690: 0.013084979429801162
Position 1208: 0.01209290091171423
Position 1730: 0.011376133458604219
Position 1420: 0.010282356758038486
Position 1472: 0.01010878309793211
Position 1494: 0.009178612605041277
Position 294: 0.00880352881672263
Position 1537: 0.008452706910143638
Position 1623: 0.008152218064311477
Position 257: 0.006820740514366301
Position 1805: 0.004892094540801517
Position 449: 0.004081152568839591
Position 521: 0.00330422566194012
Position 661: 0.00286753562859408
Position 502: 0.002633332332515976
Position 2099: 0.002605039273221805
Position 1241: 0.002098812186675226
Position 839: 0.0019716182598036717
Position 1615: 0.0019038767739586824
Position 2064: 0.001716920067647333
Position 914: 0.001640311265086026
Position 1019: 0.0014842845195144048
Position 797: 0.0012373856664274088
Position 559: 0.0012242215463584441
Position 1838: 0.0011849976968561695
Position 1553: 0.001154923840186802
Position 1046: 0.0010973127318383235
Position 1644: 0.0008215503863252081
Position 1578: 0.0008214537795583599
Position 1994: 0.0007961885234339542
Position 1859: 0.0007690047481988557
Position 1564: 0.0007471553009569843
Position 1915: 0.0006703446768291813
Position 844: 0.0006185921353008624
Position 746: 0.0005994842483133712
Position 1317: 0.0005993492267963332
Position 1030: 0.0005204778274438324
Position 1871: 0.00042862891121700627
Position 1264: 0.00039352218095233123
Position 1280: 0.00038384118675066777
Position 1155: 0.0003810176650669721
Position 714: 0.0003525285731632059
Position 1294: 0.0003486214361828057
Position 1460: 0.00028251042177718846
Position 1422: 0.00028117843591162904
Position 947: 0.00024240304174068288
Position 1352: 0.00023887695155011283
Position 1574: 0.0001881575263237638
Position 777: 0.00014738448966397145
Position 1673: 0.00012025814830051157
Position 1596: 0.00011768340978814048
Position 642: 0.00011413277290607418
Position 355: 0.00011327999804631136
Position 1812: 8.302838264077533e-05
Position 721: 7.847395978135099e-05
Position 2069: 7.781615931304405e-05
Position 1299: 7.058738862850943e-05
Position 1426: 6.1261276794715e-05
Position 1058: 6.125186477401212e-05
Position 890: 5.882727906716842e-05
Position 452: 5.577627298095272e-05
Position 965: 4.945579069172688e-05
Position 885: 4.8193885775926807e-05
Position 1068: 4.812116831358197e-05
Position 1999: 4.4704293376717855e-05
Position 1051: 3.9603021329153606e-05
Position 855: 3.708759132483454e-05
Position 265: 3.601154623430576e-05
Position 897: 3.281217694705034e-05
Position 1589: 3.247350448415436e-05
Position 695: 2.59645779852383e-05
Position 1516: 2.5140690367466976e-05
Position 707: 2.4924985022321678e-05
Position 1680: 2.4377306082552384e-05
Position 611: 2.2777653632694403e-05
Position 1078: 2.2012698076632377e-05
Position 2029: 1.832990237397904e-05
Position 527: 1.5839384642465325e-05
Position 1732: 1.3767607146893805e-05
Position 1954: 1.2139130485901273e-05
Position 2038: 1.1308775433249086e-05
Position 605: 1.1170126550960872e-05
Position 2031: 1.0890569721735445e-05
Position 308: 9.72937215257326e-06
Position 561: 7.28100955445036e-06
Position 170: 7.172663409246399e-06
Position 1081: 6.006569112853712e-06
Position 1166: 4.974524420354324e-06
Position 799: 4.0972396828813845e-06
Position 1038: 2.8423736407965483e-06
Position 272: 1.7157712286460786e-06
Position 927: 1.6263387726613252e-06
Position 618: 1.5664994523807698e-06
Position 1054: 1.3327384626167481e-06
Position 809: 1.1472908714889386e-06
Position 529: 1.12150410876629e-06
Position 1158: 1.091298868405308e-06
Position 276: 8.290124130551243e-07
Position 504: 6.464374069070994e-07
Position 178: 5.239031347721717e-07
Position 106: 3.649410917329607e-07
Position 975: 2.8134127222769216e-07
Position 1105: 2.51898406011781e-07
Position 143: 1.9133662282721396e-07
Position 783: 1.8802311781253477e-07
Position 1088: 1.2811794981597546e-07
Position 1090: 9.83369332760725e-08
Position 1108: 8.952969166962596e-08
Position 153: 2.3181176254299587e-08
Position 145: 1.8459235304130924e-08
Position 1370: 1.0147073489305974e-08
Position 149: 6.7423502342660884e-09
Position 112: 1.7365370196212258e-09
Position 125: 1.238851167711833e-09
Position 370: 2.1061480543297922e-10
Position 77: 4.4314173497226776e-11
Position 128: 1.6392013254423912e-11
Position 81: 5.936931241505773e-12
