Gene = FBXW12
index = 547
Annotated 5SS: [ 102  639 1127 1487 3254 6308 7340 8694 9660 9867]
Annotated 3SS: [  464  1088  1328  3134  6097  7180  8482  9480  9735 22315]
SMsplice 5SS: [ 102 1243 1487 3254 6308 9660 9867]
SMsplice 3SS: [ 1088  1328  3134  6097  9571  9735 15349]
top_k =  1000
Partition function (log Z): -3.076400522002733

Sorted 5' Splice Sites (High to Low Probability):
Position 6308: 0.9434131084230737
Position 9867: 0.9364061237922651
Position 9660: 0.9008828758593433
Position 3254: 0.8589810709685791
Position 1487: 0.8136833860459074
Position 1243: 0.6395455215042817
Position 102: 0.5876257035613822
Position 7340: 0.3531071131826572
Position 188: 0.2892075882189719
Position 7587: 0.24978715945099897
Position 639: 0.22117979832129672
Position 7596: 0.1691321942172542
Position 8694: 0.16027534066214277
Position 12950: 0.11485618458220904
Position 5827: 0.0865223425727262
Position 14524: 0.06800140404025905
Position 5202: 0.06519679871584126
Position 1237: 0.06351771653923442
Position 14974: 0.06185338094520921
Position 1493: 0.05566237755612683
Position 19420: 0.04956717529516254
Position 630: 0.04917877926153529
Position 1127: 0.04915420991361256
Position 4867: 0.046703175310825115
Position 334: 0.0426685305059925
Position 324: 0.0335876605746455
Position 1471: 0.027041495327650423
Position 1434: 0.026261171457616864
Position 9399: 0.026007172880153036
Position 13913: 0.024530948761564374
Position 7197: 0.024451470323125498
Position 1919: 0.020211786717477143
Position 12416: 0.01733698193063301
Position 6048: 0.015545557724666762
Position 1499: 0.01522818961751087
Position 529: 0.01306238720968481
Position 5844: 0.011199482887536498
Position 8947: 0.010133456910994192
Position 390: 0.007454823625290291
Position 3351: 0.007410978802385432
Position 36: 0.0069541609982774
Position 255: 0.006226934479197209
Position 5771: 0.0055741312267967216
Position 7263: 0.005504905566402382
Position 621: 0.005452447436916598
Position 284: 0.0051888007752973345
Position 1723: 0.005010877370971618
Position 4312: 0.004774702894389926
Position 11660: 0.0047249525300041
Position 3050: 0.004469816589235965
Position 12580: 0.004110990955052232
Position 13111: 0.0040350811212917365
