Gene = ANKUB1
index = 85
Annotated 5SS: [  547  2043 12585 22264 25667]
Annotated 3SS: [ 1898 12367 22148 24727 31209]
SMsplice 5SS: [  547  1612  2043 12503 19418 22264 27254 30224]
SMsplice 3SS: [ 1525  1926 12367 19344 22148 27143 30162 30863]
top_k =  1000
Partition function (log Z): -10.944477596635275

Sorted 5' Splice Sites (High to Low Probability):
Position 2043: 0.9823192336846527
Position 547: 0.9725060264299169
Position 12503: 0.9276126289803426
Position 22264: 0.6703776943032866
Position 1612: 0.5748105652663815
Position 446: 0.4310872502533379
Position 19418: 0.3947354396875542
Position 27254: 0.15798441028489565
Position 924: 0.1540475235819965
Position 9737: 0.13765406589834608
Position 22476: 0.12277138537502176
Position 12923: 0.10343285136001339
Position 7335: 0.10088066632062002
Position 5667: 0.09002412506213545
Position 9372: 0.0673103563280155
Position 7752: 0.05341918764102119
Position 9320: 0.05260632790725772
Position 12479: 0.040433508401318125
Position 3531: 0.03787525262265775
Position 211: 0.030984325049390495
Position 5870: 0.027788957097019323
Position 13161: 0.02300153525306129
Position 10136: 0.021726891736724548
Position 2214: 0.014858237678834561
Position 2383: 0.014339800833198435
Position 12585: 0.013457502020236335
Position 4896: 0.013050541286102155
Position 9573: 0.011998798995952048
Position 5853: 0.01089043158139753
Position 15249: 0.010257813411842405
Position 1857: 0.008958013695271464
Position 4285: 0.008412503833031094
Position 9295: 0.008359585599009274
Position 984: 0.007246557722730112
Position 112: 0.0072010001616744325
Position 8276: 0.006674368621135992
Position 8437: 0.006247824989400649
Position 3756: 0.006221561045512802
Position 5876: 0.0049973405587189195
Position 7997: 0.00423892885312938
Position 14887: 0.004098898075362821
Position 64: 0.003546592865547648
Position 3597: 0.0034145012501183313
Position 8947: 0.003263176985586008
Position 1650: 0.0031005992849551176
Position 82: 0.0029476878523200943
Position 4245: 0.0025387444854609535
Position 4239: 0.0021909614634852514
Position 1082: 0.001580247682967915
Position 256: 0.0015577332409116114
Position 726: 0.001401162186139519
Position 805: 0.0010763563792025982
Position 526: 0.0009084522617295571
Position 292: 0.0007977603196452789
Position 15972: 0.0006404559984047773
Position 422: 0.0006400625270820743
Position 1684: 0.0005876223511977244
Position 638: 0.0005571934227531976
Position 622: 0.0005351640935632754
Position 1033: 0.0005309039871322392
Position 195: 0.0005307039633644154
Position 577: 0.000510128228016837
Position 1322: 0.000502687238700999
Position 1821: 0.000487953362082636
Position 263: 0.0004432760833192525
Position 1601: 0.00042666275241514437
Position 134: 0.00041391627949728297
Position 1655: 0.0003438886699401126
Position 1435: 0.0003159366585833165
Position 3800: 0.0003114872300118833
Position 1852: 0.00030562444399781914
Position 56: 0.0002957129119861297
Position 265: 0.000288733244213493
Position 2204: 0.00027007220402718805
Position 86: 0.00023597740629581677
Position 378: 0.00022650603983280995
Position 5126: 0.00021640781229648968
Position 3607: 0.00020796770707328912
Position 41: 0.00020423708837632795
Position 181: 0.00019770576693233579
Position 2051: 0.00019170532419759858
Position 613: 0.00017662332928038805
Position 2484: 0.00017187584529915973
Position 12779: 0.00015841830965854649
Position 551: 0.00015502657953033323
Position 1087: 0.00013833353694861502
Position 803: 0.00013198574555779377
Position 3490: 0.00011961743297648307
Position 1958: 0.00010198702844472273
Position 1701: 9.056592881135393e-05
Position 5164: 8.65585302520546e-05
Position 123: 5.42473032340439e-05
Position 4: 4.2690567584536106e-05
Position 2501: 4.138344668373608e-05
Position 340: 4.016461494092788e-05
Position 189: 3.5219214215305775e-05
Position 3850: 3.379149671232785e-05
Position 717: 3.2733974135245274e-05
Position 3526: 2.921827470132068e-05
Position 1836: 2.4451126728661622e-05
Position 10: 2.4278979681069677e-05
Position 781: 2.3621389499645434e-05
Position 12544: 2.06301657374271e-05
Position 1943: 2.0070863409217422e-05
Position 2394: 1.9510579268023625e-05
Position 2117: 1.9039349067111152e-05
Position 110: 1.828128364120092e-05
Position 13129: 1.693434965684828e-05
Position 3818: 1.459971066371621e-05
Position 809: 1.2287934009967326e-05
Position 7641: 8.141131853868532e-06
Position 1237: 7.915281186498637e-06
Position 3971: 5.852839821647662e-06
Position 7370: 5.761064274239351e-06
Position 3161: 5.677946644560306e-06
Position 887: 5.499208239167172e-06
Position 2569: 4.5288836191895464e-06
Position 4006: 4.27775948568302e-06
Position 2355: 4.204536976073363e-06
Position 2436: 4.079618929426523e-06
Position 4014: 3.5731948006356022e-06
Position 2096: 3.076382956713304e-06
Position 368: 2.355410210504192e-06
Position 176: 2.291972202863663e-06
Position 284: 2.2644387132905408e-06
Position 2503: 1.4903185846592066e-06
Position 436: 1.256864145748426e-06
Position 2001: 1.1333836145707283e-06
Position 154: 1.109954689700361e-06
Position 2718: 1.0961785995894284e-06
Position 2037: 1.0528453765487865e-06
Position 2848: 1.0436748001810185e-06
Position 2183: 1.0320906634852844e-06
Position 2017: 9.708870188602206e-07
Position 271: 9.273123601509315e-07
Position 269: 7.16720563083293e-07
Position 1984: 6.452558354756095e-07
Position 452: 6.261616188242129e-07
Position 731: 6.1281371407288e-07
Position 599: 2.395291375768447e-07
Position 1952: 8.992323160005146e-08
Position 520: 7.047985353886132e-08
Position 757: 1.8171266849333915e-08
Position 529: 8.598593099310857e-09
Position 495: 9.387875909195966e-10
