Gene = SDHAF3
index = 1235
Annotated 5SS: [1308]
Annotated 3SS: [64421]
SMsplice 5SS: [  625 19878 26229 44603 44822 63360]
SMsplice 3SS: [19797 26082 44473 44705 63273 64421]
top_k =  1000
Partition function (log Z): -38.31587676418456

Sorted 5' Splice Sites (High to Low Probability):
Position 625: 0.7298978799424365
Position 1232: 0.35665651473449944
Position 9636: 0.0951101828153865
Position 230: 0.09483150944032165
Position 2139: 0.08102177945481415
Position 2410: 0.06673903172662234
Position 7831: 0.06327940581282257
Position 1022: 0.056337415618103875
Position 1555: 0.04644380208601127
Position 1561: 0.04316803963879409
Position 6581: 0.033555594065901785
Position 768: 0.032208827145398695
Position 621: 0.020472431424662513
Position 235: 0.017290202901261667
Position 7796: 0.017120374777943217
Position 7115: 0.015291311563515854
Position 7501: 0.012933388048066725
Position 56: 0.012415997537857498
Position 4549: 0.011149291820662939
Position 394: 0.010797374512052725
Position 366: 0.00891009918444575
Position 617: 0.008243555850864599
Position 1441: 0.008157436665861951
Position 1118: 0.007717532056812676
Position 8129: 0.007198101376693702
Position 9629: 0.006851406106813971
Position 106: 0.005827784159886595
Position 9844: 0.0054270804127509835
Position 1647: 0.005128477202948844
Position 3658: 0.0050993292888690585
Position 1544: 0.004985643024623801
Position 4824: 0.004635804770517828
Position 73: 0.003859115646802348
Position 6820: 0.0035443498954601093
Position 3284: 0.003533691794233404
Position 252: 0.0032718687299436193
Position 162: 0.0030428956010993455
Position 5226: 0.0028233949259126746
Position 4735: 0.0028058648263817763
Position 6500: 0.0027358769868031144
Position 9660: 0.0023964794816991636
Position 274: 0.0021832285273181836
Position 5155: 0.0021417022083912904
Position 6790: 0.002140100739569776
Position 7107: 0.002062496495181314
Position 6442: 0.001856659909268339
Position 3214: 0.0012929261420278606
Position 1077: 0.0011608112890937059
Position 2713: 0.0011493844586552083
Position 307: 0.0009510250204387432
Position 227: 0.0009096146317194004
Position 5: 0.0006095444167544541
Position 674: 0.0006023780270507172
Position 3189: 0.0005719417130205566
Position 1312: 0.0005107501061224497
Position 354: 0.00044455177169673137
Position 977: 0.00032255115057587487
Position 78: 0.0002765337101558587
Position 1363: 0.00027158328587539485
Position 270: 0.00023684676302448567
Position 679: 0.00020412532863441725
Position 528: 0.00017270900972678278
Position 309: 7.648197782639959e-05
Position 583: 5.3613009397974725e-05
Position 787: 4.166171542273311e-05
Position 1236: 4.0443057231171766e-05
Position 1266: 3.7326194078546116e-05
Position 704: 3.719809006448381e-05
Position 1158: 3.576946576843424e-05
Position 553: 3.507068790728536e-05
Position 452: 3.0091983414786057e-05
Position 997: 2.3600439339362678e-05
Position 1051: 1.5761339437580806e-05
Position 214: 1.2656098030117163e-05
Position 166: 1.2072823993106161e-05
Position 1784: 1.0585281231495892e-05
Position 1067: 1.0395999208293688e-05
Position 633: 9.603194628088901e-06
Position 2800: 9.54294063464308e-06
Position 2632: 4.961714667996426e-06
Position 2743: 4.65922173127671e-06
Position 2344: 3.965378512973665e-06
Position 84: 3.703411670663506e-06
Position 1850: 3.0296753812700328e-06
Position 458: 2.426453615810302e-06
Position 50: 2.1651230709949324e-06
Position 2544: 2.049779162294295e-06
Position 2690: 1.5829666473296692e-06
Position 809: 1.5555595926464203e-06
Position 455: 1.3376083479345967e-06
Position 804: 6.960549453117189e-07
Position 867: 5.996206891530976e-07
Position 556: 3.6116471905584764e-07
Position 145: 3.3417220610879793e-07
Position 606: 3.025312682671073e-07
Position 30: 2.469282420937097e-07
Position 474: 7.896692010064282e-08
Position 862: 6.995952473875254e-08
Position 864: 1.2112885330415762e-08
Position 413: 2.5485434026638222e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9461: 0.5166423588474016
Position 20463: 0.27463827806227964
Position 1105: 0.1912794107519233
Position 9476: 0.13775876643221627
Position 857: 0.11032830265671545
Position 7688: 0.08786281388799157
Position 966: 0.07112727946537999
Position 428: 0.05094622569778303
Position 2029: 0.04513637164008185
Position 2249: 0.041097928385751
Position 1425: 0.04039399645294677
Position 9912: 0.03713462150836333
Position 1480: 0.029845651930518486
Position 6961: 0.028716235384693384
Position 6413: 0.024884268968444777
Position 4690: 0.02152122493888342
Position 2275: 0.018860753844007982
Position 7354: 0.01873174003162927
Position 17519: 0.017873038118200416
Position 3078: 0.017372422852916864
Position 7867: 0.012124926338678167
Position 1984: 0.009038100140974632
Position 3995: 0.008467228962400198
Position 4447: 0.007309854597933232
Position 6679: 0.006787801804854937
Position 1776: 0.0067375174703495615
Position 9843: 0.006657862516706682
Position 492: 0.006262303996279653
Position 6503: 0.005500797906270767
Position 4921: 0.005479057367700866
Position 841: 0.005355705631916832
Position 6353: 0.005239696492274447
Position 1337: 0.005029653956957545
Position 3576: 0.004689625758639977
Position 6441: 0.0041230210740982685
Position 5030: 0.004119892498557612
Position 2362: 0.0037819825486419653
Position 4545: 0.0035781236488550373
Position 1979: 0.0035099132107053203
Position 2635: 0.0034163537804040114
Position 1362: 0.003233874260971689
Position 8549: 0.0030726166659962497
Position 4185: 0.002890804056155627
Position 1187: 0.002821248569101159
Position 2041: 0.0022339833362962098
Position 1514: 0.0019110451211688652
Position 2365: 0.0017427493374034284
Position 9095: 0.001734114336311213
Position 12305: 0.001558397754479845
Position 1440: 0.0015576798442449448
Position 8165: 0.0014295793919210252
Position 871: 0.0013595708534942408
Position 1482: 0.0010588210127336713
Position 1886: 0.0009969731735709902
Position 2313: 0.0009896955075684721
Position 1500: 0.0009756319206701593
Position 8986: 0.0009652178574252122
Position 1731: 0.0008719130647941553
Position 8708: 0.0007162852957948703
Position 2956: 0.0007034865773366544
Position 1485: 0.0006673164549901529
Position 1111: 0.0006021094095988151
Position 3466: 0.0005867405087063929
Position 937: 0.0005618603135811042
Position 1067: 0.0005477563832774975
Position 1930: 0.0005274277677249258
Position 5287: 0.0005016819467808543
Position 7415: 0.00045152427948657193
Position 6637: 0.0003969248298641814
Position 9272: 0.0003853196912276634
Position 2078: 0.0003833832773475423
Position 564: 0.0003676315584809988
Position 8806: 0.0003641912290597347
Position 5938: 0.00035901345230861503
Position 286: 0.0003518794741852678
Position 450: 0.0003462913980714319
Position 5941: 0.00029860803484690147
Position 405: 0.0002885044443697886
Position 760: 0.0002824542521974353
Position 8226: 0.0002602933148834274
Position 878: 0.0002558634394988064
Position 4100: 0.00024068555628094373
