Gene = FAIM
index = 522
Annotated 5SS: [   87 12689 13566 20306]
Annotated 3SS: [12555 13336 20255 24078]
SMsplice 5SS: [   87 10920 12689 13566 20160 20306 23586]
SMsplice 3SS: [10782 12555 13336 20046 20255 23469 24078]
top_k =  1000
Partition function (log Z): -1.521055311908838

Sorted 5' Splice Sites (High to Low Probability):
Position 20306: 0.9731760768731023
Position 12689: 0.9317210211838672
Position 87: 0.7616521685252162
Position 13566: 0.6645745785222853
Position 20160: 0.54357441123044
Position 23586: 0.483690432807567
Position 10920: 0.3532952307333295
Position 20486: 0.35115207420516487
Position 13542: 0.3059545831708319
Position 6597: 0.19529478124201644
Position 23743: 0.1509405497272518
Position 1562: 0.12391755409490152
Position 269: 0.09423503418487733
Position 20181: 0.09244689928487757
Position 20867: 0.09129266195133433
Position 385: 0.07799007316997007
Position 14995: 0.05528320058785975
Position 19519: 0.05057162770915047
Position 22801: 0.04472383337378896
Position 284: 0.03848100678228747
Position 1104: 0.03831674407997674
Position 15509: 0.033136621266159814
Position 2187: 0.02714614849244357
Position 23761: 0.023916487944942326
Position 21505: 0.021408857987723972
Position 15725: 0.021245384020641845
Position 14796: 0.020642336609544037
Position 23090: 0.01715184667569691
Position 296: 0.014964226904760193
Position 18997: 0.01463414737009469
Position 20620: 0.014353947547180997
Position 20481: 0.012289320464058473
Position 20654: 0.011941407443879684
Position 22602: 0.011732266446578871
Position 13674: 0.01003527046200957
Position 16978: 0.009894183702161564
Position 23631: 0.007661248969139264
Position 18893: 0.007444771551731451
Position 22768: 0.007263332160534213
Position 24277: 0.006707672943931997
Position 5726: 0.005729777257410976
Position 379: 0.005618775666954859
Position 18753: 0.004458512430636387
Position 19054: 0.004390819598310031
Position 14658: 0.0033112513310826932
Position 21165: 0.003033993503338941
Position 890: 0.0029910682695131097
Position 13059: 0.002813883737041223
Position 13526: 0.0027565054988325306
Position 7304: 0.002541100305253231
Position 17052: 0.0025303891938253742
Position 15413: 0.0024337274572675776
Position 18212: 0.0024192271358327304
Position 20572: 0.0019889908677007467
Position 2235: 0.0018050430041447476
Position 4447: 0.0018012800702017432
Position 21030: 0.0017692416479134312
Position 5814: 0.0012781968462843916
Position 265: 0.0012215614163887938
Position 20286: 0.001205940323550892
Position 24080: 0.001191917571863465
Position 6655: 0.0009980394576285829
Position 2492: 0.0009512215432860848
Position 3530: 0.0009378163207426656
Position 24248: 0.0008089884164010054
Position 9274: 0.0007899743157014521
Position 12668: 0.0005552088334945971
Position 24294: 0.0004102219004731477
Position 22016: 0.00040235810490976324
Position 17081: 0.00033324033006587643
Position 423: 0.0003305701152066508
Position 22991: 0.00032614658277875264
Position 18050: 0.00030354794797762954
Position 21450: 0.00026491508454340316
Position 6665: 0.0002537961357267794
Position 18237: 0.0002461910374924653
Position 109: 0.00024389078006205653
Position 18039: 0.0002233845799264475
Position 6676: 0.0001895505667849395
Position 2531: 0.00018099067981368984
Position 13489: 0.00013327508925156501
Position 24224: 0.00012587609825817495
Position 328: 0.00012256878625898181
Position 104: 0.00012179921163100569
Position 1051: 5.600450844763379e-05
Position 45: 5.408460528547546e-05
Position 1351: 4.448873122598923e-05
Position 20474: 3.829907044868034e-05
Position 13570: 3.4898427537354976e-05
Position 37: 3.371215576164019e-05
Position 14798: 3.066503872524846e-05
Position 602: 1.957554633372768e-05
Position 13753: 1.5094730787888062e-05
Position 13654: 1.1945374335369793e-05
Position 814: 1.0426587449674512e-05
Position 1481: 9.69307639520752e-06
Position 604: 6.092090488621415e-06
Position 805: 5.9076806907021414e-06
Position 590: 5.150986606223688e-06
Position 873: 2.4149186105770153e-06
Position 2840: 1.8421553738598273e-06
Position 254: 1.690674144762485e-06
Position 859: 1.3538441759226456e-06
Position 2210: 1.317518278057084e-06
Position 896: 1.3125909737436218e-06
Position 932: 1.2159048814409693e-06
Position 14203: 9.521398750282503e-07
Position 902: 9.23631358301758e-07
Position 23747: 5.017929348656823e-07
Position 795: 4.3216679086612024e-07
Position 621: 3.9615292922017213e-07
Position 631: 3.337324319638509e-07
Position 2369: 2.969012297205641e-07
Position 3804: 2.7122770088555494e-07
Position 1080: 6.434480424123116e-08
Position 113: 2.5078079514870482e-08
Position 527: 2.228168446740056e-08
Position 1541: 2.0492603411684846e-08
Position 1384: 1.4671905861613877e-08
