Gene = COQ4
index = 397
Annotated 5SS: [  393   612  2704  3346  9747 10408]
Annotated 3SS: [  479  2606  3242  9616 10313 10937]
SMsplice 5SS: [  393   612  2704  3346  9747 10408]
SMsplice 3SS: [  479  2606  3242  9629 10313 10937]
top_k =  1000
Partition function (log Z): 1.1047489297483142

Sorted 5' Splice Sites (High to Low Probability):
Position 3346: 0.9938713645218874
Position 612: 0.9889549330882073
Position 10408: 0.8120939548829825
Position 2704: 0.7649438410839418
Position 236: 0.5591021327887623
Position 9747: 0.5086568789022474
Position 6484: 0.17955516973227428
Position 137: 0.16625025245942668
Position 124: 0.1594606086921536
Position 3795: 0.08485424899310283
Position 2708: 0.07296715547217524
Position 3077: 0.0588670246816854
Position 2746: 0.05819591554932488
Position 5866: 0.05691377566904968
Position 824: 0.05300872394556129
Position 1351: 0.04921838562626328
Position 5473: 0.04386040559815088
Position 86: 0.04094969777081965
Position 3074: 0.036191348080604875
Position 10594: 0.031727202220572355
Position 1009: 0.02650051764322937
Position 6669: 0.023533290613247156
Position 2654: 0.02295190371432436
Position 10691: 0.021838249595666083
Position 1236: 0.01769949767702823
Position 3111: 0.01646501864225497
Position 42: 0.013392963647709408
Position 3115: 0.012418356818461674
Position 10536: 0.01191189761306968
Position 3804: 0.011869804283558874
Position 6714: 0.011279754572075567
Position 7466: 0.010255804627069437
Position 2688: 0.009134563409436615
Position 2727: 0.008672291219576137
Position 397: 0.008618365937670826
Position 3067: 0.007820102867397432
Position 3622: 0.007123190518786621
Position 407: 0.0032122803902956292
Position 206: 0.0032029688996518435
Position 667: 0.0029473198144793792
Position 10423: 0.002668739972737824
Position 3046: 0.0026395462464423175
Position 8785: 0.0024875265437332736
Position 3005: 0.0014146039974449161
Position 1865: 0.0012690215425312258
Position 3759: 0.001183396518544295
Position 6247: 0.0010608140393117715
Position 663: 0.0009449495183838795
Position 5610: 0.0009319820683025485
Position 111: 0.0009156636688764822
Position 228: 0.0008539551009740807
Position 2047: 0.0008489957323043877
Position 4945: 0.0008351293256686057
Position 716: 0.0008305438246347271
Position 6074: 0.0008141188849233438
Position 945: 0.000697456224077395
Position 1543: 0.0006639784365555421
Position 2550: 0.0006464892766999711
Position 8165: 0.0006102165592386304
Position 4356: 0.0005690071715075773
Position 7822: 0.000556530880760161
Position 2905: 0.0005036684749680602
Position 3321: 0.000452121639384693
Position 2895: 0.0004342766266657729
Position 7877: 0.0004189184529265165
Position 131: 0.0004012902288826856
Position 10431: 0.00038914284197640394
Position 351: 0.00037897776035326387
Position 9688: 0.0003740878985029344
Position 188: 0.000330432265160812
Position 3154: 0.0002780504201520118
Position 9698: 0.00021149997496452033
Position 7881: 0.0002086646369993132
Position 2967: 0.00017944020252813454
Position 10447: 0.00015943087016074065
Position 290: 0.00015791364922223346
Position 7869: 0.0001543825763078402
Position 901: 0.00015403740383497817
Position 9673: 0.00015250553533452827
Position 9335: 0.00014558882322291487
Position 6519: 0.0001411788665345477
Position 11003: 0.00012949043645785343
Position 218: 0.0001281955693605074
Position 687: 0.00012070780588379978
Position 731: 0.00010951625465851293
Position 1026: 9.516464667849207e-05
Position 2155: 9.482434032910952e-05
Position 2459: 8.883928324592061e-05
Position 1679: 8.25166542313784e-05
Position 2352: 7.235044254967677e-05
Position 5966: 7.089301638746966e-05
Position 693: 6.903879298947953e-05
Position 117: 6.883772465130696e-05
Position 3365: 6.473340428460825e-05
Position 1944: 6.258266886680021e-05
Position 812: 6.205108051915651e-05
Position 1595: 6.0376471335185365e-05
Position 1825: 5.9686533156233576e-05
Position 1037: 5.924089328357854e-05
Position 11092: 5.617986604193626e-05
Position 4595: 5.5487780571799965e-05
Position 8813: 5.211633599034706e-05
Position 2874: 4.910848533229629e-05
Position 2992: 4.4027159852229134e-05
Position 1852: 3.7115433412388145e-05
Position 3086: 3.63422974156235e-05
Position 178: 3.632972782591782e-05
Position 240: 3.3572343376859956e-05
Position 3314: 3.206876103697533e-05
Position 4490: 3.161416753953548e-05
Position 5380: 2.862808026786709e-05
Position 56: 2.7663406430183443e-05
Position 5417: 2.629957985149371e-05
Position 3135: 2.6008541391989513e-05
Position 1058: 2.5773673873660397e-05
Position 2903: 2.4316350250757988e-05
Position 3340: 2.333520787921526e-05
Position 5883: 2.0141566723762112e-05
Position 637: 2.0056341773453725e-05
Position 1106: 1.9366803273903466e-05
Position 794: 1.9153745110329855e-05
Position 51: 1.8446275556383832e-05
Position 1355: 1.7452165636355548e-05
Position 48: 1.144606082991808e-05
Position 1313: 1.0880102960852273e-05
Position 957: 9.222167384403178e-06
Position 1867: 7.671104673633258e-06
Position 933: 6.99307495581059e-06
Position 3707: 5.1351815505539856e-06
Position 1039: 4.091094108517915e-06
Position 2855: 3.235690029432588e-06
Position 911: 3.024000204440808e-06
Position 1358: 2.9094625921721087e-06
Position 6477: 2.1163848167512053e-06
Position 58: 1.4900862232772426e-06
Position 2872: 1.479841241417391e-06
Position 100: 1.111594977664965e-06
Position 2775: 9.6955037120852e-07
Position 141: 9.20382235821691e-07
Position 3510: 7.934716268426702e-07
Position 2922: 6.69576707847464e-07
Position 344: 3.756032479170593e-07
Position 4002: 2.929921985646809e-07
Position 262: 2.7331101506266173e-07
Position 4694: 1.5018198919632818e-07
Position 13: 1.499256875863514e-07
Position 1096: 1.1544662471871135e-07
Position 995: 1.1346162495101651e-07
Position 656: 6.563960997647298e-08
Position 853: 4.3147504532513955e-09
Position 828: 3.2907624641115696e-09
Position 562: 3.1085943303279283e-09
Position 283: 1.1131649871698747e-09
Position 706: 1.084979662140552e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10937: 0.9400376692224621
Position 2606: 0.921405683890255
Position 479: 0.891331069046246
Position 3242: 0.8883148130824026
Position 10313: 0.5657769979086574
Position 9629: 0.4719716435022908
Position 10275: 0.25095240135029595
Position 2992: 0.1291467302305979
Position 6370: 0.0926415763610325
Position 3174: 0.07829557299796057
Position 712: 0.06683688508158639
Position 553: 0.05132356106828671
Position 3648: 0.04202341805901066
Position 10514: 0.04176828960103351
Position 6139: 0.03803238731914267
Position 3651: 0.033708223212021084
Position 5361: 0.0322598055866794
Position 6611: 0.03130021610913599
Position 1306: 0.02934512216374096
Position 6200: 0.02703789922007352
Position 5811: 0.02583125251191186
Position 1087: 0.022776122278608986
Position 3775: 0.020775452770582407
Position 9584: 0.019326630014541515
Position 10279: 0.01718674188546186
Position 2529: 0.015702862723897128
Position 3229: 0.01329471800281208
Position 9685: 0.01313794179154571
Position 9925: 0.012932776427888351
Position 6409: 0.011607245153398676
Position 5683: 0.010981046277886751
Position 2793: 0.010475514116805053
Position 11279: 0.010144738266258231
Position 1133: 0.010047195926330427
Position 5752: 0.009875120491337507
Position 746: 0.0084772413024821
Position 10524: 0.007869820015530578
Position 7299: 0.007635175476477391
Position 5303: 0.0067726412805022935
Position 9220: 0.006275093327026659
Position 3501: 0.0059016297831814574
Position 5744: 0.005646355912551527
Position 6297: 0.005401968313919305
Position 10623: 0.005042713874640132
Position 6364: 0.004898370490841004
Position 929: 0.004813563935727715
Position 2954: 0.0047107665460726054
Position 2852: 0.004690482137752503
Position 10983: 0.004400352483619852
Position 273: 0.003881183647733662
Position 5557: 0.003875903304888408
Position 6460: 0.003316216508490766
Position 9983: 0.0030511082717620537
Position 7982: 0.0029938438489146633
Position 8679: 0.0025689846456887723
Position 6696: 0.0022025726811370243
Position 10646: 0.0020953864349345245
Position 794: 0.002056892358458688
Position 10814: 0.0016675991131789006
Position 5300: 0.0016627318392064287
Position 3184: 0.0016531348331882624
Position 5444: 0.0015313227146645809
Position 202: 0.0015187412708520126
Position 8322: 0.0014581915276821557
Position 11447: 0.0014571416346615394
Position 498: 0.0014273089255676878
Position 7723: 0.0013869373327942635
Position 10099: 0.001306008900068302
Position 6542: 0.0012994268640029501
Position 5717: 0.0012668574354439714
Position 911: 0.0012485566757726475
Position 10811: 0.0012031265746737616
Position 7262: 0.000969614631496272
Position 1773: 0.000927147420994548
Position 3452: 0.0008516390938007981
Position 10159: 0.0008458047120890529
Position 5364: 0.00083060247022402
Position 3544: 0.0008060722428889926
Position 3622: 0.0007691741445652877
Position 11307: 0.0007434832750946197
Position 4238: 0.0007137451717643482
Position 1186: 0.0006761592248520415
Position 1150: 0.0006321143345064967
Position 6011: 0.0005471730984480571
Position 7224: 0.0005365926630813964
Position 7159: 0.0005363974810304397
Position 236: 0.0005342648868939258
Position 3579: 0.000528714060421329
Position 1934: 0.0005176620197423974
Position 1468: 0.0005140582022333883
Position 11097: 0.0005090099858173934
Position 7978: 0.00046402177561932534
Position 5237: 0.0004497439553378454
Position 10940: 0.00043200086831795273
Position 10900: 0.00040428405983214345
Position 10532: 0.00039162058236468715
Position 1678: 0.0003858125130354506
