Gene = PSMA5
index = 1085
Annotated 5SS: [   50  4492 11115 13284 14275 14475 15341 16424]
Annotated 3SS: [ 4424 10987 13215 14166 14415 15237 16336 24260]
SMsplice 5SS: [   50 10488 11115 11541 14275 15341 16424]
SMsplice 3SS: [10309 10987 11446 14166 15237 16336 24260]
top_k =  1000
Partition function (log Z): 1.7640429326016522

Sorted 5' Splice Sites (High to Low Probability):
Position 16424: 0.9756823170003227
Position 14275: 0.9681724453347063
Position 15341: 0.9423206108038357
Position 11541: 0.6979421381321448
Position 11115: 0.6888004010273262
Position 10488: 0.6559330525250573
Position 14475: 0.6185500218430099
Position 50: 0.5692143544194104
Position 4492: 0.44664925607810524
Position 10928: 0.33868917316459285
Position 21129: 0.2692889220109944
Position 11929: 0.24038477148570092
Position 24039: 0.2235714885331018
Position 13284: 0.2233419578168858
Position 10369: 0.2175767981449749
Position 303: 0.20175469349948305
Position 24435: 0.18730993891029524
Position 11925: 0.17456067704943684
Position 21116: 0.1420672769461506
Position 13367: 0.13259794368454209
Position 1026: 0.11672638164908239
Position 271: 0.10458916983341653
Position 26424: 0.08338239252703422
Position 26733: 0.07917019626461036
Position 3436: 0.07134906372082744
Position 4122: 0.06893414532137589
Position 74: 0.06323509840835584
Position 16220: 0.04865234025597802
Position 6073: 0.04819337474630894
Position 6944: 0.04762170028938994
Position 10715: 0.04425350428262278
Position 14267: 0.031057237727822623
Position 41: 0.030589489481559907
Position 14923: 0.027534004260134266
Position 13661: 0.02714862817489426
Position 12964: 0.026787177441139946
Position 10528: 0.025711854854917608
Position 8838: 0.025470788421374634
Position 455: 0.023742644776209795
Position 664: 0.021412283574912656
Position 87: 0.01982177406353999
Position 15943: 0.019570289812124247
Position 25150: 0.014946538874708438
Position 16132: 0.014642706764235604
Position 10483: 0.013463028289194462
Position 9929: 0.01317698924173026
Position 14570: 0.012685655700747327
Position 15696: 0.012102425704821595
Position 1005: 0.01181908491886512
Position 8297: 0.011771591707918168
Position 10963: 0.011616828581670171
Position 24321: 0.01146763060360576
Position 25298: 0.010504860610693107
Position 9044: 0.010086563215136337
Position 13485: 0.009967482046388618
Position 11787: 0.009842244803066882
Position 10936: 0.009401256883292039
Position 15820: 0.009045802498400302
Position 15931: 0.008977116962870532
Position 314: 0.008339300903346945
Position 10932: 0.008330108331133434
Position 5919: 0.007448526915674533
Position 22831: 0.007153059373779599
Position 11675: 0.007116829837477908
Position 392: 0.006815580015025238
Position 4513: 0.005931094247236165
Position 12940: 0.00528617131785772
Position 13216: 0.005264360862629155
