Gene = CCL19
index = 313
Annotated 5SS: [ 187 1068 1348]
Annotated 3SS: [ 934 1253 1437]
SMsplice 5SS: [ 187  493 1068 1348]
SMsplice 3SS: [ 404  934 1253 1437]
top_k =  1000
Partition function (log Z): -3.1558373315753965

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9534297554326905
Position 1068: 0.7822666238463876
Position 493: 0.632004031315433
Position 1600: 0.04797022454161383
Position 1012: 0.020808442628600418
Position 1005: 0.015338084226132233
Position 285: 0.015258483525078203
Position 321: 0.014691219831102229
Position 1054: 0.005912561233033708
Position 1254: 0.002718487269233667
Position 352: 0.002487512037415291
Position 643: 0.0022507522047024767
Position 1187: 0.0022340179405326284
Position 1606: 0.0016840330893374532
Position 1306: 0.0015645095119944657
Position 273: 0.0011262392401955093
Position 210: 0.0010215871725289538
Position 1602: 0.001001788355007655
Position 238: 0.0008169592373021763
Position 1612: 0.0006309596056813978
Position 307: 0.000609423267266389
Position 1063: 0.0005906677153379551
Position 1072: 0.000455677514050433
Position 392: 0.00033304879214343197
Position 1084: 0.00023597623615572583
Position 334: 0.0001498275099751074
Position 1502: 0.00013155217654436507
Position 854: 0.00010890963734696413
Position 782: 0.00010550077351223306
Position 649: 8.442855081423501e-05
Position 716: 7.468974083929849e-05
Position 1200: 6.166024242025508e-05
Position 597: 6.151082218023332e-05
Position 234: 5.957813697010019e-05
Position 1618: 2.490208010959152e-05
Position 1372: 2.163613223708231e-05
Position 358: 1.2653409948098196e-05
Position 760: 8.811413756860007e-06
Position 204: 8.724420441198568e-06
Position 1492: 7.849586954450535e-06
Position 982: 7.378655424953805e-06
Position 289: 6.298164316060182e-06
Position 168: 6.036787759403869e-06
Position 1486: 5.924475662492969e-06
Position 344: 4.857151943005513e-06
Position 668: 4.2827190323987764e-06
Position 708: 4.24439938128299e-06
Position 1454: 3.729440214946733e-06
Position 1066: 3.10410317270442e-06
Position 1115: 2.8768201505856337e-06
Position 1075: 2.6751458597697675e-06
Position 740: 2.183999040958113e-06
Position 693: 1.609398723014066e-06
Position 220: 1.5284762920563705e-06
Position 311: 1.3829011891179691e-06
Position 426: 8.3496410863778e-07
Position 675: 4.310994118265643e-07
Position 127: 4.267054122718172e-07
Position 629: 4.030578885971918e-07
Position 463: 2.882450295082934e-07
Position 978: 1.7671061530441094e-07
Position 113: 1.6265543795742492e-07
Position 1086: 1.2960368133577207e-07
Position 899: 1.1229909408105669e-07
Position 905: 9.797717001794595e-08
Position 243: 2.8758062277582095e-08
Position 356: 1.884895654617648e-08
Position 362: 1.66231187321209e-08
Position 394: 1.1597374903157836e-08
Position 370: 4.160619811974949e-09
Position 690: 4.079756192321347e-09
Position 50: 2.0570281458699857e-09
Position 346: 1.9069412592285232e-09
Position 432: 8.025361398105908e-10
Position 364: 8.105360685165671e-11
Position 396: 6.280297980848779e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 934: 0.7811985323705094
Position 1437: 0.7430156063386107
Position 404: 0.6069909634093076
Position 1294: 0.08118741924056827
Position 1253: 0.07991709143848014
Position 1665: 0.06613467991367127
Position 990: 0.04360137599928469
Position 1109: 0.02035342780814168
Position 1155: 0.019456965157883477
Position 471: 0.014959134246857958
Position 1170: 0.012460309553128716
Position 897: 0.006410496700886954
Position 853: 0.005863422201718097
Position 807: 0.003673457258915267
Position 967: 0.003653441748736913
Position 1686: 0.003182091925194775
Position 333: 0.002723297562843465
Position 356: 0.0015321286758911668
Position 947: 0.0015159705424262091
Position 1186: 0.0014856665284703264
Position 442: 0.0011623046231718046
Position 1207: 0.0010138826125862031
Position 708: 0.0009185802588817368
Position 1299: 0.000892460383801637
Position 277: 0.0008032678341952223
Position 1473: 0.0007412472882730749
Position 1278: 0.0007002664191022776
Position 542: 0.00043717435774756586
Position 873: 0.00027350843445545766
Position 1194: 0.00021755596091877088
Position 733: 0.0002065130509039406
Position 475: 0.00020607409819314805
Position 1443: 0.00018128991360848845
Position 1399: 0.00017271610120591694
Position 1572: 0.0001718928371292987
Position 685: 0.0001438305495989986
Position 1387: 0.0001355120888350292
Position 1041: 0.00010542492977642435
Position 1406: 9.618260579045446e-05
Position 306: 7.513497561796282e-05
Position 1309: 7.029728874969201e-05
Position 255: 5.1139258061651874e-05
Position 294: 3.9943629697686525e-05
Position 869: 2.898197421523632e-05
Position 1531: 2.8532327593050862e-05
Position 1454: 2.7653226811898962e-05
Position 642: 2.6863477331112208e-05
Position 567: 2.480458263633519e-05
Position 1451: 1.3862784195698907e-05
Position 1323: 1.3692762168264989e-05
Position 1052: 1.1680543566314079e-05
Position 1475: 1.151681457659232e-05
Position 1268: 1.1017545753256578e-05
Position 325: 1.0482288181732737e-05
Position 1091: 9.464167493912965e-06
Position 713: 8.93845057099917e-06
Position 740: 8.010190365876835e-06
Position 478: 7.250042676987383e-06
Position 743: 5.901260064172241e-06
Position 1650: 4.55308302525253e-06
Position 781: 4.4826270344552155e-06
Position 1643: 4.454918046228866e-06
Position 492: 4.432439899726077e-06
Position 1586: 4.361353515285168e-06
Position 289: 3.984295471648787e-06
Position 1066: 3.902743789385758e-06
Position 1120: 3.238803613522762e-06
Position 1537: 2.0336313376219885e-06
Position 690: 1.959343231657138e-06
Position 1550: 1.5110072753943758e-06
Position 496: 1.471401732884497e-06
Position 553: 1.0488505454306052e-06
Position 1016: 1.0117402158310014e-06
Position 716: 4.6113487062912603e-07
Position 1479: 3.6050074887997723e-07
Position 656: 2.7546404958093064e-07
Position 664: 1.6758599034365598e-07
Position 481: 1.3256095525614426e-07
Position 638: 1.2873617233548893e-07
Position 661: 9.76638199665126e-08
Position 508: 4.052581090186187e-08
Position 749: 3.909925798286855e-08
Position 640: 2.745709341769939e-08
Position 521: 1.6805328864224135e-08
Position 186: 1.0000411213209534e-08
Position 248: 8.92649987338667e-09
Position 1497: 8.156960315516112e-09
Position 1540: 7.008276077369198e-09
Position 500: 5.19262570351562e-09
Position 745: 1.4167311082696572e-09
Position 234: 1.8536855789376174e-10
Position 191: 6.36738200436851e-11
Position 516: 2.5423572133886822e-11
Position 160: 1.8648636356546567e-11
Position 208: 6.6993844723080185e-12
Position 198: 1.3635349987335257e-12
Position 220: 9.839573935881774e-13
Position 204: 6.767360646412126e-13
Position 214: 3.7935740061790456e-14
Position 202: 1.7623855187139808e-14
Position 216: 9.357138868235067e-15
