Gene = RP11-544M22.13
index = 1176
Annotated 5SS: [   65 16195 17557 17935 37660 37925 38314 38799 39069 39305 39549 39902]
Annotated 3SS: [16116 17456 17831 37590 37816 38166 38595 38965 39196 39535 39852 40037]
SMsplice 5SS: [   65   394  1032 17557 17935 25119 25446 29121 37660 37925 38314 38799
 39069 39305 39549 39902]
SMsplice 3SS: [  270   788 17456 17831 24993 25213 29009 37590 37816 38166 38595 38965
 39196 39535 39852 40037]
top_k =  1000
Partition function (log Z): -20.549960182294317

Sorted 5' Splice Sites (High to Low Probability):
Position 1032: 0.9510527036594257
Position 394: 0.9045148478646328
Position 65: 0.7008277456749994
Position 17935: 0.6180972130777918
Position 18108: 0.2984071120236237
Position 200: 0.29031895366788835
Position 420: 0.04735816573309852
Position 1527: 0.017285565960078214
Position 1339: 0.013760478208029031
Position 1248: 0.013368409306680613
Position 1042: 0.009534846602461317
Position 1229: 0.008703652585398128
Position 1637: 0.005767978596491569
Position 446: 0.005519775118929107
Position 1165: 0.002284273131838754
Position 1314: 0.0021152616091229134
Position 1768: 0.0015212602637467566
Position 401: 0.0014456779061900026
Position 1151: 0.0014195356629116702
Position 336: 0.0013046481255295497
Position 1742: 0.0012852091476395777
Position 750: 0.0009422892974742994
Position 437: 0.00085762163676089
Position 1659: 0.0008121422585862987
Position 870: 0.0007369091272196364
Position 102: 0.0006819991133665985
Position 5789: 0.0005834494043015386
Position 93: 0.0005136277848038418
Position 1062: 0.00045397295017960885
Position 537: 0.00042958368094017283
Position 111: 0.00034404759559266833
Position 971: 0.0003420101912690034
Position 718: 0.0002922155326631766
Position 5095: 0.0001565013726392139
Position 715: 0.000106512277603017
Position 1272: 7.897905207993751e-05
Position 722: 6.834698382551113e-05
Position 744: 5.837397813378157e-05
Position 1471: 5.783816009166819e-05
Position 876: 3.881530807411151e-05
Position 884: 3.8351285742722756e-05
Position 3066: 3.79417895113557e-05
Position 423: 3.5915874519402936e-05
Position 503: 3.2237987756704266e-05
Position 163: 2.09642908217521e-05
Position 129: 1.78011420358226e-05
Position 40: 1.5719603790666468e-05
Position 1334: 1.4547468925480883e-05
Position 134: 1.2410766537395127e-05
Position 279: 1.0836533690273894e-05
Position 868: 1.031056439228061e-05
Position 1531: 9.350919215910178e-06
Position 1332: 8.037187248736063e-06
Position 1016: 7.454081359544021e-06
