Gene = MLH1
index = 850
Annotated 5SS: [  332  3378  7722 11143 13732 15574 18531 18768 21213 24268 27132 32676
 35601 46963 49000 54352 55278 55686]
Annotated 3SS: [ 3286  7622 11068 13658 15481 18487 18678 21099 24173 26977 32304 35451
 46853 48935 54186 55184 55571 57153]
SMsplice 5SS: [  559  3378 11143 13732 15574 18531 18768 21213 27132 30627 35601 46963
 49000 55278 55686]
SMsplice 3SS: [ 3286 11068 13658 15440 18487 18678 21099 26977 30533 35451 46853 48935
 55184 55571 56283]
top_k =  1000
Partition function (log Z): 4.142024732282984

Sorted 5' Splice Sites (High to Low Probability):
Position 35601: 0.9955943371619851
Position 18768: 0.984687728804915
Position 13732: 0.9701501772496731
Position 27132: 0.9476273108300635
Position 3378: 0.9280750701805208
Position 46963: 0.8821706106144459
Position 49000: 0.8701913265175868
Position 15574: 0.8516419035428544
Position 11143: 0.8511408833773295
Position 21213: 0.8338258941729683
Position 30627: 0.7066091282612909
Position 55686: 0.6667582488740528
Position 18531: 0.603020686269776
Position 559: 0.5980423046989953
Position 1015: 0.5578056281563584
Position 54352: 0.5174759288253609
Position 24268: 0.4075519371521002
Position 7722: 0.3816667035339222
Position 332: 0.3523783333371078
Position 47718: 0.3402817620380669
Position 28033: 0.3183218853808454
Position 32676: 0.29535486352538587
Position 47453: 0.29053081376461876
Position 55278: 0.283822020887667
Position 52035: 0.264788776089626
Position 8061: 0.22894968968032187
Position 20999: 0.21232983688921364
Position 32416: 0.20394013847522838
Position 11004: 0.1790762611850111
Position 29202: 0.17488607965488703
Position 38776: 0.16792289286211187
Position 24418: 0.14793098897499377
Position 20848: 0.13083061758519693
Position 153: 0.12508488774589088
Position 134: 0.12473186494739297
Position 3969: 0.1219637182971225
Position 47175: 0.10565082124535846
Position 16192: 0.09952239464266983
Position 7717: 0.07769487398723311
Position 11391: 0.07547402714812357
Position 24538: 0.07079859030341028
Position 36290: 0.0703917559845375
Position 34882: 0.061301521947717125
Position 20856: 0.05979964256243686
Position 16198: 0.05698885736992406
Position 47485: 0.05650058654926582
Position 21598: 0.04963084696132549
Position 22140: 0.04674917116211496
Position 12266: 0.045694683177077804
Position 3807: 0.045404400811676265
Position 2314: 0.042988198974501325
Position 54059: 0.042822095973487566
Position 35976: 0.04278547275373265
Position 3151: 0.041883342801622356
Position 39692: 0.04054285715059899
Position 37986: 0.03755130266688886
Position 1111: 0.03744121130091365
Position 11604: 0.037082016169782656
Position 11718: 0.03675404289842561
Position 11030: 0.03336133181207078
Position 23027: 0.03194765536738928
Position 16183: 0.03194038730253517
Position 11258: 0.029003107521023152
Position 594: 0.023704957565546258
Position 13741: 0.022538935677666114
Position 24022: 0.02235107274663125
Position 51841: 0.020635143947915446
Position 11395: 0.020238319994787236
Position 29466: 0.019247277783466927
Position 19858: 0.01910339867365178
Position 7995: 0.019090385793072075
Position 38581: 0.01889391833783813
Position 21512: 0.018525315549791997
Position 110: 0.017939985325790928
Position 11378: 0.016335183724815076
Position 34547: 0.016334628892357348
Position 38088: 0.01625323260625612
Position 24607: 0.01579845732322028
Position 1149: 0.015530140116718806
Position 32398: 0.014294605176997495
Position 14057: 0.013424388713415909
Position 16082: 0.01342246687195109
Position 608: 0.013416992216134302
Position 20852: 0.013197046313374485
Position 4206: 0.013077100939915817
Position 28121: 0.01260394085913093
Position 34842: 0.012521341485955627
Position 55913: 0.011884218946923809
Position 55309: 0.011494345467206863
Position 9623: 0.011093700916395081
Position 51969: 0.010330754819783638
Position 47051: 0.009958298101790497
Position 17756: 0.008995480608425062
Position 17168: 0.00884033871289527
Position 1257: 0.008600062062661529
Position 18760: 0.007879179940469508
Position 14027: 0.007837574242387131
Position 21589: 0.007758042282182454
Position 56102: 0.007548652412855121
Position 10931: 0.007042303944816096
Position 48115: 0.006376721810506043
Position 2272: 0.0063247584503303535
Position 18613: 0.006046382570727645
Position 508: 0.005087120731912332
Position 15372: 0.004800613730420597
Position 29763: 0.004295256575381138
Position 4376: 0.0040674378531766016
Position 11009: 0.0037964082221045056
Position 28148: 0.003303975287127844
Position 35523: 0.0030560860355943764
Position 95: 0.0029112031839263444
Position 15864: 0.0028201347714898826
Position 261: 0.002792231124236632
Position 13753: 0.0027709777127056133
Position 14642: 0.0027562313906534445
Position 50188: 0.0027519259707546326
Position 3933: 0.0027161676954039226
Position 706: 0.002535905202801251
Position 18488: 0.0025278125471070337
Position 7816: 0.00230140351655983
Position 27666: 0.0021498741360783205
Position 1715: 0.0019183280704531279
Position 4043: 0.001884426029798031
Position 4142: 0.0018681577832976397
Position 16898: 0.0018504332372052696
Position 10838: 0.001605674848020237
Position 3171: 0.0016017730630108274
Position 29053: 0.0013542121214140963
Position 22769: 0.0012783254186774947
Position 221: 0.001240009467331812
Position 2316: 0.0012288366332288668
Position 13328: 0.001224909059561977
Position 3141: 0.0011867825351773776
Position 7787: 0.0011843124265308602
Position 2971: 0.001157111097640127
Position 31244: 0.0010621529189691022
Position 27672: 0.001045634965020267
Position 27191: 0.0009739266762091802
Position 979: 0.0009593246039650862
Position 14384: 0.000935711061096471
Position 2727: 0.0008763866015601363
Position 27408: 0.0007849788858212299
Position 28322: 0.0007011789099144574
Position 577: 0.00068314097318609
Position 36181: 0.0006464015273919465
Position 285: 0.0006101057257487735
Position 35605: 0.0005971744796130687
Position 37157: 0.0005933944372467982
Position 17134: 0.0005898404330766534
Position 35652: 0.0005590139816729603
Position 27119: 0.0004645789062717851
Position 36761: 0.000456025968514058
