Gene = RP11-484M3.5
index = 1173
Annotated 5SS: [213]
Annotated 3SS: [40399]
SMsplice 5SS: [  213 30979 39436]
SMsplice 3SS: [30814 39303 40399]
top_k =  1000
Partition function (log Z): -22.3453748074838

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.5502127291261397
Position 611: 0.5263532020582691
Position 949: 0.4361080949643525
Position 3996: 0.43136200903433886
Position 3912: 0.3708823653600403
Position 8924: 0.2806626809093825
Position 343: 0.2070357894854
Position 3751: 0.19506503888036736
Position 8302: 0.1552759514548176
Position 1620: 0.12062446844957558
Position 3121: 0.026571454242010094
Position 1613: 0.020479526010708165
Position 6649: 0.019343198740409566
Position 3762: 0.017925719716777734
Position 7758: 0.01376331098727963
Position 630: 0.013655706918467233
Position 9662: 0.01285494165487012
Position 6128: 0.008713473397286684
Position 993: 0.008651893335659811
Position 1143: 0.008482830130380498
Position 201: 0.005582842015932803
Position 287: 0.005477859017560082
Position 2138: 0.00507353522622914
Position 7810: 0.004973143839397865
Position 4631: 0.004552969689408002
Position 730: 0.004294923633242967
Position 10981: 0.003807710577739184
Position 10870: 0.0037822902025461637
Position 10976: 0.003094265632356908
Position 103: 0.003016374157167463
Position 3004: 0.0021051432908427035
Position 9317: 0.0020912600388234286
Position 2026: 0.0016569083866400313
Position 3441: 0.0009988094329333632
Position 4906: 0.0009416613839862849
Position 9036: 0.0007686019982199744
Position 5952: 0.0007223943634393454
Position 4694: 0.0007175028892259401
Position 4325: 0.0007137814689749648
Position 3176: 0.0006829053334563432
Position 3526: 0.0006818301782275979
Position 2265: 0.0005379828437026939
Position 275: 0.0003984779438831982
Position 2756: 0.0002730478417093354
Position 670: 0.0002726675405461846
Position 12: 0.0002351054315885014
Position 582: 0.0001772998981169778
Position 3666: 0.00010537729914670558
Position 765: 8.979408574853825e-05
Position 217: 8.412375884390039e-05
Position 84: 6.9360928769125e-05
Position 4023: 6.694759060270934e-05
Position 337: 5.291782848111946e-05
Position 784: 4.4080444449312895e-05
Position 475: 3.384145436227553e-05
Position 687: 3.281974134782438e-05
Position 347: 2.4472659301703007e-05
Position 708: 1.9547213963875264e-05
Position 591: 1.4680395634130781e-05
Position 685: 1.4190969672180075e-05
Position 349: 1.1751910192404817e-05
Position 1147: 6.507495531508227e-06
Position 36: 6.419683763928855e-06
Position 867: 4.225752497450378e-06
Position 1609: 3.0880386363173086e-06
Position 1624: 1.9938186384179188e-06
Position 508: 1.6768333133672936e-06
Position 498: 1.445560372554839e-06
Position 1630: 1.3380884196225463e-06
Position 570: 1.3212790642026596e-06
Position 4000: 9.948699780351046e-07
Position 1684: 8.231067426414098e-07
Position 340: 7.730051347949954e-07
Position 481: 7.092807926205837e-07
Position 4035: 6.438968219095373e-07
Position 553: 5.814925890189109e-07
Position 3956: 5.338794001381963e-07
Position 178: 5.168610130398475e-07
Position 3984: 3.1498565962469836e-07
Position 306: 1.885651756019854e-07
Position 901: 2.1716404979852062e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12517: 0.6897290017239843
Position 3851: 0.4106608362637172
Position 3848: 0.3551064382711023
Position 536: 0.31037984451491085
Position 804: 0.24282643345276494
Position 8737: 0.21493932093011228
Position 8146: 0.1649105356267228
Position 3544: 0.14726722924648453
Position 10677: 0.12161833565650382
Position 1505: 0.09779923770967461
Position 8844: 0.0816507717123572
Position 817: 0.046540354187081856
Position 424: 0.04014384388243252
Position 3574: 0.0393844748957919
Position 3813: 0.038756388368762336
Position 880: 0.03755919112249573
Position 7656: 0.02953956250175931
Position 365: 0.02944023290690909
Position 713: 0.020897670282372976
Position 3026: 0.018939098891723176
Position 13531: 0.018854490152089676
Position 9566: 0.01819099109499841
Position 4111: 0.016122043495712682
Position 13939: 0.015215875497750138
Position 6533: 0.01462576783065665
Position 1462: 0.01351052514632075
Position 863: 0.012567891164893472
Position 3604: 0.011620472217704115
Position 10567: 0.011344412959477015
Position 10745: 0.010752479936472735
Position 13586: 0.009305811690817765
Position 3370: 0.008827009208567474
Position 5747: 0.0077497040328247035
Position 1970: 0.006910118021049222
Position 8230: 0.006889245330572271
Position 755: 0.006844458387755159
Position 7887: 0.006806583207616585
Position 10697: 0.006626666316047273
Position 5842: 0.006061182677619968
Position 2994: 0.005996532671077295
Position 13850: 0.005861786817429776
Position 508: 0.0056027644361613645
Position 1586: 0.005602049766783938
Position 1420: 0.005219694685528698
Position 9122: 0.004762297757990529
Position 729: 0.004647156689926481
Position 866: 0.004635003282764805
