Gene = TMEM167B
index = 1418
Annotated 5SS: [1080 3219]
Annotated 3SS: [3086 4613]
SMsplice 5SS: [1080]
SMsplice 3SS: [3086]
top_k =  1000
Partition function (log Z): -11.438107788268683

Sorted 5' Splice Sites (High to Low Probability):
Position 1080: 0.5894298765394688
Position 3219: 0.5081210357839673
Position 611: 0.3260126883442801
Position 680: 0.20568047178905674
Position 1946: 0.15858707085686896
Position 2727: 0.15591710981548026
Position 1363: 0.05395209511095538
Position 6807: 0.04823643443082264
Position 3204: 0.030886396268163103
Position 6801: 0.02976658637775691
Position 2450: 0.02756857321115274
Position 1376: 0.02147922107717953
Position 3292: 0.018522679206173592
Position 3548: 0.01308140041620255
Position 298: 0.008951983631670083
Position 2423: 0.008721412506360686
Position 6518: 0.008645278640837709
Position 828: 0.0070854188839110524
Position 3392: 0.006989410581363318
Position 4773: 0.006367823079653959
Position 1971: 0.005625737880046327
Position 3280: 0.00528682136489431
Position 154: 0.005212129944732201
Position 1053: 0.005133308174499684
Position 3887: 0.0047745633024118585
Position 2182: 0.0044705588619218875
Position 1106: 0.0034297591395192487
Position 5450: 0.003156895413636714
Position 1516: 0.0027842012479270626
Position 431: 0.0021408725004210738
Position 6567: 0.002093921953512276
Position 1842: 0.0020551955619705566
Position 571: 0.001959510524929593
Position 2203: 0.001800508916216617
Position 516: 0.0017005591016223441
Position 2134: 0.0013751638096442182
Position 368: 0.0011958842360124805
Position 2043: 0.0008616911116193106
Position 865: 0.0007637694209340943
Position 4121: 0.0006631301522969792
Position 2975: 0.0006055387274252779
Position 631: 0.0005433065152701459
Position 6117: 0.0004301594830736673
Position 1592: 0.0003368675379213894
Position 1933: 0.00031482253985460744
Position 2956: 0.0003076724256169737
Position 2921: 0.00024572150101313025
Position 10: 0.00018069554241717243
Position 7: 0.00017823568610253487
Position 3666: 0.0001755760901801978
Position 1220: 0.00013869717974270308
Position 2908: 0.00011289033734885524
Position 2434: 0.0001127936238701974
Position 186: 9.139454101511842e-05
Position 1451: 8.696427238552726e-05
Position 2015: 7.05812180855548e-05
Position 325: 4.3964626990419776e-05
Position 3674: 2.7822180842519025e-05
Position 1581: 2.480977678816889e-05
Position 537: 2.3707355939039004e-05
Position 1242: 1.5024901665881198e-05
Position 1630: 1.1896765851883527e-05
Position 458: 1.1067801125017581e-05
Position 1602: 1.0212202664883973e-05
Position 3865: 1.011118279611469e-05
Position 1459: 9.888116378224426e-06
Position 269: 9.637292269140331e-06
Position 265: 9.199412099627532e-06
Position 39: 6.033112664284981e-06
Position 1522: 5.926499521374085e-06
Position 649: 5.178654224462691e-06
Position 278: 4.650551897796067e-06
Position 876: 4.6180369418640724e-06
Position 83: 4.380258370934136e-06
Position 916: 4.194964413464245e-06
Position 1112: 3.4161452425645362e-06
Position 377: 3.156516647171402e-06
Position 402: 1.8839377207087388e-06
Position 255: 1.756894245252028e-06
Position 990: 1.6765202722809242e-06
Position 244: 1.629367589177971e-06
Position 398: 1.5203657865899373e-06
Position 949: 1.1128929780742805e-06
Position 1509: 1.0747730047916924e-06
Position 411: 9.848589990628766e-07
Position 241: 8.561075667734032e-07
Position 639: 7.150649360621198e-07
Position 388: 5.476549265032762e-07
Position 235: 4.485440277498391e-07
Position 595: 3.0654313307496297e-07
Position 48: 1.8218663815121253e-07
Position 475: 1.7273325346869722e-07
Position 51: 1.6502989694222445e-07
Position 967: 1.610882536717934e-07
Position 45: 1.4151938941553747e-07
Position 54: 1.3513086586928845e-07
Position 1275: 1.2380613923342904e-07
Position 57: 1.1173393178576177e-07
Position 60: 1.0753197129014105e-07
Position 63: 8.720373588317048e-08
Position 66: 7.556374267675046e-08
Position 992: 4.9814524428597e-08
Position 372: 4.300608444776457e-08
Position 1132: 2.1358570033379466e-08
Position 814: 2.0427509324621557e-08
Position 1156: 1.517388267443555e-08
Position 110: 3.458282738704924e-09
Position 95: 2.500583930945369e-09
Position 69: 1.6274283227589558e-10
Position 548: 7.605291309933128e-11
Position 502: 3.873705082614403e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3086: 0.6670309951029335
Position 6966: 0.21001808330706384
Position 2546: 0.11372175276319181
Position 6623: 0.10255276539063657
Position 4613: 0.0910285041373088
Position 5023: 0.07987150278783252
Position 5813: 0.0763923422726078
Position 793: 0.07324101637239244
Position 1052: 0.06803171755764302
Position 1182: 0.06063836015209247
Position 6397: 0.059919092385127166
Position 1341: 0.05788381930577005
Position 6674: 0.05627707031188003
Position 2391: 0.05293438402547445
Position 5842: 0.04498244866720602
Position 1689: 0.04142668804442098
Position 1773: 0.03784437353844136
Position 1724: 0.03305855763190912
Position 1856: 0.027291140401646225
Position 3324: 0.02222504478116103
Position 2275: 0.020836687686959544
Position 1912: 0.019747154263081164
Position 967: 0.018764290287572406
Position 5207: 0.017617687719972998
Position 2415: 0.01741113615261577
Position 3790: 0.01721334514196958
Position 1759: 0.01573719108854028
Position 1266: 0.012526614288302176
Position 4806: 0.010485276866001028
Position 2510: 0.010478870742368229
Position 4878: 0.009727684592726781
Position 1655: 0.008411699577611072
Position 6687: 0.008131433121892033
Position 5416: 0.007577631971342809
Position 3932: 0.0060876022490573565
Position 4732: 0.005714500070395484
Position 3218: 0.005140419290873413
Position 3440: 0.004939517717659107
Position 3979: 0.004930845800357246
Position 6597: 0.004709109487430298
Position 876: 0.004655021212349216
Position 2813: 0.0046144890915778836
Position 3014: 0.004293722210917634
Position 5898: 0.004076259743581874
Position 2579: 0.00395254903691154
Position 3731: 0.003636138490955003
Position 1058: 0.003604550390071973
Position 6411: 0.0030027704934817018
Position 914: 0.002939734574415446
Position 4228: 0.0029345923779171943
Position 5775: 0.0026705585617842363
Position 5536: 0.002659095320670035
Position 2678: 0.002653841772084121
Position 6865: 0.002454912021918364
Position 2001: 0.0023562628820668896
Position 6374: 0.0020939219446259602
Position 4705: 0.002055184390302891
Position 6566: 0.0019041104543688987
Position 3489: 0.0018022685339586417
Position 5730: 0.0017155194693507562
Position 3151: 0.0016927529445707765
Position 3480: 0.0015831091748338942
Position 6455: 0.0015676527021856311
Position 5516: 0.0015152973257349749
Position 2561: 0.001427278054342508
Position 6862: 0.0014031436940235844
Position 2328: 0.0012626933153348115
Position 6327: 0.0010642960063939977
Position 3886: 0.0010213896125805522
Position 2598: 0.0010118903589602202
Position 5679: 0.0009779753278952124
Position 5885: 0.0009322188522676735
Position 4535: 0.0009279550285832404
Position 6167: 0.0009207981584872362
Position 1581: 0.0008288255930550863
Position 803: 0.0008233930457522
Position 5905: 0.0007474033156145465
Position 847: 0.0007194387996764867
Position 990: 0.0006908775504271322
Position 3457: 0.0006612557516222455
Position 1729: 0.0005669816841281155
Position 4632: 0.0005619539787934114
Position 2707: 0.0005541186489129165
Position 4922: 0.0005457458126010735
Position 2365: 0.0005419041866848719
Position 701: 0.0004890289258510327
Position 1454: 0.00046704195324491943
Position 1842: 0.0004363496526874386
Position 2007: 0.00042500992588406485
Position 3379: 0.000417404995090808
Position 704: 0.0004059871632022909
Position 6006: 0.00033717035591899206
Position 3815: 0.00029876491934184145
Position 5555: 0.0002947372932588749
Position 1829: 0.00027607344088787726
Position 542: 0.0002745270824510852
Position 5601: 0.00026607128047442054
Position 3762: 0.00026027451504154854
Position 406: 0.0002506039335827671
Position 2645: 0.0002273042319732722
Position 5034: 0.00022230173750375628
Position 1525: 0.00021077096962928568
Position 901: 0.0001990987563735478
Position 2302: 0.00019509042986091358
Position 4975: 0.00018863550892333805
Position 515: 0.00014061662100164172
Position 779: 0.00013959491270204447
Position 828: 0.0001292971768923844
Position 773: 0.00012873377786547864
Position 4236: 0.0001060558218953159
Position 2334: 9.313009086990325e-05
Position 1778: 8.917326716590261e-05
Position 997: 6.789557251082968e-05
Position 1870: 6.2703576834729e-05
Position 430: 5.874524878920943e-05
Position 1275: 5.2350487072322394e-05
Position 885: 3.541499200079947e-05
Position 1362: 3.212015582993119e-05
Position 1628: 3.18043692357626e-05
Position 1423: 3.162032792706392e-05
Position 1816: 3.0379652679587082e-05
Position 2371: 1.9454140925078556e-05
Position 2107: 1.909345416110808e-05
Position 679: 1.593329455455828e-05
Position 472: 8.824621927519359e-06
Position 458: 8.169227054728481e-06
Position 1798: 7.631668143859807e-06
Position 1726: 7.3147068194879425e-06
Position 1667: 5.231768292916784e-06
Position 380: 4.917066966575869e-06
Position 2065: 4.494860128601747e-06
Position 1360: 3.0468013963605347e-06
Position 2023: 2.418776869450255e-06
Position 575: 2.3082203322800437e-06
Position 835: 2.068966985275434e-06
Position 3461: 1.6157593413221339e-06
Position 1618: 1.554510681738805e-06
Position 610: 1.283448555923178e-06
Position 808: 1.236335852933228e-06
Position 1299: 1.078652283492586e-06
Position 1639: 1.008725501932734e-06
Position 3238: 8.857844326144057e-07
Position 2038: 8.477491868500564e-07
Position 548: 7.832117681311777e-07
Position 843: 7.403846244268976e-07
Position 1064: 6.875709804441707e-07
Position 377: 6.847788334539343e-07
Position 683: 5.847444901051082e-07
Position 557: 4.7539835284728244e-07
Position 584: 4.1038875723396464e-07
Position 3265: 3.9710264725287157e-07
Position 571: 3.0795949368868027e-07
Position 1484: 2.8267133362959397e-07
Position 1790: 2.7963386747520864e-07
Position 1565: 2.2504051181339365e-07
Position 1367: 1.9466557021326594e-07
Position 273: 1.7742854831043397e-07
Position 739: 1.538146588447733e-07
