Gene = ALG6
index = 75
Annotated 5SS: [   98  3470 29008 34754 36952 38810 39537 43742 44472 46557 48368 51851
 61212 61537]
Annotated 3SS: [ 3180 28922 34663 36862 38726 39471 43555 44335 46470 48282 51779 61142
 61337 69232]
SMsplice 5SS: [   98  3698 24080 29008 34754 36952 46557 48368 51851 61537]
SMsplice 3SS: [ 3519 23909 28922 34663 36862 46470 48282 51779 61337 69232]
top_k =  1000
Partition function (log Z): -36.54468881467758

Sorted 5' Splice Sites (High to Low Probability):
Position 3698: 0.9420636016381783
Position 98: 0.4115850979682918
Position 275: 0.3833080254008856
Position 8653: 0.37911291432023736
Position 1407: 0.3306259876807669
Position 3470: 0.2792025221095897
Position 1593: 0.26176254448242814
Position 2587: 0.10356076964289172
Position 3399: 0.07734821158391389
Position 601: 0.06636620236831524
Position 1608: 0.03735064165622428
Position 148: 0.01597036353194894
Position 631: 0.015677366482784463
Position 3336: 0.013480876916738702
Position 895: 0.013267813541617478
Position 3436: 0.01233612046590089
Position 3350: 0.010884470834726162
Position 120: 0.009980151101026898
Position 2855: 0.006878244170648483
Position 3136: 0.00598631278478841
Position 9650: 0.005827461480909688
Position 6469: 0.004994786848771779
Position 266: 0.00426319109111475
Position 2859: 0.0036634764127301215
Position 3315: 0.00310435192855782
Position 733: 0.0026307263877744184
Position 10287: 0.0025114984844814736
Position 1981: 0.001761541138802913
Position 270: 0.001723711722797838
Position 823: 0.0016632761991490497
Position 792: 0.0015074583169634745
Position 11133: 0.0013943229983758405
Position 10648: 0.001307730209194066
Position 288: 0.0011597714450037858
Position 486: 0.0010552772713468457
Position 490: 0.0010188038806568365
Position 3412: 0.0009897770592790219
Position 1561: 0.0008755434629283406
Position 259: 0.0007164456737117226
Position 1147: 0.0007040325934295266
Position 3285: 0.0006906287913605183
Position 1524: 0.0005942316686731406
Position 1256: 0.0005117529104310129
Position 11526: 0.0004553574829644879
Position 11568: 0.0004220965643428065
Position 3915: 0.0003654114414083739
Position 5695: 0.0003209668682505119
Position 1191: 0.00022207631233436172
Position 196: 0.00013567493534663144
Position 1906: 0.00013279933791487058
Position 9608: 0.0001221992707209929
Position 2508: 9.669325973295702e-05
Position 535: 8.971815340445831e-05
Position 1520: 8.597353010209633e-05
Position 2834: 8.255316157479954e-05
Position 722: 8.142652224412542e-05
Position 437: 7.843437203275764e-05
Position 140: 7.830326750148095e-05
Position 7515: 7.575389141042986e-05
Position 4504: 7.372369787028253e-05
Position 1006: 6.561955660510554e-05
Position 2464: 5.650412694453686e-05
Position 2288: 5.560154866767027e-05
Position 442: 5.427834774248247e-05
Position 342: 3.8748158655013934e-05
Position 10041: 3.437962885027726e-05
Position 454: 2.8821373026484675e-05
Position 662: 2.0317989473968525e-05
Position 593: 1.3418197177675427e-05
Position 1274: 1.1334489766384567e-05
Position 1174: 8.254766443572552e-06
Position 3670: 7.257472515099719e-06
Position 881: 6.4396397794968015e-06
Position 2158: 4.1856101259830575e-06
Position 138: 3.3636871977143343e-06
Position 439: 2.678857046249207e-06
Position 4293: 2.20658681233396e-06
Position 319: 4.185292195429232e-07
Position 9137: 4.110100986577422e-07
Position 8004: 3.65108994773651e-07
Position 2937: 2.0497012166361088e-07
Position 3882: 1.9090981200598515e-07
Position 444: 1.7236766132857084e-07
Position 294: 1.249779074526184e-07
Position 522: 1.0561379392873586e-07
Position 297: 9.676870068883711e-08
Position 640: 6.801864851871354e-08
Position 678: 6.218666638611047e-08
Position 18: 5.602004061779837e-08
Position 6310: 2.211046998171769e-08
Position 615: 1.485700182693658e-08
Position 814: 2.8330171226703448e-09
