Gene = TAC1
index = 1369
Annotated 5SS: [ 288  828 1912 2385 2942 4445]
Annotated 3SS: [ 695 1814 2339 2917 4390 7965]
SMsplice 5SS: [ 288  828 1912 2942 8067]
SMsplice 3SS: [ 752 1814 2917 7965 8217]
top_k =  1000
Partition function (log Z): 0.5945298965578525

Sorted 5' Splice Sites (High to Low Probability):
Position 828: 0.9808102259851449
Position 1912: 0.9168235327388566
Position 288: 0.9017955429646287
Position 2942: 0.7667048962177871
Position 8067: 0.699185124980631
Position 6452: 0.3070377639347215
Position 555: 0.18240830555601753
Position 4445: 0.17385461705433725
Position 2243: 0.05784472590569947
Position 1115: 0.056832736989752775
Position 2385: 0.04687736721573662
Position 7330: 0.04126918203276411
Position 6990: 0.03669280162090527
Position 120: 0.026760513157275533
Position 457: 0.019609566364997486
Position 3405: 0.018513067468488343
Position 2298: 0.017878145579132643
Position 6472: 0.015083297370792849
Position 1467: 0.015016769991422933
Position 7274: 0.014156526960931308
Position 6289: 0.012122836655596032
Position 549: 0.00955931135829092
Position 3183: 0.009223053185788775
Position 5833: 0.009048710582441196
Position 467: 0.008824241447863776
Position 3537: 0.008423489730430559
Position 806: 0.0074813244635621645
Position 4707: 0.006512882759521641
Position 7217: 0.005554095775760596
Position 3448: 0.00554827145437409
Position 2689: 0.004760398202277195
Position 463: 0.0036048353762824508
Position 7319: 0.0035676025091203453
Position 1535: 0.0035128913616519937
Position 1510: 0.0027472931319948092
Position 5529: 0.0020858929584908134
Position 99: 0.0020606408687532845
Position 1935: 0.0019624002036862337
Position 7243: 0.00181899439982752
Position 235: 0.0014904747996572786
Position 3104: 0.0014841030818624973
Position 7772: 0.0013511672988169624
Position 278: 0.0013197169770772404
Position 2981: 0.001111029867204244
Position 7546: 0.001060892668952227
Position 4476: 0.0009231629037028431
Position 1383: 0.0008893019898669925
Position 2631: 0.0008360350956712642
Position 350: 0.0008156349179839941
Position 1635: 0.0007906907888298808
Position 303: 0.0007591563071613326
Position 449: 0.0007425073697249541
Position 2430: 0.0006588245002576128
Position 471: 0.0006193481311931792
Position 124: 0.0005283313847373343
Position 104: 0.0005212896648905755
Position 3635: 0.00043437430473750635
Position 8388: 0.0004180324979073219
Position 2186: 0.0003806177164562848
Position 8410: 0.00032463816287545995
Position 459: 0.00022705987115118772
Position 1274: 0.00015116072469186536
Position 219: 0.00013775395347016372
Position 8396: 0.00012143714430693322
Position 1063: 9.831287690453406e-05
Position 3120: 9.732358213607668e-05
Position 2207: 8.179215223524173e-05
Position 952: 7.893785523694892e-05
Position 2027: 7.463483591440839e-05
Position 1208: 6.850535382122927e-05
Position 386: 6.525723623301663e-05
Position 1505: 6.213591231004111e-05
Position 3752: 6.191514818347582e-05
Position 33: 6.185122993529302e-05
Position 797: 6.016260670520466e-05
Position 1731: 5.5226385550367636e-05
Position 947: 4.681560341960477e-05
Position 441: 3.922118216621358e-05
Position 1987: 3.805553510986622e-05
Position 1396: 3.243184196075097e-05
Position 587: 3.06672929737438e-05
Position 1157: 2.9570406713445406e-05
Position 343: 2.6589933132169704e-05
Position 1293: 2.5116776749773e-05
Position 2249: 2.3111439094195038e-05
Position 2102: 2.0798240653256298e-05
Position 324: 2.0667892350805025e-05
Position 1977: 1.9316513577633386e-05
Position 1344: 1.758463795156985e-05
