Gene = LSMEM2
index = 806
Annotated 5SS: [ 145 7558 7836]
Annotated 3SS: [7443 7646 8041]
SMsplice 5SS: [ 145 7558 7836]
SMsplice 3SS: [7443 7649 8041]
top_k =  1000
Partition function (log Z): -7.5576021016250206

Sorted 5' Splice Sites (High to Low Probability):
Position 145: 0.9777539426637629
Position 7558: 0.7521096699327973
Position 7836: 0.5877410007457647
Position 3582: 0.2467645993493407
Position 436: 0.18429553324389183
Position 7512: 0.1464806307529478
Position 8153: 0.03569379056765855
Position 8203: 0.031022103985509728
Position 7193: 0.022409844636093912
Position 3490: 0.01856079506038392
Position 453: 0.01598700050979971
Position 502: 0.01221294348981197
Position 7299: 0.010239019295570586
Position 7263: 0.009503564712928758
Position 7527: 0.005521879453216744
Position 6757: 0.00409715622884518
Position 8287: 0.004053497229224414
Position 3103: 0.0033288103965989075
Position 155: 0.002971128330071232
Position 469: 0.0021300169334831595
Position 530: 0.0018903077291784597
Position 3645: 0.0017082733833938776
Position 7857: 0.0016141141515458692
Position 1459: 0.0014227793831444444
Position 7851: 0.0012279605506273137
Position 7790: 0.0010723282702149325
Position 7610: 0.0010197099665926735
Position 3842: 0.0009980331431806934
Position 3372: 0.0006488941996744959
Position 8404: 0.0006341759441612085
Position 7750: 0.0005213300828272485
Position 8240: 0.0003993102740030495
Position 8213: 0.00026353213159886714
Position 410: 0.0001982230334593877
Position 506: 0.00018281659488898045
Position 8205: 0.00017140663341387537
Position 403: 0.00014321605125363623
Position 1844: 0.00013774967018404026
Position 440: 0.00013565236796682888
Position 7723: 0.00011713103922434351
Position 248: 8.112196155367307e-05
Position 1126: 6.435404920399869e-05
Position 1408: 6.172797923811708e-05
Position 187: 7.680990460239752e-06
Position 7915: 6.104170115304514e-06
Position 7765: 4.8542432929787796e-06
Position 5691: 2.2880749000680313e-06
Position 245: 2.1598869822440173e-06
Position 5399: 1.9984041324586014e-06
Position 182: 1.5514492511456612e-06
Position 3385: 1.465219370261754e-06
Position 7972: 7.176965124236293e-07
Position 279: 4.989347719522591e-07
Position 766: 4.001693016279231e-08
Position 69: 3.3452884175468326e-08
Position 221: 3.0378146535622405e-08
Position 195: 2.401578007333543e-08
Position 747: 2.175574163261414e-08
Position 553: 1.4292456780987502e-08
Position 1082: 1.4292446720570475e-08
Position 74: 1.3639138263017198e-08
Position 252: 9.869307151422516e-09
Position 238: 5.58035837985621e-09
Position 357: 4.0032600213254024e-09
Position 698: 2.0046489912724155e-09
Position 629: 1.38382027314748e-09
Position 298: 6.166158746511077e-10
Position 752: 4.5795317337689357e-10
Position 609: 3.633670545175944e-10
Position 414: 3.3488917151335665e-10
Position 556: 2.9344527334186414e-10
Position 336: 4.114948863584623e-11
Position 1364: 1.645331871115324e-11
Position 793: 2.775739687543709e-15
Position 442: 2.225229829077525e-15
Position 512: 8.775805144853087e-17
Position 509: 8.605523766922434e-17
Position 428: 2.382856843879283e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 7443: 0.856725238165544
Position 8041: 0.7701947853848877
Position 7649: 0.4626979214107093
Position 3482: 0.21055345564974107
Position 7646: 0.1278224415671664
Position 7732: 0.1031870608988282
Position 303: 0.08544286305593256
Position 273: 0.08148002467429666
Position 8091: 0.05018175067043218
Position 7136: 0.03972833383033001
Position 8782: 0.039411843531816815
Position 3448: 0.028711647123265134
Position 8470: 0.02262514152276627
Position 345: 0.022375669978084184
Position 7253: 0.016957236741053032
Position 8764: 0.014495075005692958
Position 7363: 0.010838741165027133
Position 8403: 0.010214015887805754
Position 7425: 0.00907292910567211
Position 3522: 0.008388138172175742
Position 7379: 0.007765965270680954
Position 7755: 0.007184771380478745
Position 8352: 0.007166117838730893
Position 7991: 0.007084384932018883
Position 3489: 0.006523145319501276
Position 248: 0.005959860180816084
Position 3301: 0.005755095516926295
Position 7676: 0.004819116489525385
Position 8823: 0.004199083461992948
Position 8915: 0.0031443491633052433
Position 3225: 0.003005421384745896
Position 8049: 0.0027822445725729657
