Gene = UFC1
index = 1527
Annotated 5SS: [ 369 3266 3566 3942 4460]
Annotated 3SS: [3197 3501 3864 4368 4659]
SMsplice 5SS: [ 319 3266 3595 3942 4460]
SMsplice 3SS: [3197 3501 3846 4368 4659]
top_k =  1000
Partition function (log Z): 5.829928431798708

Sorted 5' Splice Sites (High to Low Probability):
Position 3942: 0.956303260036718
Position 3266: 0.9341384512619502
Position 4460: 0.8903901323751561
Position 319: 0.6397161614109916
Position 3595: 0.6067653236288806
Position 3566: 0.3349523061013977
Position 195: 0.218435837079248
Position 369: 0.12877110805659353
Position 98: 0.05290105243271213
Position 1833: 0.046116602293307406
Position 3740: 0.043552387049893185
Position 3270: 0.03220365094208857
Position 3287: 0.030835975702913347
Position 556: 0.016521706401860715
Position 1474: 0.01562605943442691
Position 1940: 0.014314552376828004
Position 1080: 0.010009806282180482
Position 19: 0.00492075845654966
Position 628: 0.0044213148684624564
Position 4148: 0.004237589245987559
Position 2227: 0.003955575077308382
Position 1916: 0.0023190066233043567
Position 1162: 0.0018166247809994543
Position 3689: 0.0016174338394676347
Position 106: 0.001572221677911279
Position 3484: 0.001520694658509476
Position 1017: 0.0014521955849656988
Position 288: 0.0013600397212692903
Position 1320: 0.0012809018004673039
Position 3797: 0.0012339258905163422
Position 2596: 0.0011667898204214676
Position 3625: 0.001142234301481116
Position 326: 0.0010597189073213954
Position 3936: 0.0010132298206605916
Position 330: 0.0010067977407341824
Position 4055: 0.0009020629429431885
Position 2137: 0.000801355742258525
Position 3520: 0.0007913525574153719
Position 530: 0.0007909903305219017
Position 651: 0.0006163362325730247
Position 3294: 0.0005911585787896503
Position 139: 0.0005170602769852987
Position 3502: 0.0005025139071136644
Position 173: 0.0004345010623312187
Position 2233: 0.00043354479725448444
Position 4626: 0.000426971559182485
Position 2729: 0.000426147600320988
Position 2564: 0.00040348706473710143
Position 2354: 0.00036830311899984996
Position 561: 0.00035654854568247673
Position 2364: 0.0003218103767328744
