Gene = RP11-80H18.3
index = 1181
Annotated 5SS: [  146  4320  9532 10320 10722]
Annotated 3SS: [ 4234  9449 10225 10642 11167]
SMsplice 5SS: [  380  4135  4320 10320 10722]
SMsplice 3SS: [ 4036  4234 10242 10642 11167]
top_k =  1000
Partition function (log Z): -0.42977612202976667

Sorted 5' Splice Sites (High to Low Probability):
Position 4320: 0.980556129751306
Position 4135: 0.980290028267942
Position 380: 0.979027674991363
Position 10320: 0.7516040027429198
Position 10722: 0.5289480286893441
Position 6131: 0.47486950745135076
Position 10094: 0.4496667540429669
Position 1900: 0.25627338595749133
Position 146: 0.15119157092293764
Position 9733: 0.07081231325239702
Position 230: 0.05501685641993598
Position 9083: 0.045881739894718464
Position 1708: 0.025486984466649175
Position 3920: 0.018443994627783643
Position 3471: 0.014908505876830198
Position 1641: 0.011806652339496338
Position 1535: 0.007990343276493403
Position 10062: 0.0074634505398645905
Position 2647: 0.007344478618045167
Position 11196: 0.006541411860275681
Position 5785: 0.006530468549747949
Position 10205: 0.004778179226945174
Position 943: 0.004391628844470459
Position 4429: 0.004179111910786567
Position 114: 0.0031782123763688915
Position 3214: 0.002896126764169311
Position 10713: 0.002840577058899351
Position 5719: 0.0028055195391207353
Position 142: 0.0027827046969952853
Position 11379: 0.0025781863509468693
Position 4361: 0.002465245604833026
Position 4477: 0.0024268962332833284
Position 1493: 0.0021135599780003865
Position 7275: 0.0018061530642203014
Position 4335: 0.0017777540730834862
Position 844: 0.0016906827802544782
Position 1587: 0.001591773178896422
Position 11374: 0.001354891726811898
Position 1837: 0.001320830496221105
Position 3405: 0.0013192814469919518
Position 2089: 0.0013143354409078495
Position 3912: 0.0012666513264939071
Position 3437: 0.001263830105587665
Position 1467: 0.0012331394504810948
Position 436: 0.0011963404733825718
Position 4517: 0.0011426494249755985
Position 2174: 0.0011193217617582623
Position 5702: 0.0010237489525501211
Position 10815: 0.0009285650429608737
Position 1404: 0.0008838446270497095
Position 24: 0.0007080160139386104
Position 11333: 0.000567019059228759
Position 90: 0.0005578180889590058
Position 5010: 0.0003937857285771914
Position 241: 0.0003916648080810523
Position 150: 0.00038256695732345763
Position 5211: 0.0003456156275106362
Position 9684: 0.00028057364873850877
Position 2593: 0.0002545759406894685
Position 5578: 0.0002125113621907885
Position 10767: 0.00020070667270607337
Position 5119: 0.00018971377371384128
Position 4127: 0.00016258017714924306
Position 1459: 0.00014602859649805885
Position 1323: 0.00014300522672410396
Position 4491: 0.00014289055812435165
Position 756: 0.00013849224658498284
Position 5728: 0.00012859102641894917
Position 682: 0.00012530905728709506
Position 4139: 0.00012263059859202958
Position 482: 0.00012211976743282181
Position 4445: 0.00010872075027768414
Position 4390: 0.00010307340115939525
Position 9099: 7.794668008894664e-05
Position 580: 6.384733656603408e-05
Position 174: 6.160942851698536e-05
Position 4600: 5.3952848186766734e-05
Position 5774: 5.328442364223983e-05
Position 825: 3.209219615357754e-05
Position 9242: 3.105237977098198e-05
Position 5746: 2.7504681869090196e-05
Position 8356: 2.5678767986377984e-05
Position 194: 2.3590838938759458e-05
