Gene = IL20RB
index = 691
Annotated 5SS: [  337 22728 24486 31701 34224 37692]
Annotated 3SS: [22600 24294 31575 34072 37548 52247]
SMsplice 5SS: [  337 10871 18063 22728 24486 28920 29153 31056 31701 37692]
SMsplice 3SS: [10790 17954 22629 24294 28828 29013 30965 31575 37548 52247]
top_k =  1000
Partition function (log Z): -7.744050538204991

Sorted 5' Splice Sites (High to Low Probability):
Position 24486: 0.9999615901082086
Position 337: 0.9908462947673718
Position 37692: 0.9798180522926075
Position 22728: 0.9679146641085775
Position 28920: 0.9295330069841955
Position 10871: 0.9259598434078211
Position 29153: 0.8796574714263075
Position 31056: 0.7289028839479147
Position 18063: 0.7025601712868632
Position 31701: 0.6894225476168263
Position 20203: 0.43435784890143586
Position 43117: 0.3496433240155742
Position 34224: 0.2951119167290412
Position 32192: 0.1769785961932357
Position 6923: 0.1764018431180502
Position 31762: 0.16618860197298127
Position 37252: 0.15072886120574996
Position 32214: 0.11949229673033934
Position 1816: 0.1194432835798156
Position 36898: 0.1102753648507995
Position 32136: 0.10535801781819243
Position 9022: 0.09904534305763901
Position 32796: 0.0986126160302337
Position 32837: 0.09719397960214926
Position 3031: 0.0966730577512849
Position 1502: 0.09426818646801416
Position 32111: 0.08430435346009346
Position 10463: 0.08268247402290776
Position 32943: 0.07413152621073839
Position 29051: 0.04967336707219713
Position 810: 0.04456526536901033
Position 42108: 0.04127590268112394
Position 36871: 0.033929150874023206
Position 3707: 0.0336586036819611
Position 32904: 0.0336425948545118
Position 23118: 0.0334018743131416
Position 35354: 0.02840843676469232
Position 38798: 0.027100168768255033
Position 30479: 0.02703703067986255
Position 32991: 0.026388955632769454
Position 1923: 0.021891236498382236
Position 7553: 0.02079681298991461
Position 35206: 0.020279855990468717
Position 3146: 0.01911578971417445
Position 36728: 0.017044449999613086
Position 34694: 0.01682083717944359
Position 33585: 0.015765042737929818
Position 41690: 0.015756285968982882
Position 2944: 0.015753150095110382
Position 38180: 0.015111024512806409
Position 10231: 0.014427305457732041
Position 32094: 0.014216029025769074
Position 33581: 0.01281511828358673
Position 34088: 0.01268274929183299
Position 23876: 0.011777502451119057
Position 34588: 0.011630425052309214
Position 8566: 0.010065185183247382
Position 7257: 0.009750798848866444
Position 43171: 0.008202316156207258
Position 22976: 0.00817138077507666
Position 34183: 0.007066983006414232
Position 8478: 0.005602931791442515
Position 32857: 0.005288471078773915
Position 36908: 0.005073056629379521
Position 20217: 0.004813807455421676
Position 34570: 0.004716312837425376
Position 31726: 0.0034478682777063954
Position 31024: 0.00330322164985355
Position 31936: 0.0032419904853566014
Position 32128: 0.0028435052240954797
Position 35401: 0.002085388655343768
Position 29890: 0.0019067120821831777
Position 1517: 0.0016167349668158749
Position 41730: 0.0013370144536572239
Position 5252: 0.001263014540810997
Position 341: 0.0012314865053850925
Position 33112: 0.0011949166823904795
Position 33502: 0.0011545303938002257
Position 1620: 0.0010706481896469269
Position 687: 0.0010524692875910362
Position 31693: 0.001019023536839751
Position 43101: 0.0008984148112210988
Position 32930: 0.0006699612133493107
Position 32710: 0.0006418682283972151
Position 3127: 0.0006325337349185349
Position 33628: 0.000607701664594069
Position 32113: 0.0005632809033790087
Position 5568: 0.0005283493966139753
Position 32961: 0.0004965970443229569
Position 24876: 0.000398012592909161
Position 7881: 0.00039077641124619006
Position 37622: 0.00038815699939326353
Position 32908: 0.00037761670387308113
Position 32168: 0.00036097056858333125
Position 33670: 0.000354610374075114
Position 5311: 0.0003532533122606101
Position 31626: 0.000345813347798603
Position 31507: 0.00033579719686538395
Position 32913: 0.0002913657364115048
Position 5882: 0.0002837983724281257
Position 37700: 0.00022687017762889228
Position 38269: 0.00015841138007489358
Position 1147: 0.00014434199544036445
Position 230: 0.00013487760451756889
Position 1777: 0.00012378822244916524
Position 861: 0.0001232350272633876
Position 1971: 8.85800739981664e-05
Position 2847: 6.179431562961909e-05
Position 384: 4.395211459779132e-05
Position 2087: 3.932930788363858e-05
Position 37856: 3.756259127886374e-05
Position 7116: 3.473055240456777e-05
Position 37671: 2.9409256954138603e-05
Position 37674: 2.840988014147014e-05
