Gene = LECT2
index = 777
Annotated 5SS: [ 247 2164 3812]
Annotated 3SS: [2066 3665 7536]
SMsplice 5SS: [ 247 2164 3812]
SMsplice 3SS: [2066 3665 7536]
top_k =  1000
Partition function (log Z): -0.792930484476809

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9992384362578283
Position 2164: 0.9781907086993152
Position 3812: 0.8987768685080686
Position 4074: 0.14717386181340145
Position 5843: 0.11045370026100079
Position 2336: 0.08471389655618035
Position 3039: 0.050391522251498476
Position 4916: 0.0448115072012911
Position 5085: 0.03510870108687696
Position 4413: 0.02095382139911286
Position 3052: 0.014471919979070148
Position 3208: 0.010704203359704205
Position 7718: 0.008958735954911614
Position 4386: 0.008641411561631543
Position 3021: 0.007955934008052485
Position 4024: 0.00785670157356927
Position 4949: 0.006303427664729226
Position 2504: 0.005268940829878352
Position 3343: 0.00490349089313904
Position 6700: 0.0037427937103799674
Position 3999: 0.003733499100710233
Position 5801: 0.0032297901897519006
Position 3176: 0.0030947534734635123
Position 2601: 0.0029366036757169016
Position 4446: 0.002903639362820471
Position 5840: 0.0026461687761815894
Position 3821: 0.0017536617043878754
Position 957: 0.0017257113610614494
Position 1799: 0.0016689581094452852
Position 612: 0.0016365986640062187
Position 847: 0.0016148997471074683
Position 869: 0.0013774817259446402
Position 6159: 0.0013167850167718604
Position 7700: 0.0012897988890879823
Position 1682: 0.0012497797080791417
Position 6880: 0.0010436849140149727
Position 1634: 0.0010129992213553387
Position 2546: 0.0010028614605091892
Position 5229: 0.0009472991227352697
Position 1288: 0.0009441350490798384
Position 4231: 0.0009043405806722312
Position 756: 0.0008349587937497943
Position 5577: 0.0006405392139853379
Position 2943: 0.0005654106698973519
Position 6127: 0.0005199953116504778
Position 1674: 0.000446990023434786
Position 666: 0.00033425924443763745
Position 3568: 0.00032929712838451834
Position 1495: 0.0002822782310479368
Position 7582: 0.00026053911356766364
Position 973: 0.000255436256215823
Position 1049: 0.0002505494667417573
Position 813: 0.00023320988884105228
Position 3879: 0.0002268797110987768
Position 1602: 0.00022204499646055856
Position 3946: 0.0001970399596932274
Position 3403: 0.00019215762535471984
Position 731: 0.00018563775133215377
Position 414: 0.0001784983738983005
Position 3263: 0.00017303659670723622
Position 1281: 0.00016298055294933645
Position 4741: 0.00014131010774686822
Position 7013: 0.00013679965022140816
Position 2284: 0.00013639553686380638
Position 232: 0.00011753887059137495
Position 851: 0.00011662482862558305
Position 2199: 0.00011305963054041398
Position 3586: 0.0001073180368781726
Position 461: 0.00010211436504801434
Position 2149: 9.733185454245255e-05
Position 3720: 8.862131850329982e-05
Position 3519: 8.743762502689964e-05
Position 5157: 8.101118730619903e-05
Position 2697: 7.79708416127827e-05
Position 2455: 7.400271677304543e-05
Position 4664: 7.164258060413915e-05
Position 5009: 7.145439842994225e-05
Position 5574: 6.708286229335736e-05
Position 504: 6.437258547763756e-05
Position 3498: 6.42229606592092e-05
Position 4404: 6.354989345074757e-05
Position 2757: 6.182600340079866e-05
Position 191: 6.08664276878021e-05
Position 3439: 5.9971584904856935e-05
Position 2731: 5.4462857577919005e-05
Position 3839: 5.1761999654008986e-05
Position 3991: 5.0679526954365716e-05
Position 3317: 4.8055620912760674e-05
Position 3888: 4.571758163677073e-05
Position 1078: 4.5161792762526554e-05
Position 1979: 4.486101729064859e-05
Position 1559: 4.1552316471403565e-05
Position 5089: 3.607321010544363e-05
Position 882: 2.785361833777998e-05
Position 1992: 2.6943638119273153e-05
Position 1644: 2.6686109194755317e-05
Position 1948: 2.6373727003117574e-05
Position 983: 2.4057580911674084e-05
Position 1142: 2.2629603572807998e-05
Position 436: 2.1966361506885173e-05
Position 1757: 2.1226869053332783e-05
Position 117: 2.0370702188316515e-05
Position 3791: 1.940994409821167e-05
Position 1089: 1.92034876903202e-05
Position 1751: 1.7119833514527686e-05
Position 1037: 1.5600226964910638e-05
Position 1994: 1.4205242374841645e-05
Position 258: 1.3289430704547502e-05
Position 962: 1.2600960739724783e-05
Position 1263: 1.252760069614422e-05
Position 3793: 9.92423090947556e-06
Position 1193: 9.03150816107579e-06
Position 542: 8.937933187689421e-06
Position 4234: 7.005373870403607e-06
Position 1679: 6.363900174309883e-06
Position 938: 5.945470485764876e-06
Position 1965: 4.9868600902341245e-06
Position 63: 4.205680550337177e-06
Position 396: 4.161972849007986e-06
Position 950: 3.930777567398167e-06
Position 465: 3.871307329272353e-06
Position 989: 3.666578050635706e-06
Position 1830: 3.467065385373377e-06
Position 2363: 3.3263661551988213e-06
Position 251: 3.1077057501854873e-06
Position 3612: 2.9284352703496256e-06
Position 3745: 2.7148039191277438e-06
Position 2921: 2.0389555966366843e-06
Position 2688: 1.8832941658234667e-06
Position 2514: 1.8517828231853717e-06
Position 4354: 1.8314531267770604e-06
Position 153: 1.6339273565670285e-06
Position 2127: 1.6247498561253277e-06
Position 3899: 1.5052600290249123e-06
Position 2623: 1.4666412480087174e-06
Position 4005: 1.2329230193830036e-06
Position 685: 1.0191169156357048e-06
Position 61: 8.425424679687794e-07
Position 325: 8.197973858611186e-07
Position 964: 6.996004154470882e-07
Position 358: 6.415938083922603e-07
Position 1064: 6.170687874403304e-07
Position 151: 5.774378249976131e-07
Position 1676: 5.638485570027907e-07
Position 2171: 5.424887539895865e-07
Position 4051: 5.381531127188487e-07
Position 1778: 5.299547651399029e-07
Position 2125: 3.882476200417418e-07
Position 1235: 3.7184094816028486e-07
Position 1692: 3.5874266222803844e-07
Position 2234: 1.8596176398946505e-07
Position 2398: 1.2745384635001452e-07
Position 3003: 9.074826548125353e-08
Position 3686: 3.6462849087087516e-08
Position 2708: 3.0815541491931244e-08
Position 2413: 1.8203590597655106e-08
Position 2219: 9.139420920310557e-09
Position 758: 3.9147009723009684e-09
Position 2257: 3.1936644095382127e-09
Position 498: 2.692317074650282e-09
