Gene = TSLP
index = 1498
Annotated 5SS: [ 370 1241 1954]
Annotated 3SS: [1195 1818 4253]
SMsplice 5SS: [ 197  370 1241 1954]
SMsplice 3SS: [ 268 1195 1818 2049]
top_k =  1000
Partition function (log Z): -2.7084580860119076

Sorted 5' Splice Sites (High to Low Probability):
Position 1954: 0.8753083557204153
Position 1241: 0.819963642109478
Position 370: 0.7442429583106511
Position 673: 0.7005401306242552
Position 197: 0.5283766511937004
Position 1075: 0.5242996202644701
Position 2284: 0.3967783279921284
Position 1333: 0.11031907133998665
Position 1650: 0.08031342664809675
Position 2080: 0.0618520895265668
Position 2680: 0.04416489125797107
Position 589: 0.03193964281666862
Position 2089: 0.026658935228743248
Position 2146: 0.015947255916158178
Position 152: 0.015203168525899447
Position 2096: 0.012759201675965563
Position 3629: 0.008142368397674411
Position 2211: 0.00758485611418448
Position 1585: 0.006699968403326864
Position 100: 0.006385535149738888
Position 55: 0.0062990016526606124
Position 3614: 0.005762684423263049
Position 2255: 0.003935973108653031
Position 1304: 0.0032758297944493454
Position 748: 0.0028796210198730305
Position 161: 0.0016653153919854494
Position 3071: 0.0016415256706001887
Position 3441: 0.0016296965042372458
Position 149: 0.0014445803493160446
Position 2675: 0.0011893471673938753
Position 977: 0.0011659634969583058
Position 4071: 0.0011046819094381111
Position 2174: 0.0010864671465806936
Position 1514: 0.0010701978603173846
Position 228: 0.0005645060213933524
Position 948: 0.0005538896789043286
Position 2915: 0.000531643784296274
Position 4075: 0.0004351874819108557
Position 332: 0.0004144859913927901
Position 168: 0.00041151330324040557
Position 1589: 0.00035252978408602096
Position 3779: 0.00034508330156756594
Position 943: 0.000311214751598407
Position 2100: 0.00026732539197398637
Position 265: 0.00026465694331685827
Position 1004: 0.00025839147617462443
Position 1383: 0.00022632741786268935
Position 189: 0.00020480365280837762
Position 399: 0.00016338333780814213
Position 448: 0.00013855197132855635
Position 1654: 0.00011965568243862666
Position 179: 0.00011131108348895923
Position 510: 6.928904047816384e-05
Position 365: 6.546121553295161e-05
Position 374: 6.389987835662535e-05
Position 659: 6.388991894727159e-05
Position 1252: 6.240606951945796e-05
Position 1929: 5.062056670484801e-05
Position 2357: 4.9561182655200056e-05
Position 694: 4.147261453367534e-05
Position 166: 4.009593368459181e-05
Position 299: 2.572088557637292e-05
Position 1316: 2.3949893484606882e-05
Position 2111: 2.0677423196427936e-05
Position 2086: 2.0009433332983463e-05
Position 800: 1.9574202050816707e-05
Position 1981: 1.6826103187769786e-05
Position 613: 1.3734851167749399e-05
Position 1893: 1.351548762180866e-05
Position 936: 1.260537217824009e-05
Position 274: 1.1629211199908243e-05
Position 798: 1.0639640480343096e-05
Position 564: 1.0605226147128423e-05
Position 1127: 9.250786901233782e-06
Position 191: 9.027862968618394e-06
Position 889: 8.704355800131423e-06
Position 1974: 6.255797725016899e-06
Position 1245: 5.379437053667149e-06
Position 640: 4.749415220205618e-06
Position 416: 3.06845688237996e-06
Position 826: 2.862046105509563e-06
Position 1055: 2.7162250604996366e-06
Position 1257: 1.7692895836002704e-06
Position 232: 1.7305714905206925e-06
Position 223: 1.7292269557326693e-06
Position 1203: 1.3693036998998225e-06
Position 276: 6.506421130787693e-07
Position 1009: 4.893994187102716e-07
Position 566: 3.223282621160599e-07
Position 829: 3.161464210168108e-07
Position 201: 3.0297693374155434e-07
Position 72: 2.952253842828862e-07
Position 1610: 1.8909393601369874e-07
Position 1210: 6.40263883917392e-08
Position 1230: 9.071493578404785e-09
Position 493: 4.550499436222656e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1195: 0.9270831995199735
Position 1818: 0.7348465551465938
Position 2049: 0.707158398788562
Position 4253: 0.640402928236725
Position 268: 0.42656256964804223
Position 860: 0.2989861798225745
Position 546: 0.27616909003019746
Position 864: 0.17978849712687667
Position 451: 0.16950945164504358
Position 1842: 0.12453793893825756
Position 498: 0.09106216896784394
Position 1433: 0.08204578378413528
Position 2187: 0.08153314877311875
Position 2509: 0.02355444409354088
Position 571: 0.021412928842232025
Position 2963: 0.017574467086959675
Position 3527: 0.017484905012247504
Position 1016: 0.016832571753073167
Position 2553: 0.014435891780770267
Position 2535: 0.013237364309203272
Position 619: 0.012108299695705118
Position 564: 0.011819957921457631
Position 2797: 0.009065707387405334
Position 588: 0.009058950139977378
Position 889: 0.008826364161709503
Position 640: 0.008197017006402196
Position 2065: 0.008142054552934647
Position 1159: 0.00787361555797297
Position 242: 0.0078002722944787465
Position 1888: 0.006806952973015551
Position 4201: 0.005865753923700928
Position 826: 0.005151479344323453
Position 3778: 0.004947073017050588
Position 1551: 0.00494196264444156
