Gene = AGTRAP
index = 40
Annotated 5SS: [   81  9683 11391 12456]
Annotated 3SS: [ 9647 11284 12259 13921]
SMsplice 5SS: [  417 11391]
SMsplice 3SS: [11304 13921]
top_k =  1000
Partition function (log Z): -4.548226302048466

Sorted 5' Splice Sites (High to Low Probability):
Position 11391: 0.8798439702264937
Position 8414: 0.8394575116502453
Position 417: 0.8314856666155734
Position 5308: 0.5944944361571095
Position 2942: 0.5564352952806164
Position 9683: 0.40684831194808774
Position 1846: 0.3824981901333211
Position 13462: 0.30173074668111405
Position 12456: 0.28387971498378844
Position 12435: 0.27081103918619615
Position 1451: 0.24507263447621536
Position 81: 0.21239393861116462
Position 12193: 0.20084941197095504
Position 2141: 0.1998804247997326
Position 10671: 0.1729010722469637
Position 2962: 0.1513346621622593
Position 203: 0.126992787334141
Position 1292: 0.11856386119669467
Position 5011: 0.09487905305115778
Position 186: 0.09479432905213174
Position 8616: 0.08107816007738927
Position 2955: 0.07287073040582044
Position 1801: 0.07185046253718604
Position 33: 0.0666587086317944
Position 10069: 0.06348381077234222
Position 13275: 0.052193123006537785
Position 148: 0.04915954094582574
Position 2727: 0.03895884955499007
Position 2525: 0.03752520312006836
Position 4354: 0.036634475251074265
Position 14031: 0.029467674814959304
Position 5238: 0.028921939158506986
Position 5127: 0.02728325294972368
Position 11975: 0.02487426410527584
Position 12326: 0.024019137919736484
Position 2329: 0.022856517757432193
Position 1193: 0.02235544210570927
Position 2274: 0.021312607772019976
Position 1503: 0.020345328186640334
Position 5293: 0.01766923165845358
Position 2520: 0.01393959233071818
Position 3913: 0.011949154979064378
Position 7890: 0.009143895200381644
Position 4390: 0.00854766766406525
Position 1426: 0.008308423808296495
Position 14090: 0.005578937874001719
Position 13504: 0.0050005890521489064
Position 1515: 0.004864378930720812
Position 1631: 0.004754767470964037
Position 2221: 0.004687683467921337
Position 5866: 0.004518896579740046
Position 1439: 0.003136370638172853
Position 11857: 0.0021136751550499943
Position 1222: 0.001951274651866069
Position 7827: 0.0018882431135212913
Position 6503: 0.0017862601332984454
Position 1767: 0.0017687635548663786
Position 2022: 0.0016744903624751365
Position 2282: 0.001440098137661539
Position 11790: 0.0013735777319650775
Position 1781: 0.0013564590130576764
Position 1189: 0.0012614507360307258
Position 707: 0.0010710436401539017
Position 13769: 0.000904079680998627
Position 13702: 0.0007548152060402619
Position 1840: 0.0007311009016747193
Position 461: 0.000581437013063274
Position 2539: 0.0005193014900770713
Position 103: 0.00043379009397957996
Position 3791: 0.00042806574204101315
Position 122: 0.00038998099633557785
Position 2984: 0.00032438212786356507
Position 12418: 0.0002943211007717716
Position 434: 0.0002308765136604185
Position 1227: 0.00017540417866018998
Position 1148: 0.00016020486266172558
Position 1101: 0.0001345244596482739
Position 1653: 0.00010441799578390413
Position 830: 8.888857409919062e-05
Position 722: 7.9643646968267e-05
Position 301: 7.891421950364749e-05
Position 69: 4.329153221461622e-05
Position 528: 2.8583940793351447e-05
Position 254: 2.849189722404066e-05
Position 1786: 2.4121529054300164e-05
Position 3642: 1.6786777994000452e-05
Position 48: 8.7753730218033e-06
Position 1104: 4.998454689204774e-06
Position 166: 2.7544361380948235e-06
Position 728: 3.062468069364166e-07
Position 1347: 5.97369232294095e-08
