Gene = PLPP1
index = 1038
Annotated 5SS: [   479  59752  67182  93200 109188]
Annotated 3SS: [ 59599  66900  93141 109010 109715]
SMsplice 5SS: [   479   6868   7202  44091  56333  59752  65267  67182  93200 109188]
SMsplice 3SS: [  6772   7029  43935  56138  59599  65140  66900  93141 109010 109715]
top_k =  1000
Partition function (log Z): -53.65302995232768

Sorted 5' Splice Sites (High to Low Probability):
Position 6868: 0.8219704270345723
Position 7202: 0.7748657678701732
Position 479: 0.6238102675559216
Position 14953: 0.41706511890130726
Position 14880: 0.3951845213795978
Position 3858: 0.3855657655266068
Position 20081: 0.383757444481019
Position 16401: 0.33431238109067674
Position 3452: 0.3314541983389868
Position 444: 0.21604570999066341
Position 146: 0.1808265185091088
Position 16301: 0.16657768855167818
Position 217: 0.15640583378142026
Position 6116: 0.11651985230812009
Position 16323: 0.09487121098226765
Position 13129: 0.08742305571541738
Position 15226: 0.051389147113687354
Position 13823: 0.04571769290758817
Position 15562: 0.03869267585434021
Position 15426: 0.03781008837084399
Position 685: 0.034481697061377936
Position 250: 0.02851376312009547
Position 16034: 0.028046189337187787
Position 483: 0.02602303148189891
Position 3644: 0.024325923649803984
Position 1376: 0.01569446730250649
Position 957: 0.013838833891538156
Position 497: 0.011879059659751333
Position 204: 0.011865280533622865
Position 5035: 0.009142895012034852
Position 6571: 0.008728498072940431
Position 561: 0.004858024377096156
Position 2763: 0.004482009865987815
Position 782: 0.0034454893179787106
Position 3653: 0.0032967211769290654
Position 1194: 0.003283262492297377
Position 5064: 0.002105270051638764
Position 16304: 0.0020263502391975664
Position 11583: 0.001963458999495439
Position 804: 0.0018966585256573868
Position 3648: 0.001803730766797324
Position 6785: 0.0014399399938669517
Position 1189: 0.0012440741596988873
Position 3712: 0.000716175834275665
Position 1281: 0.0006871028078344246
Position 4883: 0.0006824352479010353
Position 15208: 0.000672793200298369
Position 4228: 0.0005941356221176939
Position 899: 0.00043064775140984286
Position 3690: 0.00040643668619574534
Position 2025: 0.0003664569512940079
Position 266: 0.00032261771463548006
Position 46: 0.00030108975338677754
Position 84: 0.00025228271400093113
Position 6314: 0.00014601510404123336
Position 966: 0.000126487257262748
Position 510: 0.00011411805181200519
Position 849: 5.2851418335604594e-05
Position 988: 4.8355445812030955e-05
Position 202: 4.824449181297605e-05
Position 799: 3.0068993373352344e-05
Position 7500: 1.834722700755256e-05
Position 7078: 1.7135832150045734e-05
Position 67: 1.4682753092090361e-05
Position 577: 6.987864227185073e-06
Position 981: 6.145362267690731e-06
Position 969: 5.710596713829092e-06
Position 1055: 4.6044656648836295e-06
Position 1402: 4.2858197450756625e-06
Position 1927: 3.0126722120208315e-06
Position 1021: 2.7580524403731665e-06
Position 508: 2.657280997606217e-06
Position 460: 2.1623543377129918e-06
Position 4042: 2.0449394597827306e-06
Position 131: 1.908337972913363e-06
Position 313: 1.812404382278302e-06
Position 1040: 1.4619975524467495e-06
Position 1216: 1.407258606253646e-06
Position 1439: 8.788553909790099e-07
Position 817: 8.476785051127692e-07
Position 670: 7.045707598485081e-07
Position 834: 6.970480282565674e-07
Position 1299: 4.267178859670966e-07
Position 1209: 3.2675527202981995e-07
Position 1015: 3.1102507560716934e-07
Position 3836: 3.020811687230723e-07
Position 976: 2.445720690144424e-07
Position 4034: 1.353592275448308e-07
Position 1031: 1.2378791385533646e-07
Position 587: 5.11363939955826e-08
Position 423: 3.551671150195954e-08
Position 674: 2.720708847406869e-08
Position 385: 1.6622419831761168e-08
Position 518: 1.4889427997113053e-08
Position 7385: 1.1235590292929003e-08
Position 471: 1.0827165704553611e-08
Position 715: 9.813110299530445e-09
Position 29: 3.897518684413629e-09
Position 563: 3.7065309946916742e-09
Position 754: 2.5509815568746665e-09
Position 469: 2.0925856559176666e-09
Position 448: 1.7916111691606768e-09
Position 326: 1.2790581867279718e-09
Position 565: 7.141753525502856e-10
Position 658: 7.137934748870209e-10
Position 372: 5.506402693021106e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6772: 0.7205418946804054
Position 16229: 0.6238379443672853
Position 19957: 0.43636543875520145
Position 7111: 0.3906719032753997
Position 7029: 0.38790857026089
Position 14751: 0.3542158281527536
Position 23714: 0.35419454727797345
Position 14848: 0.33841639177827165
Position 3732: 0.3094251657910049
Position 380: 0.28593416383162545
Position 22948: 0.17228378176244213
Position 3229: 0.13378194614535008
Position 14705: 0.12968649274402183
Position 29000: 0.12649520581650012
Position 15309: 0.1190871395943476
Position 6041: 0.11142716261057031
Position 17240: 0.10092890394525314
Position 6745: 0.0885509511732897
Position 3187: 0.06297523805459947
Position 3774: 0.06117594133207497
Position 12857: 0.05468833226233373
Position 15139: 0.05356299232677263
Position 13705: 0.04612590088094187
Position 23843: 0.04441826848962694
Position 3548: 0.04327847492026664
Position 15901: 0.04078039354890356
Position 3368: 0.04035060485996594
Position 3365: 0.03931349378684581
Position 3232: 0.03797320786492347
Position 12977: 0.035099036754251675
Position 15305: 0.03027936022715413
Position 3151: 0.01707120082107231
Position 6851: 0.014389189448585386
Position 1122: 0.014211263332073185
Position 406: 0.010805872607668387
Position 4834: 0.00962563055884531
Position 6464: 0.008728498072940431
Position 1085: 0.00562707939004083
Position 761: 0.00549030277198054
Position 5980: 0.005296917185178137
Position 584: 0.004770282194663832
Position 15327: 0.004722155180405858
Position 2550: 0.004242044254191363
Position 638: 0.003177306456727415
Position 7456: 0.003027441378991431
Position 11496: 0.0015434469008231216
Position 4522: 0.00152261473445956
Position 8498: 0.0014379045041591509
Position 385: 0.0013744722075743907
Position 3663: 0.0010145679985620482
Position 10267: 0.0008493242548446697
Position 7293: 0.0008431804458628687
Position 3812: 0.0007474128039771904
Position 807: 0.0007247175052245544
Position 617: 0.000721862957970375
Position 333: 0.0006865927402896761
Position 6988: 0.0006665838676522997
Position 11446: 0.0006565706031161083
Position 13540: 0.0006360825986581089
Position 861: 0.0006257704298469809
Position 16007: 0.0006239970229221414
Position 4838: 0.0006206511845572153
Position 4067: 0.0005260862341763313
Position 11456: 0.0005140588024625166
Position 316: 0.0004854369679444937
Position 8121: 0.0004631056208831705
Position 8746: 0.00044114030682095614
Position 9089: 0.0004402430398914695
Position 9625: 0.00043574654962199065
Position 7492: 0.0004216518608934623
Position 1157: 0.0003707444381715766
Position 5034: 0.0003506458889262289
Position 11004: 0.00033275997324269386
Position 1235: 0.0003277995509329714
Position 8848: 0.0003038683101656326
Position 2641: 0.0002982047165842533
Position 11007: 0.00029430879586281116
Position 3580: 0.00028985556055433005
Position 358: 0.0002601467492831682
Position 3809: 0.0002589164520932219
Position 8001: 0.0002544635569896924
Position 10317: 0.00024049439353092584
Position 14141: 0.00023484597449444393
Position 1102: 0.00021368013918964083
Position 834: 0.00020578438360318132
Position 10834: 0.0001905287174891673
Position 1310: 0.0001884945621721622
Position 3979: 0.0001743646077864488
Position 1160: 0.0001711352540981426
Position 307: 0.00015383594878935503
Position 7811: 0.00012840457889495624
Position 837: 0.00011881884926043819
Position 9665: 0.00011156957798999625
Position 10610: 0.00010105599252991366
Position 7302: 8.962845182792587e-05
Position 7868: 8.929279132149127e-05
Position 1216: 8.192099292979127e-05
Position 1884: 8.102080349262449e-05
Position 10048: 6.974721047449595e-05
Position 1694: 6.962502832432227e-05
Position 9349: 6.694088607609644e-05
Position 535: 6.177308769118432e-05
Position 9724: 5.125431323193277e-05
Position 9041: 4.6190955026044416e-05
Position 2002: 4.4238817243831404e-05
Position 1926: 3.8941941784887935e-05
Position 8980: 3.387046460017295e-05
Position 11521: 3.2055597550986527e-05
Position 1859: 3.066095901273671e-05
Position 415: 2.8670963213337322e-05
Position 1830: 2.8544794209917677e-05
Position 8145: 2.8428421960407892e-05
Position 809: 2.443373528985879e-05
Position 7746: 2.4067540561932654e-05
Position 1833: 2.308946284241391e-05
Position 2017: 2.0532057242817948e-05
Position 1676: 1.9106223481496034e-05
Position 7183: 1.8375261830669863e-05
Position 555: 1.8090069584285966e-05
Position 272: 1.6133806031847332e-05
Position 1777: 1.3770264816796149e-05
Position 5507: 1.1769336400314679e-05
Position 3101: 1.0808925542063006e-05
Position 875: 8.227238008424043e-06
Position 772: 6.399896470558648e-06
Position 2930: 6.641362507352394e-07
Position 7116: 6.496867978578269e-07
Position 432: 4.591276177507907e-07
