Gene = S100A16
index = 1220
Annotated 5SS: [ 160 1339]
Annotated 3SS: [1159 1644]
SMsplice 5SS: [ 160 1339]
SMsplice 3SS: [1159 1644]
top_k =  1000
Partition function (log Z): 0.9633030873136514

Sorted 5' Splice Sites (High to Low Probability):
Position 1339: 0.9958100714650332
Position 160: 0.9095294790404379
Position 439: 0.4757461641064916
Position 787: 0.03970476875354396
Position 1090: 0.02889525424278861
Position 345: 0.022568678587020653
Position 1977: 0.020572605154382223
Position 1725: 0.013698991145829289
Position 820: 0.010392540174150092
Position 1957: 0.01030259773816117
Position 313: 0.010122858227609013
Position 166: 0.009858580002415874
Position 449: 0.004529638361029489
Position 1853: 0.004503116746151613
Position 453: 0.004149903847967728
Position 808: 0.003324120137137262
Position 29: 0.002890676027992549
Position 1514: 0.002858398225779231
Position 413: 0.002840158717517924
Position 1111: 0.002816911248863904
Position 856: 0.001925038100961208
Position 353: 0.0007583553911168965
Position 1094: 0.0007396002448980522
Position 601: 0.0007127038967674428
Position 195: 0.0005468335673126909
Position 50: 0.0005422673223436451
Position 447: 0.00033503182528727137
Position 2035: 0.0002814160468295718
Position 1335: 0.000279853903429877
Position 1569: 0.00015208215384320383
Position 528: 0.00011081264933764993
Position 944: 9.229542795198907e-05
Position 692: 7.730781074966299e-05
Position 112: 7.624522875374572e-05
Position 385: 5.7610885386836356e-05
Position 118: 4.823040863449109e-05
Position 721: 3.641238090242264e-05
Position 902: 3.4100829617411426e-05
Position 2161: 3.227263329581544e-05
Position 469: 3.1692849409949794e-05
Position 328: 2.76793293245815e-05
Position 2080: 2.737559230841638e-05
Position 518: 2.5366773497060155e-05
Position 394: 2.2150507226877324e-05
Position 387: 2.1870034908143253e-05
Position 1260: 1.9846815751424102e-05
Position 362: 1.9325166389056886e-05
Position 459: 1.9139382154025927e-05
Position 1120: 1.3987825398146238e-05
Position 711: 1.2804814175645875e-05
Position 1582: 9.747939861782471e-06
Position 1949: 8.551844129735519e-06
Position 11: 8.333723021659006e-06
Position 479: 8.095945284522222e-06
Position 1270: 4.426050872027814e-06
Position 2141: 2.6449277781146595e-06
Position 1188: 1.9380071423000904e-06
Position 228: 1.4986323318242586e-06
Position 1996: 1.4909618064121755e-06
Position 222: 1.3469688699800735e-06
Position 1231: 1.1782272534344191e-06
Position 1463: 1.1199666570775115e-06
