Gene = GTF2E1
index = 628
Annotated 5SS: [   63  8269 28198 33933]
Annotated 3SS: [ 7790 27995 33690 38310]
SMsplice 5SS: [  240  7877 28198 30632 33933]
SMsplice 3SS: [ 7790 27995 30542 33690 38310]
top_k =  1000
Partition function (log Z): -20.988797400540417

Sorted 5' Splice Sites (High to Low Probability):
Position 28198: 0.9744197297776465
Position 240: 0.8124470679137431
Position 7877: 0.8021696894602601
Position 9230: 0.47830862639097466
Position 31351: 0.13709453289328624
Position 436: 0.0584003815261673
Position 63: 0.056108217276976124
Position 5612: 0.04435218087834587
Position 3148: 0.04206736459211312
Position 387: 0.03225204332900321
Position 10: 0.017529179869584105
Position 8269: 0.014987733012810775
Position 3475: 0.011301157108891862
Position 379: 0.011231624245299613
Position 5946: 0.011053074627899895
Position 7220: 0.010757207935927191
Position 1577: 0.009912295245364995
Position 1605: 0.008915396259923863
Position 7077: 0.008624839394317246
Position 7868: 0.007482805777084882
Position 6242: 0.00669641345833159
Position 228: 0.006621759250034199
Position 3395: 0.0054095906953974685
Position 2313: 0.003068655774952781
Position 4953: 0.0028004575055511557
Position 7297: 0.002512598271225008
Position 6572: 0.0024498169327947018
Position 5274: 0.0021708764009947903
Position 2448: 0.0021013003134222074
Position 9962: 0.0014703961936982468
Position 4474: 0.0014200098767312278
Position 5805: 0.0013755060643223119
Position 4569: 0.0013704873894936525
Position 7224: 0.0012497733179368264
Position 14618: 0.0005032529301942002
Position 1217: 0.00029976045559867705
Position 371: 0.00025852905165289444
Position 892: 0.00021566699598377169
Position 402: 0.00020466332269851827
Position 13711: 0.00019157435570325864
Position 561: 0.0001771236194112237
Position 506: 0.00015215295113241994
Position 400: 0.00013876674596915477
Position 9265: 0.00010138263342680555
Position 13126: 9.460442190495623e-05
Position 9520: 8.545661421603672e-05
Position 1094: 5.5668048593983305e-05
Position 86: 4.455779525122802e-05
Position 1193: 4.313741003033306e-05
Position 433: 3.394910680429195e-05
Position 764: 3.242021906821615e-05
Position 7322: 1.4732801214497845e-05
Position 1068: 1.3872918910922325e-05
Position 845: 1.1582173587802239e-05
Position 1209: 1.1074250645569486e-05
Position 452: 1.0863654446270511e-05
Position 1269: 9.875024860596566e-06
Position 802: 9.613875905916406e-06
Position 264: 9.364225808732587e-06
Position 473: 8.30834039960894e-06
Position 1882: 8.19465347807432e-06
Position 8735: 7.088513921523238e-06
Position 226: 5.647356332971685e-06
Position 2304: 5.213451655368324e-06
Position 290: 5.182019701306785e-06
Position 34: 4.614756769077367e-06
Position 1562: 4.325563633087679e-06
Position 2956: 2.5061482650116447e-06
Position 2905: 1.9573209553720946e-06
Position 1077: 1.7496953345355025e-06
Position 4930: 1.7448880407954241e-06
Position 3272: 1.7409760631119926e-06
Position 307: 1.4100326303579155e-06
Position 1294: 1.3986029192871746e-06
Position 876: 1.2971671174197932e-06
Position 685: 1.2683007444708003e-06
Position 1112: 1.178001364713675e-06
Position 1279: 1.1653599676636448e-06
Position 315: 9.979998043187207e-07
Position 518: 9.813637094087211e-07
Position 565: 9.541267159506064e-07
Position 973: 9.382146026962559e-07
Position 93: 8.118173333800247e-07
Position 406: 7.888805441977766e-07
Position 2526: 5.737176028343345e-07
Position 404: 5.588108511492308e-07
Position 3102: 3.775281182156952e-07
Position 3215: 2.0005075561175523e-07
Position 3124: 1.9483671591340164e-07
Position 37: 1.751000693592148e-07
Position 3114: 1.3450672841839446e-07
Position 266: 1.1156470514248182e-07
Position 2047: 1.0170706397726738e-07
Position 79: 1.0096999656988902e-07
Position 13: 9.889630263184916e-08
Position 2933: 5.494189585685557e-08
Position 1734: 4.950886631258044e-08
Position 72: 4.134874321676208e-08
Position 183: 3.655326009146687e-08
Position 45: 3.4938289462065626e-08
Position 192: 3.333263639355729e-08
Position 300: 2.916908017885121e-08
Position 43: 2.606160242472758e-08
Position 3390: 6.163976597852032e-09
Position 174: 4.978133705456171e-10
Position 461: 2.1539236837839423e-10
Position 459: 8.710555251407702e-11
Position 421: 7.130826297069074e-11
Position 351: 5.7034897634794886e-11
Position 987: 2.0520720791478107e-11
Position 390: 2.0385304911785276e-11
Position 333: 1.871261962269441e-11
Position 644: 1.1561054141178417e-11
Position 718: 1.0318418670675205e-11
Position 490: 7.77956182330524e-12
Position 476: 6.419099685407614e-13
Position 414: 1.6688500770005118e-14
Position 356: 4.563242174083725e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 27995: 0.9872726384186195
Position 7790: 0.771833223062076
Position 31222: 0.5426934267843693
Position 9052: 0.4709853862139541
Position 28853: 0.1517507873350873
Position 31437: 0.13709453289328624
Position 28390: 0.1347963946405394
Position 30229: 0.09155940896076165
Position 29370: 0.05361971205688723
Position 5465: 0.043061352047799116
Position 7678: 0.03694352635565632
Position 3001: 0.026681977425278496
Position 3316: 0.016656953167759714
Position 5804: 0.010764367579780564
Position 2852: 0.008485731784381815
Position 9120: 0.008479115096411402
Position 7012: 0.007256905513890251
Position 1394: 0.0070863655052898445
Position 7176: 0.00656485156554324
Position 14354: 0.006285215554902613
Position 2955: 0.004407893716351587
