Gene = ASTE1
index = 104
Annotated 5SS: [  296  1329  2798  8297 10659]
Annotated 3SS: [ 1207  1470  8085 10462 12414]
SMsplice 5SS: [  784  1329  1639  2798 10659 11621]
SMsplice 3SS: [ 1207  1470  2563 10462 11545 12414]
top_k =  1000
Partition function (log Z): -1.6426783009269004

Sorted 5' Splice Sites (High to Low Probability):
Position 10659: 0.904008388248216
Position 1639: 0.8927938907748587
Position 2798: 0.8053060581296945
Position 1329: 0.7951917978087959
Position 11621: 0.7922041833288557
Position 784: 0.5113801890158786
Position 71: 0.40563407949420316
Position 7286: 0.3799888760755378
Position 8297: 0.3628352355108206
Position 3223: 0.35078736550959294
Position 615: 0.23159165802540144
Position 564: 0.1682682401173317
Position 9813: 0.13750449625511657
Position 1831: 0.13516410109146582
Position 11936: 0.11592389095309201
Position 7239: 0.1126727850152264
Position 8301: 0.10390241217247573
Position 7273: 0.06351378191290803
Position 296: 0.06328234161405576
Position 2405: 0.051994687487697776
Position 316: 0.03598395800534328
Position 6657: 0.03550515413484803
Position 300: 0.03346011744769651
Position 12005: 0.030615307933450377
Position 4813: 0.025573744830333055
Position 1835: 0.02087698964894012
Position 8773: 0.018797336720228736
Position 9806: 0.015549141194776099
Position 7267: 0.01431054088270444
Position 533: 0.013856703703229506
Position 11432: 0.01311919608174282
Position 7244: 0.012606704919204329
Position 1889: 0.010549484933605692
Position 10053: 0.007531104035415561
Position 7863: 0.007398789718661684
Position 7934: 0.0068144051811166615
Position 4058: 0.006677486971108743
Position 10703: 0.006639182698531568
Position 3868: 0.006588070154164902
Position 382: 0.006484923896522907
Position 2433: 0.006331228211822469
Position 12281: 0.00439013193888803
Position 1116: 0.004012268405943763
Position 6718: 0.002587461193989249
Position 5823: 0.002513806184468619
Position 1871: 0.002458871434076872
Position 11599: 0.0024239357168291593
Position 438: 0.00228652668135044
Position 4682: 0.0019711133536454753
Position 6739: 0.0019273776560587124
Position 6628: 0.0018674367986306734
Position 226: 0.0018065095933847367
Position 5387: 0.0017678196917020952
Position 582: 0.0016312905937926195
Position 1171: 0.0013029017131836503
Position 998: 0.0012733212097448907
Position 6511: 0.0011809510863002312
Position 2956: 0.001141078978523276
Position 516: 0.001134858574683799
Position 6370: 0.000978146262094036
Position 770: 0.0009528706662833289
Position 6715: 0.0008244500582550824
Position 2480: 0.000801813922882555
Position 11639: 0.0007406035594431114
Position 1561: 0.0006725226729157915
Position 6871: 0.0006540067518799444
Position 1821: 0.00041007026965391206
Position 1827: 0.00038079692438591957
Position 1536: 0.00036677180924032194
Position 452: 0.000358758118438246
Position 344: 0.0003557468246353472
Position 1401: 0.000352506364239686
Position 3664: 0.0003285651018379861
Position 163: 0.00032114032227124667
Position 332: 0.00029779656013155607
Position 734: 0.00026007213556159724
Position 12576: 0.00024222302561064708
Position 4204: 0.00019734153238491357
Position 575: 0.00016799660239898948
Position 3092: 0.00014196440349041823
Position 840: 0.00013735455275712538
Position 2205: 0.00013617879002543657
Position 443: 0.00013082459962803286
Position 775: 0.00012919093347223278
Position 1179: 6.746331206229182e-05
Position 1500: 6.629244238323857e-05
Position 606: 6.473278035601547e-05
Position 352: 6.004652113971101e-05
Position 1590: 5.372500042429368e-05
Position 329: 4.988486656415959e-05
Position 354: 4.3300024352724083e-05
Position 1273: 4.1491613150253816e-05
Position 1175: 3.717009149649696e-05
Position 692: 2.839427672890849e-05
Position 3241: 1.7559365805152055e-05
Position 1620: 1.5744091845782123e-05
