Gene = SSU72
index = 1344
Annotated 5SS: [  392 10097 30007 31001]
Annotated 3SS: [ 9952 29866 30881 32701]
SMsplice 5SS: [  263 10097 10536 12136 30007 31001]
SMsplice 3SS: [ 9952 10453 12003 29866 30881 32701]
top_k =  1000
Partition function (log Z): -6.671011839005654

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.8362692293405751
Position 10097: 0.7990117104553603
Position 10536: 0.5839284803152212
Position 12136: 0.5721763046568853
Position 10520: 0.3118232661120798
Position 22813: 0.21547862647660004
Position 16585: 0.1610335599620592
Position 13538: 0.14249980049858102
Position 15590: 0.1423216412543589
Position 13289: 0.12839198959872855
Position 392: 0.12284157302865391
Position 10265: 0.09825197302917825
Position 10299: 0.0951696915797019
Position 15637: 0.0771172959999861
Position 11952: 0.07606759384663785
Position 9307: 0.07519079417982608
Position 32789: 0.0696234281776904
Position 13261: 0.05440403089904948
Position 22801: 0.05132422921615616
Position 13231: 0.04866287515659789
Position 6860: 0.04721028979012334
Position 10801: 0.04366225687607168
Position 22395: 0.04356172293106687
Position 7240: 0.03928308701384977
Position 22558: 0.036883666474459564
Position 5438: 0.034196862931081776
Position 22726: 0.02744225696115711
Position 4912: 0.026698302822264604
Position 5559: 0.025526084771134074
Position 10383: 0.02364976848743183
Position 7552: 0.02283557200157821
Position 10064: 0.021821405449989194
Position 974: 0.021808835880570743
Position 4701: 0.018952633622335704
Position 268: 0.018133533872869825
Position 9472: 0.015966002839649794
Position 9426: 0.015122928599459394
Position 10317: 0.01384063904566017
Position 9406: 0.013114528667395117
Position 16225: 0.012305295755825112
Position 1324: 0.010570719943501204
Position 14145: 0.01017975036911682
Position 13554: 0.00955114458379563
Position 12012: 0.009496374982969055
Position 17717: 0.008993499997525179
Position 3350: 0.008848573697862646
Position 13370: 0.008830778799738927
Position 5622: 0.008367143469299945
Position 5627: 0.008154799142416543
Position 7704: 0.007724046243642375
Position 7827: 0.007544645052254056
Position 12911: 0.006628848025769997
Position 1073: 0.0065480166146859205
Position 10525: 0.0058450821255274085
Position 19216: 0.005530290171399125
Position 13498: 0.005479031173663138
Position 18089: 0.004615615262569631
Position 10149: 0.004554334500806173
Position 1867: 0.004461137638995764
Position 566: 0.003793960909150196
Position 7593: 0.0037247043710726038
Position 7223: 0.0036977133512979573
Position 17197: 0.0036959237134071626
Position 149: 0.0032003490289480917
Position 888: 0.0029177866373716666
Position 6965: 0.002358160398027567
Position 3265: 0.0022913977886957326
Position 10634: 0.0018062936248748902
Position 11790: 0.0017194768811133658
Position 11946: 0.0014478012443640005
Position 1372: 0.0013488895844758063
Position 4090: 0.001327204229585693
Position 12767: 0.0013136967521510164
Position 709: 0.0012751569906246894
Position 657: 0.0012386051270936982
Position 4423: 0.0011193380426375243
Position 3339: 0.001090477734894905
Position 14216: 0.001075944939851904
Position 1709: 0.0010178400476349085
Position 10290: 0.0009804646990712602
Position 9218: 0.0009754960057722659
Position 700: 0.0008994634403729868
Position 510: 0.0008928183399020624
Position 6686: 0.0008875283048944059
Position 1092: 0.0008156329751310547
