Gene = HGD
index = 650
Annotated 5SS: [  475  6780  7671 12145 29980 31798 34695 35599 36305 38253 40983 44117
 49425]
Annotated 3SS: [ 6707  7581 12038 29919 31705 34659 35518 36204 38127 40877 43989 49242
 54041]
SMsplice 5SS: [  475  7671 12145 31798 32221 34695 34998 35599 36305 38253 40983 44117
 49425]
SMsplice 3SS: [ 7581 12038 31705 32143 34659 34810 35518 36204 38127 40877 43989 49242
 53307]
top_k =  1000
Partition function (log Z): -21.651810803411244

Sorted 5' Splice Sites (High to Low Probability):
Position 12145: 0.9965463831011481
Position 7671: 0.9373431198572844
Position 475: 0.8124349677320096
Position 4318: 0.5525368861385461
Position 6780: 0.48678614345255355
Position 7862: 0.47400642096034684
Position 11731: 0.32802913655100346
Position 13955: 0.32241365112109743
Position 4668: 0.2886624928285575
Position 3387: 0.23221981335436975
Position 12887: 0.12319765923729022
Position 963: 0.11576524471996134
Position 8081: 0.10419199388992226
Position 4779: 0.10398683587232702
Position 9079: 0.09618501694786646
Position 184: 0.08790583302802364
Position 14676: 0.06952492507693331
Position 14667: 0.06933066549012867
Position 654: 0.0604147630956764
Position 13713: 0.05694585103290789
Position 11487: 0.052132529806960794
Position 6069: 0.05177291674466017
Position 2368: 0.049144882773164866
Position 11146: 0.048620800329502736
Position 11962: 0.04672966220925159
Position 8636: 0.04501167551588381
Position 8337: 0.04152067476297958
Position 3434: 0.03597450264286251
Position 1747: 0.03219863062141987
Position 12643: 0.030347109021212758
Position 5318: 0.02635899228473527
Position 8514: 0.025890036067741498
Position 11932: 0.025853128974668016
Position 11842: 0.024455893093126208
Position 10298: 0.0239433322627895
Position 7709: 0.02351378877883656
Position 8716: 0.019750033031499744
Position 3481: 0.016742506625216383
Position 13238: 0.014264096626916106
Position 3765: 0.013128817906362432
Position 10353: 0.01305775619186525
Position 13693: 0.012670703482856678
Position 8785: 0.012369954942707902
Position 1140: 0.010619926109473042
Position 7705: 0.009933768472874662
Position 254: 0.009407190565864648
Position 547: 0.008565069477856058
Position 2204: 0.007816134854541523
Position 5370: 0.007688671876135673
Position 4206: 0.0068225490288910395
Position 10460: 0.006545840796059577
Position 13391: 0.0047272053947925875
Position 4097: 0.004641730055241812
Position 8696: 0.004591366964747728
Position 9391: 0.004579586889534163
Position 1484: 0.004546592987163503
Position 7517: 0.004029552911200285
Position 4895: 0.0039232938706618495
Position 12604: 0.0034217905756398345
Position 247: 0.0030728715501567388
Position 3364: 0.0029526448773686026
Position 12668: 0.002703140609243559
Position 7273: 0.00258566342823281
Position 5489: 0.0024759553598325593
Position 2432: 0.0024366172176424916
Position 3929: 0.002322680887826824
Position 1335: 0.0022151532409488595
Position 3174: 0.001812625522606008
Position 969: 0.0016321241474496
Position 9064: 0.0015720508585299552
Position 844: 0.0015235215486082082
Position 4672: 0.0013817807876778387
Position 13266: 0.0009751679548144037
Position 2840: 0.0009381955822707094
Position 6760: 0.0008911361619102688
Position 6899: 0.0008488525547477853
Position 7102: 0.000839679224365923
Position 6049: 0.0007663680179749888
Position 988: 0.0007616438047831773
Position 2015: 0.0007422269737720485
Position 8302: 0.0007332493662230441
Position 226: 0.0006654423586204375
Position 4640: 0.0005854533287725202
Position 3270: 0.0005810421543507461
Position 2697: 0.0005709043515465966
Position 8312: 0.0005568882180609374
Position 12549: 0.0005534561812077576
Position 7351: 0.0005471642951014038
Position 14330: 0.0005441112037707538
Position 4442: 0.0005123032141817514
Position 7529: 0.0004856973161568408
Position 14322: 0.0004613150890929398
Position 2873: 0.00040652600528472024
Position 4008: 0.00040538864215143415
Position 4928: 0.0003928439533328126
Position 2191: 0.0003620193429626714
Position 2390: 0.00035823402088039857
