Gene = PRRT3
index = 1081
Annotated 5SS: [  73 3294 3637]
Annotated 3SS: [2221 3480 4392]
SMsplice 5SS: [  73  253 3637]
SMsplice 3SS: [ 186 3480 4392]
top_k =  1000
Partition function (log Z): -2.338076213098034

Sorted 5' Splice Sites (High to Low Probability):
Position 3637: 0.9829346441698723
Position 73: 0.946326617759956
Position 253: 0.75751970457577
Position 3294: 0.6101663468614874
Position 1360: 0.2352075079232791
Position 952: 0.22417151103768596
Position 2303: 0.08614666660327124
Position 415: 0.057211860728430285
Position 1892: 0.0399920324613684
Position 2925: 0.033129566237617536
Position 47: 0.016321801393604115
Position 3056: 0.011290374282509221
Position 4269: 0.010074429577265658
Position 2245: 0.009411199260435293
Position 3452: 0.006501016566654025
Position 442: 0.006307924822916708
Position 2958: 0.006243045988039057
Position 3134: 0.006058295009540456
Position 917: 0.005583235011601888
Position 3525: 0.005111496734302364
Position 3298: 0.0042898888689016906
Position 1227: 0.003574802576676381
Position 3164: 0.0035381788625359362
Position 3989: 0.003029140089392891
Position 6033: 0.002386780971255206
Position 552: 0.0022470176046600916
Position 2566: 0.0022144533374863734
Position 4659: 0.0018011746219196425
Position 4306: 0.001563270223572349
Position 1247: 0.001432740767948862
Position 4153: 0.0012188670993441824
Position 3050: 0.0011549947629087875
Position 3189: 0.0009774596078455764
Position 2994: 0.0009219286699488644
Position 4653: 0.0009006998046918444
Position 6232: 0.0008198291911019153
Position 3654: 0.0005767669502134868
Position 1527: 0.0005368804870920026
Position 4032: 0.000457126806529329
Position 535: 0.0004526582175208035
Position 1733: 0.00037370894882636063
Position 568: 0.0003195064584374159
Position 2771: 0.0002630241881268229
Position 3041: 0.00021578471033769077
Position 1008: 0.00016307806695251955
Position 432: 0.00016025189030203268
Position 6765: 0.00013929218503024566
Position 3176: 0.00013286785662012135
Position 2231: 0.00012106034118924211
Position 566: 7.909962388120121e-05
Position 374: 7.603290242255806e-05
Position 1014: 7.538803128387525e-05
Position 4617: 6.458052733846547e-05
Position 3597: 6.232684169948957e-05
Position 3954: 5.6694560338918375e-05
Position 554: 5.215309024954233e-05
Position 5707: 4.786661636652158e-05
Position 5883: 4.0003151225313335e-05
