Gene = DDX31
index = 436
Annotated 5SS: [  542  7963  8141  9194 10692 11731 17954 19327 20168 21970 22213 23579
 24507 28398 38361 40138 44738 52072 58315]
Annotated 3SS: [ 7705  8064  9149 10620 11665 17908 19284 20102 21849 22105 23342 24329
 28337 38309 39997 44655 51959 58145 75288]
SMsplice 5SS: [  542  7963  8141 17954 19327 21970 22213 28398 40138 44338 44738 52072
 55533 58315 73299]
SMsplice 3SS: [ 7705  8064 17806 19284 21849 22105 28337 39997 44271 44655 51959 55424
 58145 73118 73978]
top_k =  1000
Partition function (log Z): 5.275415511580157

Sorted 5' Splice Sites (High to Low Probability):
Position 58315: 0.9989532553902385
Position 40138: 0.9978499181265299
Position 28398: 0.996498420402504
Position 17954: 0.99597372602867
Position 52072: 0.9782713982741437
Position 542: 0.9674301615684787
Position 22213: 0.9648905896819653
Position 44738: 0.9412110126744057
Position 21970: 0.8666669837769001
Position 19327: 0.7706918022845264
Position 9435: 0.7554195268374742
Position 44338: 0.7451893251350228
Position 7963: 0.7215452826324278
Position 8141: 0.6778698010337326
Position 55533: 0.662532128218167
Position 5142: 0.6322431763985253
Position 45787: 0.5071769456822568
Position 24507: 0.506228731275836
Position 41394: 0.4844216299438834
Position 40477: 0.46978015365435954
Position 12203: 0.4056999712327008
Position 50766: 0.3888998451474338
Position 49767: 0.3666796682012352
Position 20168: 0.3353056740723464
Position 74087: 0.3295678812259773
Position 25937: 0.29167177823721874
Position 61892: 0.26810210017881225
Position 61480: 0.25822892635998507
Position 19593: 0.23597015245240932
Position 54514: 0.22901166248039262
Position 59106: 0.21068749967149758
Position 23447: 0.2040429095102826
Position 43620: 0.20077694514497413
Position 45266: 0.1973963831182941
Position 25743: 0.19617895097257237
Position 43549: 0.18586413576588048
Position 28158: 0.17870735401103577
Position 41788: 0.1622078941821133
Position 34337: 0.15637176284488052
Position 59531: 0.15052163645286687
Position 22744: 0.14585532682397973
Position 8647: 0.13501762826097588
Position 11731: 0.12824844976857308
Position 7471: 0.12062927566245274
Position 147: 0.11094710988870717
Position 43581: 0.10603833144246198
Position 9194: 0.10196788050265182
Position 19139: 0.10076588373708194
Position 55500: 0.0987353487256185
Position 51728: 0.09522576121769444
Position 7030: 0.09288713479975197
Position 18442: 0.08970204503275697
Position 43986: 0.08613450700840702
Position 21997: 0.08461570529303877
Position 64759: 0.08327303606568572
Position 8583: 0.08075357218425475
Position 57848: 0.07819297434933228
Position 26707: 0.07757196506618598
Position 20178: 0.07584623841508248
Position 36093: 0.07134415412174235
Position 42925: 0.06748072848716041
Position 55793: 0.0648066636460103
Position 6451: 0.06411156338887901
Position 6337: 0.06360345006380211
Position 23579: 0.060446146962601574
Position 25561: 0.05992655372376686
Position 8201: 0.05655132918413949
Position 55092: 0.055297915937453604
Position 4383: 0.05250253973051855
Position 23124: 0.051066186730239355
Position 51708: 0.04878565947799694
Position 128: 0.04555742050243294
Position 832: 0.045194993368397426
Position 8166: 0.04003684271640784
Position 23259: 0.03953390977418859
Position 51581: 0.03941522215874847
Position 24086: 0.03642467858402309
Position 10692: 0.035553350105963555
Position 218: 0.035058066193378354
Position 2112: 0.0337837108786615
Position 23231: 0.028442738886551102
Position 12299: 0.02753494859731563
Position 23276: 0.027476709407581342
Position 49455: 0.026940030567150178
Position 44359: 0.02601682978751496
Position 9308: 0.024158024404290507
Position 8668: 0.022925772859145238
Position 18697: 0.022761845160765643
Position 40689: 0.021647010335304792
Position 56445: 0.0210837751998415
Position 49796: 0.019321288902869597
Position 59191: 0.01712348943758699
Position 27063: 0.01668087441268537
Position 57925: 0.016322848235861446
Position 2614: 0.016246651922361008
Position 23074: 0.014774357325072884
Position 34047: 0.014679098881248267
Position 45390: 0.0146372699555806
Position 58789: 0.012805554768027938
Position 40665: 0.012789880142130781
Position 40719: 0.012739127337248576
Position 45149: 0.012023721353599923
Position 46067: 0.01158963137071425
Position 7476: 0.010437271580277343
Position 9646: 0.010373447930877227
Position 25129: 0.009999432337926595
Position 40979: 0.009899549430758636
Position 49584: 0.00973358966685996
Position 58602: 0.009182890365097602
Position 32548: 0.008728581092214216
Position 6390: 0.00859545553504785
Position 7489: 0.00853107871058535
Position 52042: 0.007957960401442477
Position 4739: 0.007134163995496263
Position 18142: 0.006624342091994296
Position 5801: 0.006602663681880716
Position 8833: 0.006558136599481977
Position 26274: 0.00626942507229853
Position 32561: 0.0061891710243708285
Position 9008: 0.006172600368762703
Position 46045: 0.0051338604433392295
Position 26709: 0.005119172371475092
Position 30273: 0.004943050642710626
Position 3161: 0.004926949360279748
Position 52017: 0.00453653507382876
Position 25019: 0.0044320876598867775
Position 10192: 0.004404142553758465
Position 11324: 0.004248438029304635
Position 11933: 0.004213121081114161
Position 62212: 0.004197691950384116
Position 4606: 0.004076055143981514
Position 55745: 0.003967689192702696
Position 2924: 0.0037674471854560994
Position 59049: 0.0037464998971883947
Position 28485: 0.0035576903617020876
Position 5776: 0.003244232139338539
Position 8180: 0.0031782974697607104
Position 23752: 0.003109963628831891
Position 1601: 0.00305860108360253
Position 54974: 0.002950126373781483
Position 6438: 0.0028485430369194855
Position 9522: 0.002827785245890025
Position 483: 0.002793040379620509
Position 27333: 0.0025425344975601332
Position 5131: 0.0024936054048893637
Position 23217: 0.002401917201639449
Position 5425: 0.0023711284990044676
Position 2648: 0.0023286429142972873
Position 55826: 0.0022635823667557222
Position 8605: 0.0022144913853943287
Position 333: 0.0021803971299823102
Position 7481: 0.0021005608578286957
Position 757: 0.002002397968722011
Position 58764: 0.001964068039733362
Position 58644: 0.0018851352952291064
Position 59039: 0.0018474733941741459
Position 64051: 0.0018013810470198562
Position 7871: 0.0017529849676245722
Position 2260: 0.0016987001491396755
Position 56289: 0.0016530524146821212
Position 62329: 0.0015806757608421234
Position 4112: 0.001389500988147941
Position 4913: 0.0012754047442698196
Position 7180: 0.0010831681643091863
Position 58723: 0.001054167823891144
Position 279: 0.0010263447386001975
Position 796: 0.0009383447986380228
Position 8081: 0.0009123647876831927
Position 23080: 0.0008749052593298766
Position 41546: 0.0007038829737095228
Position 1374: 0.0007016768716497342
Position 61192: 0.0006839653845052834
Position 69: 0.0006625674206253114
Position 200: 0.0006392885600452124
Position 48686: 0.0006330801721219935
Position 7457: 0.0005501713935151159
Position 1971: 0.0005045837739225815
Position 5613: 0.00048542945147089735
Position 302: 0.00038663176045004096
Position 6188: 0.00038278078082328135
Position 337: 0.0003815510634325034
Position 23268: 0.00037746112365505635
Position 53946: 0.0003485334155107917
Position 46031: 0.00030895443715993364
Position 7052: 0.00030248287710585477
Position 4982: 0.00029739366264985064
Position 23263: 0.00028112781670610763
Position 40481: 0.00026645161653304105
Position 902: 0.0002421518074532568
Position 382: 0.00022580083929164368
Position 3063: 0.00021577591423215436
Position 143: 0.00019593576525185695
Position 22498: 0.00019305862045963042
Position 58587: 0.0001583759886178183
Position 372: 0.0001512719842241307
Position 399: 0.00014191119741809093
Position 59393: 0.00012503093066632549
Position 48947: 0.00010042976716584403
Position 5198: 9.146792636346808e-05
Position 23161: 9.038236220540014e-05
Position 28402: 8.938103222010824e-05
Position 8072: 8.720682853329805e-05
Position 22316: 7.793693756418348e-05
Position 23240: 7.756723172831586e-05
Position 685: 4.296937499911374e-05
Position 5174: 3.81060651627687e-05
Position 105: 2.9066118651446757e-05
Position 1361: 2.3725683823814987e-05
Position 25008: 1.2202004618443924e-05
Position 1758: 8.845983035426365e-06
Position 3141: 8.465659150122025e-06
Position 3845: 8.002194726101845e-06
Position 628: 6.6484638839233535e-06
Position 647: 6.624785876983282e-06
Position 1683: 3.50949002414713e-06
Position 1070: 3.446470238639445e-06
Position 1475: 3.2476199118415183e-06
Position 6568: 3.178517376391557e-06
Position 1488: 3.14706336285202e-06
Position 546: 2.135783665536483e-06
Position 404: 1.3072581612876584e-06
Position 537: 8.857296069943544e-07
Position 2487: 3.4356536406038235e-07
Position 351: 2.7222470415261353e-07
Position 2673: 2.1056643348443597e-07
Position 635: 1.63986667975456e-07
Position 700: 1.329041052908031e-07
Position 589: 8.891667105939619e-08
Position 282: 8.553073001390316e-08
Position 623: 7.499201158140303e-08
Position 519: 5.125522809724484e-08
Position 392: 4.236699083953725e-08
Position 287: 3.439918546218953e-08
Position 1446: 1.7187811995982937e-08
Position 1275: 1.6134477992591636e-08
