Gene = CLSPN
index = 380
Annotated 5SS: [   82  4711  5663  6769  7525  7931  8833  9587 16184 18679 20296 20462
 21524 22022 23163 24478 26474 26788 30564 30793 31474 31937 32590 33015]
Annotated 3SS: [ 4601  5213  6606  7446  7857  8723  9011 15991 18421 20116 20396 21323
 21866 22935 24365 26397 26686 30398 30670 31345 31830 32506 32852 33321]
SMsplice 5SS: [   82  4711  6769  7525  8139  8833 18598 20536 21524 22022 24478 26474
 26788 30568 30722 31474 31937 32590 33015]
SMsplice 3SS: [ 4601  6606  7350  7857  8723 18421 20396 21323 21866 24365 26397 26686
 30398 30670 31345 31830 32506 32852 33321]
top_k =  1000
Partition function (log Z): 32.34133855750027

Sorted 5' Splice Sites (High to Low Probability):
Position 26788: 0.9945719431361003
Position 31937: 0.9905953196187701
Position 31474: 0.9708349569047472
Position 26474: 0.9645967421986628
Position 33015: 0.9582280660794132
Position 8833: 0.9323345505104242
Position 21524: 0.9237036444380797
Position 24478: 0.9074472767755363
Position 32590: 0.8404157878941186
Position 18598: 0.8390263558332722
Position 82: 0.8069970928662222
Position 7525: 0.6786401062520472
Position 22022: 0.6642118021253277
Position 20536: 0.5994069019950735
Position 4711: 0.572696148667269
Position 30722: 0.46801933877038887
Position 8139: 0.46453902584021056
Position 9116: 0.4622824257738262
Position 30793: 0.4420242768976977
Position 30568: 0.3996515953477144
Position 7931: 0.38702943785007343
Position 20462: 0.3789538390907484
Position 4761: 0.2615199221987352
Position 16184: 0.23472647178781508
Position 2667: 0.2183227722603326
Position 20296: 0.21172887396384116
Position 5663: 0.20820381443541697
Position 29108: 0.20790949427779448
Position 30564: 0.185703007892676
Position 16975: 0.18502093023151184
Position 23163: 0.1629088750460506
Position 70: 0.1527929081068848
Position 2660: 0.1445706402377801
Position 7274: 0.144459441943814
Position 7977: 0.14377059309863713
Position 26602: 0.13336059307680598
Position 2308: 0.12685189152512136
Position 30193: 0.11408155903209055
Position 18114: 0.09608297160010972
Position 30502: 0.09331729716061479
Position 6773: 0.09225337599346678
Position 30598: 0.07369868790738471
Position 32747: 0.06774147114773317
Position 7530: 0.06404235564702603
Position 7241: 0.060164296764478674
Position 30514: 0.056136493913958516
Position 7036: 0.04972761172718662
Position 30773: 0.04924301715334814
Position 5234: 0.048759025581620236
Position 9211: 0.048203020034357856
Position 3703: 0.04441771744658009
Position 32631: 0.04218606358122445
Position 20871: 0.042172537360964095
Position 17162: 0.0376787250242476
Position 7496: 0.03287616308171543
Position 21532: 0.028363482221282505
Position 467: 0.026361256389366792
Position 24795: 0.02602189469606232
Position 2458: 0.024801943914749557
Position 6754: 0.023071450221865533
Position 33168: 0.020997585525282157
Position 17999: 0.02080635419617015
Position 9098: 0.02071543734976245
Position 2384: 0.020246941946492444
Position 5238: 0.0201582954946713
Position 32646: 0.01931330935495584
Position 22026: 0.01896198553614554
Position 30897: 0.01890835564761654
Position 19194: 0.017879462126501943
Position 19742: 0.01771480636196786
Position 18679: 0.016933916419905673
Position 13589: 0.016250222271624377
Position 12709: 0.015433893723333467
Position 30465: 0.01434331559352315
Position 7231: 0.013128973415738331
Position 30590: 0.01233684704603342
Position 2673: 0.011722184450917186
Position 20944: 0.011459331471770553
Position 5017: 0.011338716284022846
Position 3685: 0.011298047603033774
Position 22318: 0.010779012673068794
Position 19914: 0.01024306367595277
Position 31428: 0.009846791429142441
Position 18716: 0.009294756074121623
Position 8312: 0.008956107563767498
Position 17025: 0.008943471858898907
Position 28671: 0.008559770551091759
Position 2379: 0.008383014595718675
Position 26478: 0.008353336980929821
Position 17915: 0.007729391301693002
Position 16344: 0.0076234549511182085
Position 1407: 0.007010132538171668
Position 2819: 0.0069148009066090236
Position 27683: 0.00689263834363436
Position 26259: 0.006441152030434256
Position 5696: 0.006289133920918011
Position 317: 0.006045198318730725
Position 33142: 0.005799320259705939
Position 8037: 0.005546911066899258
Position 25228: 0.0055373017015845
Position 26264: 0.005392084385068316
Position 4419: 0.005337590399573736
Position 135: 0.00520541341943475
Position 22062: 0.005150036008261419
Position 29836: 0.004878825290574723
Position 29592: 0.004489599713496277
Position 31768: 0.004408124307757687
