Gene = PPP1R15B
index = 1059
Annotated 5SS: [2300]
Annotated 3SS: [5477]
SMsplice 5SS: [ 557 2300]
SMsplice 3SS: [2203 6502]
top_k =  1000
Partition function (log Z): -10.29207144171154

Sorted 5' Splice Sites (High to Low Probability):
Position 2300: 0.9190063304109116
Position 557: 0.6003995247796211
Position 3976: 0.33509265459761767
Position 3238: 0.3017480288647428
Position 3655: 0.19954291343329858
Position 1713: 0.1659195801217152
Position 620: 0.15475483282498273
Position 23: 0.14888066759194996
Position 5570: 0.06400513231009056
Position 3503: 0.02767891045103819
Position 7038: 0.015806590823990614
Position 301: 0.01486026974521014
Position 3707: 0.014195971172733756
Position 1611: 0.012093783529658508
Position 1118: 0.011631808725527926
Position 1034: 0.009790636441020302
Position 3230: 0.009091794506807985
Position 4015: 0.008878068679325488
Position 56: 0.006330771164966721
Position 436: 0.005639991289640021
Position 2246: 0.004216483059332456
Position 1542: 0.0037256252776382308
Position 2954: 0.0035520967442822207
Position 4121: 0.003036382204121001
Position 114: 0.0018520691186654796
Position 3923: 0.001812929731125664
Position 3367: 0.0017259183124379467
Position 6452: 0.0017071323529377596
Position 4057: 0.0016904820708422586
Position 1493: 0.0016773928472402905
Position 3347: 0.001281848403436706
Position 785: 0.001206782809404691
Position 4112: 0.0012022089562439043
Position 104: 0.0011117797295260884
Position 1414: 0.0009598708441249766
Position 5260: 0.0009327251240136736
Position 2903: 0.0007975096748940508
Position 753: 0.0007364079836070011
Position 5868: 0.0007062046625564936
Position 2701: 0.0006919597340040116
Position 645: 0.0006620490036637407
Position 2556: 0.0005801275586900613
Position 4657: 0.0004976720893754853
Position 2662: 0.0004625256218046311
Position 3573: 0.00037973135329675927
Position 5749: 0.0003518497428369994
Position 1930: 0.00034955612576476156
Position 1674: 0.0003391351746439182
Position 1586: 0.000320852059321086
Position 2058: 0.0002699636679410303
Position 3169: 0.00026214241504100155
Position 2943: 0.00022557053768088064
Position 3234: 0.00021773331798023265
Position 2204: 0.0002036265595198352
Position 3681: 0.0002015349231928862
Position 83: 0.00019317483483463806
Position 2840: 0.00019246154337892055
Position 4051: 0.00019163500486938238
Position 942: 0.0001418157673335467
Position 957: 0.00011861173572281264
Position 1768: 0.00011354592153876217
Position 3074: 0.00011031335914442633
Position 2199: 0.00010834759283445997
Position 1085: 7.927504455024078e-05
Position 652: 7.775680948344416e-05
Position 2517: 7.12854186208826e-05
Position 2560: 5.339688481329283e-05
Position 2527: 4.986494644197002e-05
Position 2801: 4.1637806004758177e-05
Position 3105: 2.4673013430209658e-05
Position 4190: 2.4351439158618275e-05
Position 5117: 9.29822258933961e-06
Position 2891: 4.9183688627451435e-06
Position 3291: 4.498346422111523e-06
Position 186: 1.3519354884778061e-06
Position 164: 1.3115438200342803e-06
Position 155: 1.1126988151964587e-06
Position 106: 9.405192834459494e-07
Position 873: 8.86893018032219e-07
Position 198: 7.822166419804536e-07
Position 561: 6.550244743431834e-07
Position 3675: 4.770400202524446e-07
Position 321: 4.4209373623360365e-07
Position 232: 4.05249134369401e-07
Position 2442: 3.8886874505623877e-07
Position 1746: 3.2957156042710885e-07
Position 60: 2.0897928205455763e-07
Position 14: 1.8067477340920656e-07
Position 1031: 1.7394284179492458e-07
Position 5478: 1.298081420102414e-07
Position 792: 1.2025088186728093e-07
Position 919: 1.0975271553741656e-07
Position 961: 7.966285318480803e-08
Position 365: 5.557874364428633e-08
Position 484: 5.101606069747842e-08
Position 683: 4.0217220639700067e-08
Position 1029: 3.648239858512339e-08
Position 1101: 3.3900450758879486e-08
Position 196: 2.112387412780287e-08
Position 1755: 1.8096021286558005e-08
Position 934: 3.244395646399913e-09
Position 926: 2.910972198672798e-09
Position 30: 1.0591030027565752e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2203: 0.7741235003875108
Position 6502: 0.34494708018260445
Position 3466: 0.2810650224609945
Position 3122: 0.2747130105406053
Position 5477: 0.2624421877621837
Position 3902: 0.21856446380360975
Position 3792: 0.1322000559231997
Position 1632: 0.10506639227046298
Position 7313: 0.08039579096751272
Position 2095: 0.07771985032716817
Position 3570: 0.05800121992742765
Position 2209: 0.04209259740851417
Position 5045: 0.0388030594137011
Position 3168: 0.03413390790712616
Position 6954: 0.033863580760678656
Position 7178: 0.02099176227879113
Position 5066: 0.019669446236187046
Position 7792: 0.019246884976553885
Position 6321: 0.0181300654109319
Position 2114: 0.016065255894818966
Position 7037: 0.015873846915996793
Position 3749: 0.012113210500447384
Position 7309: 0.011216513269105485
Position 6646: 0.010459456949125043
Position 7916: 0.008276276779776501
Position 5935: 0.007480481963845633
Position 2778: 0.007067113013837417
Position 3023: 0.006582487399583677
Position 3392: 0.005790561324724889
Position 7591: 0.005270527705938076
Position 5376: 0.004446591199966682
Position 1333: 0.004444957667529585
Position 1398: 0.0043742232265151565
Position 1827: 0.004361511965746742
Position 1637: 0.004021597915693925
Position 1490: 0.003823354022737218
Position 2179: 0.003791687549259105
Position 1542: 0.003731715006444884
Position 544: 0.0036602539839741665
Position 5801: 0.0036488537212818603
Position 3184: 0.0035906073563096615
Position 6199: 0.003196525182186161
Position 7473: 0.0030768742509266938
Position 3493: 0.0029683587825775387
Position 1077: 0.002888925468523344
Position 6465: 0.002827826950768754
Position 4222: 0.0025706138341105144
Position 908: 0.002441340570810714
Position 1607: 0.0023348343695809358
Position 2919: 0.0022726730236561398
Position 8251: 0.002221263738564252
Position 4922: 0.0022094025301913366
Position 6133: 0.0021160605404951676
Position 3851: 0.0020833165007439762
Position 1511: 0.0020643239389001094
Position 6842: 0.0017029131928725791
Position 3073: 0.0016000850313843023
Position 6573: 0.001576415473871169
Position 2407: 0.0015196295096091084
Position 3258: 0.0014875552193977636
Position 1658: 0.0014605083745338869
Position 4049: 0.0014473860963494596
Position 8023: 0.0014008931462336962
Position 2650: 0.001399543919175969
Position 4788: 0.0012273813452640715
Position 7476: 0.0010999772112633521
Position 890: 0.0010803908033841943
Position 1453: 0.0010736676122688144
Position 4642: 0.001062841331157118
Position 5116: 0.0009916440282397665
Position 1219: 0.0008943329324674798
Position 5208: 0.0008680242137209895
Position 1433: 0.0008445289860618929
Position 3502: 0.0008152539624552869
Position 6702: 0.0008076397033896345
Position 4981: 0.0007193916950637642
Position 1514: 0.000694372525138969
Position 2563: 0.0006486243153236465
Position 1610: 0.0006424688806935804
Position 3006: 0.000626561951668866
Position 5535: 0.0006156652348858872
Position 5041: 0.0005824588619256779
Position 6578: 0.0005477547875771452
Position 3046: 0.000533308862609083
Position 332: 0.0005170024580267966
Position 6331: 0.0005136159292304491
Position 3542: 0.0005025724949605223
Position 3099: 0.0004948444582941726
Position 2362: 0.00046617936854513137
Position 1244: 0.0004611068270386391
Position 5857: 0.0004583565595162747
Position 7640: 0.0004556070845615269
Position 4615: 0.0004535850497758789
Position 1297: 0.0004229475199284245
Position 1849: 0.0004183226450411097
Position 5259: 0.0004159928208552224
Position 4577: 0.0003957909401671281
Position 8133: 0.0003919630996643222
Position 254: 0.0003705487393499463
Position 3426: 0.0003471481521790968
Position 1183: 0.0003466698926410925
Position 1673: 0.000322038184290697
Position 5493: 0.0003148763775485274
Position 913: 0.0003060867034719175
Position 2585: 0.0003017327518264849
Position 7114: 0.0002949327468715978
Position 2745: 0.00029121008515577525
Position 2270: 0.00029074531077471274
Position 147: 0.0002583652195800704
Position 5515: 0.0002437593482398633
Position 2021: 0.00024242655617751118
Position 2251: 0.00023128708276050225
Position 1019: 0.0002175741030652109
Position 1683: 0.0002134192660291553
Position 4247: 0.0002013310714165457
Position 616: 0.000176465139099741
Position 895: 0.00017489599455442097
Position 663: 0.0001646107346959374
Position 2274: 0.00016078167388051417
Position 1516: 0.0001605705030433319
Position 1832: 0.00015707964204600704
Position 2016: 0.0001440071634293768
Position 2146: 0.00013089768046356995
Position 1350: 0.0001304254548867835
Position 3769: 0.00012808892927333374
Position 842: 0.00012252761378064264
Position 473: 0.00012164292872371818
Position 1196: 0.00012019493403519476
Position 737: 0.00011625079351318996
Position 5569: 0.00010639587303884506
