Gene = C9orf153
index = 252
Annotated 5SS: [  108 30120 31803]
Annotated 3SS: [30027 31626 37923]
SMsplice 5SS: [  108 30120]
SMsplice 3SS: [30027 30402]
top_k =  1000
Partition function (log Z): -21.2481528015082

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.9684122445103825
Position 10819: 0.725221807266075
Position 5424: 0.5079146372337187
Position 2080: 0.23851343399541822
Position 3675: 0.14951629278833806
Position 10544: 0.0762456144496682
Position 3472: 0.022299969561876586
Position 4983: 0.019793633656539845
Position 204: 0.010571554663347279
Position 142: 0.008607661267768539
Position 242: 0.008287124363470804
Position 3508: 0.0037537844410606242
Position 2853: 0.003720530902051914
Position 220: 0.003145319502966757
Position 3268: 0.002210998403903566
Position 2888: 0.001824791752492288
Position 1185: 0.0018205638619450846
Position 11674: 0.0009401077314097972
Position 11787: 0.0007455693545672609
Position 4367: 0.0005356857668936808
Position 4037: 0.0004884525079401784
Position 199: 0.0003344467980933413
Position 3329: 0.00030364572893532775
Position 3515: 0.00020859247007743508
Position 729: 0.0001473864796901173
Position 4046: 0.00011479389455131892
Position 831: 0.00010783383486438884
Position 3635: 0.00010442035064228183
Position 1820: 7.892150894523293e-05
Position 6763: 6.929224855840327e-05
Position 4861: 6.732403897600838e-05
Position 96: 5.718991953717245e-05
Position 836: 5.262268478891383e-05
Position 310: 3.8446383807792064e-05
Position 717: 3.033447684830356e-05
Position 540: 2.9135363700196033e-05
Position 741: 2.5700911830591875e-05
Position 3671: 2.495291088768881e-05
Position 105: 2.425475992284601e-05
Position 774: 2.2527227015257026e-05
Position 2582: 1.8450248653206272e-05
Position 3229: 1.6193294237553964e-05
Position 2390: 1.424806943215053e-05
Position 1238: 1.2888810419951847e-05
Position 4063: 1.1290339130894613e-05
Position 447: 9.671432039908314e-06
Position 587: 6.224782532579744e-06
Position 635: 4.824216158195377e-06
Position 2554: 4.725683167597259e-06
Position 4159: 4.556275266415474e-06
Position 4133: 2.4268138915158845e-06
Position 2758: 1.8666604598430274e-06
