Gene = AC010441.1
index = 13
Annotated 5SS: [668]
Annotated 3SS: [17124]
SMsplice 5SS: [ 668 4286 5463]
SMsplice 3SS: [ 4168  5378 17124]
top_k =  1000
Partition function (log Z): -9.670955838284776

Sorted 5' Splice Sites (High to Low Probability):
Position 668: 0.9360740841018653
Position 4286: 0.7756422911455939
Position 2291: 0.7149139768523601
Position 5463: 0.5616719061603669
Position 2836: 0.31678337052768835
Position 17339: 0.27806674708278467
Position 4025: 0.24283510381617104
Position 1857: 0.1915985578733433
Position 3755: 0.17034846214628893
Position 4596: 0.1564213871622977
Position 12815: 0.1278371011917684
Position 9253: 0.09170472184719115
Position 3650: 0.06972440703193424
Position 8260: 0.05926583165374675
Position 344: 0.04519459194078194
Position 10070: 0.04217519154489836
Position 17689: 0.038607991443651894
Position 1478: 0.02933202259468346
Position 189: 0.026476042978005883
Position 2344: 0.0245473941843378
Position 1326: 0.023765631391130988
Position 4477: 0.022746215071101854
Position 1695: 0.02263717646464417
Position 5474: 0.021705699917766975
Position 3962: 0.019372100291372627
Position 8844: 0.01903199710433677
Position 8126: 0.018904711958644186
Position 1838: 0.01821348428779724
Position 1411: 0.012877658059066552
Position 324: 0.008904090943695991
Position 286: 0.008382287745335875
Position 11966: 0.008340261392369597
Position 4297: 0.007978074879783621
Position 968: 0.007747576070177755
Position 1743: 0.005693836754063324
Position 9257: 0.005493104337736449
Position 10595: 0.0049548279898893295
Position 1683: 0.004840691359118405
Position 31: 0.00455267015660556
Position 17686: 0.0032051732339527478
Position 3049: 0.0026624737777808747
Position 3958: 0.0023229765744372855
Position 2633: 0.0021937240713221107
Position 553: 0.0017344078807794696
Position 3100: 0.0017112156090215234
Position 1712: 0.0016736752941836762
Position 1285: 0.001352975993847539
Position 1672: 0.0013216934943237663
Position 1832: 0.0012321484055378884
Position 1519: 0.0012320256606590417
Position 2578: 0.0012033260357852157
Position 4010: 0.0011932036925305313
Position 1482: 0.0011388983431225002
Position 2570: 0.0011184482141125994
Position 2296: 0.0010327736723009305
Position 121: 0.0009398791742768902
Position 1868: 0.0008119823684438389
Position 6228: 0.0006512145480246132
Position 925: 0.0006068914454630621
Position 1350: 0.0005672334902923342
Position 788: 0.0005043219794813905
Position 1090: 0.00045872117172573567
Position 5436: 0.0003844528825309075
Position 1720: 0.00038219175213304946
Position 298: 0.0003444150098689056
Position 2152: 0.00024020275506826907
Position 5481: 0.0002301247182246401
Position 1521: 0.00018024014837142305
Position 1047: 0.0001671198575835135
Position 743: 0.0001620646889157993
Position 288: 0.0001223229539472389
Position 3082: 0.00010842073286356322
Position 1369: 9.90195545331896e-05
Position 783: 9.814097313666121e-05
Position 223: 9.433384454670856e-05
Position 1497: 6.433145927181695e-05
Position 135: 4.357168122502749e-05
Position 1385: 2.7892530410224168e-05
Position 672: 2.6581235452795826e-05
Position 691: 2.6304182521588458e-05
Position 437: 1.7683420716499697e-05
Position 1041: 1.3591747660656328e-05
Position 1173: 1.1008590475253689e-05
Position 1802: 1.0348043089982191e-05
Position 4236: 7.991466869854864e-06
Position 568: 7.5104871357563775e-06
Position 168: 6.916976889364549e-06
Position 267: 3.0870552047253573e-06
Position 1136: 2.495048656286657e-06
Position 1159: 2.3558106797207626e-06
Position 1096: 2.1913079553159397e-06
Position 2851: 2.130929696287118e-06
Position 290: 1.4868094116718524e-06
Position 1185: 1.0165492025675344e-06
Position 1152: 7.489625930674933e-07
Position 401: 3.287474074102701e-07
Position 873: 2.869453375921945e-07
Position 861: 2.6522351976129336e-07
Position 33: 2.3610984988550322e-07
Position 67: 1.1626740280558882e-07
Position 695: 8.841420318812748e-08
Position 425: 2.3244440835927072e-08
Position 596: 1.2729866910380428e-08
Position 1504: 6.98120266740672e-09
Position 591: 5.996349689908954e-09
Position 528: 1.8164802072739159e-09
Position 473: 5.91697896401176e-10
Position 192: 1.4289718231850386e-10
Position 1166: 4.262277455196125e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 17124: 0.952602215419802
Position 4168: 0.6057189774513935
Position 5378: 0.5722414801416476
Position 2138: 0.27027461720935025
Position 17546: 0.18677326936346678
Position 2754: 0.1653091277529713
Position 2222: 0.15226060890660076
Position 2733: 0.14965818755766977
Position 2007: 0.14355748521289335
Position 1633: 0.13667829653270602
Position 3883: 0.13001783558600602
Position 3932: 0.12859056577778707
Position 12635: 0.09820131883770705
Position 9025: 0.0980699777353952
Position 1609: 0.0913059053034867
Position 4410: 0.08873942650498923
Position 17882: 0.08764028441854128
Position 2203: 0.08278697623064386
Position 3449: 0.08146818090753231
Position 8007: 0.07418608342783349
Position 3669: 0.0641167630736816
Position 2118: 0.06183745652665089
Position 4099: 0.06050948112162749
Position 4104: 0.04634275774727466
Position 9973: 0.04345803000357734
Position 4079: 0.040986766152034754
Position 3605: 0.03962189602041358
Position 3624: 0.03596587009640703
Position 4395: 0.032802249048358316
Position 4459: 0.03137851651594167
Position 12691: 0.030433890203763535
Position 1226: 0.030181181677774466
Position 1256: 0.02806115062765064
Position 4175: 0.025783277808600267
Position 11751: 0.025145229258592097
Position 4430: 0.023688828873556486
Position 3724: 0.022574785585097578
Position 2078: 0.02137925934047865
Position 8646: 0.018008064661941606
Position 18142: 0.01762240989516127
Position 343: 0.01666104432609694
Position 17735: 0.011934331014991646
Position 18092: 0.011291811793361129
Position 1385: 0.009253740755021916
Position 578: 0.008952384901607472
Position 8003: 0.008827283954534873
Position 865: 0.007453968747774819
Position 2177: 0.006907545786505199
Position 3646: 0.006423451686554343
Position 10380: 0.005626765311132391
Position 444: 0.005438868630445403
Position 5158: 0.005174298591170003
Position 2952: 0.004332824659535691
Position 5346: 0.004172337846081425
Position 1582: 0.003893737573790865
Position 365: 0.0035755282100829347
Position 1694: 0.0034872243357984235
Position 8779: 0.0031871150746178053
Position 1588: 0.0031851790606305733
Position 6675: 0.002578510898413055
Position 447: 0.002396805189315928
Position 18251: 0.0023446393213229387
Position 2560: 0.0022881907135152736
Position 17494: 0.002273165953544329
Position 11071: 0.0020454166597102304
Position 460: 0.0018443423539761877
Position 637: 0.001668153160444556
Position 650: 0.0016652380954730317
Position 5343: 0.0016579167183822536
Position 5322: 0.0015504169825829085
Position 6016: 0.0015284463166583538
Position 3986: 0.0015255950847150523
Position 7957: 0.0014969288987486614
Position 6803: 0.0013307429147316491
Position 12192: 0.0013163871398119743
Position 1710: 0.001304354007648656
Position 8192: 0.0012570775106901931
Position 1128: 0.0011795471406686388
Position 4567: 0.0010675455787930485
Position 2416: 0.0009605188557075409
Position 11940: 0.0008706610293063806
Position 11074: 0.0008659883501609596
Position 2372: 0.000809747435102545
Position 2246: 0.0007941039936908015
Position 14254: 0.000749117703870552
Position 1791: 0.0007300560941523068
Position 3272: 0.0006896707040170339
Position 1945: 0.0006291316961233494
Position 4801: 0.0006181485379889105
Position 1704: 0.0005796198499012366
Position 13117: 0.0005684668407966852
Position 4295: 0.0005634883581455811
Position 534: 0.0005606150967571488
Position 2343: 0.0004991864082897867
Position 4555: 0.00045690161124145953
Position 2575: 0.00044020708457882297
Position 4391: 0.00039358672580457787
Position 7216: 0.0003675449750975203
Position 7871: 0.0003638208715621705
Position 5554: 0.00035596205470802053
Position 5856: 0.00033888077736318815
Position 8807: 0.0002616038910035491
Position 12163: 0.00024567234692409216
Position 8590: 0.00023887449858768733
Position 596: 0.0002342924222214045
Position 2479: 0.00022845582254304775
Position 6718: 0.00022279628843243883
Position 1562: 0.00022161542574034387
Position 2633: 0.00020239043989619262
Position 235: 0.00019520999641999307
Position 2569: 0.00018694637573604412
Position 1400: 0.00018471670668856853
Position 372: 0.0001822348841470633
Position 3037: 0.00018110666722930772
Position 2832: 0.00017070405099849643
Position 6527: 0.00016657991475993504
Position 994: 0.00015066772702696562
Position 585: 0.00014619301268063175
Position 8892: 0.00013808884592728915
Position 1725: 0.0001231397022019546
Position 2789: 0.00010424217304960037
Position 615: 9.885170019414255e-05
Position 1330: 9.352824030973136e-05
Position 3730: 9.268116359214099e-05
Position 7322: 8.332284024341265e-05
Position 4467: 8.14425121862526e-05
Position 9569: 7.459910063548338e-05
Position 1033: 6.775932554331e-05
Position 7626: 6.638196355271495e-05
Position 6597: 6.42172198141513e-05
Position 6152: 6.400761954520881e-05
Position 1665: 6.10155451501572e-05
