Gene = FOXL2NB
index = 563
Annotated 5SS: [ 231 2406]
Annotated 3SS: [2285 3030]
SMsplice 5SS: [774]
SMsplice 3SS: [2030]
top_k =  1000
Partition function (log Z): -7.262521540756897

Sorted 5' Splice Sites (High to Low Probability):
Position 774: 0.6265486983395113
Position 2154: 0.5619280246519327
Position 231: 0.5321617225076686
Position 1834: 0.4413659448747837
Position 1618: 0.21269794980063603
Position 4481: 0.16892499816054302
Position 2615: 0.13703983222371777
Position 2550: 0.10313864355860478
Position 4344: 0.10060290983617884
Position 1171: 0.09041708180321825
Position 583: 0.08780580025925125
Position 103: 0.07061127318257125
Position 3800: 0.0687132026373837
Position 813: 0.06790380224702383
Position 3186: 0.05004303467394402
Position 2146: 0.04771859822269019
Position 4239: 0.04119487076114971
Position 2578: 0.03845970226558563
Position 2451: 0.03286766344541875
Position 1573: 0.029825169040052116
Position 791: 0.027828196062753722
Position 146: 0.015751079566623864
Position 4966: 0.014833208109233782
Position 735: 0.014696108689739936
Position 2160: 0.012502051094727946
Position 2142: 0.012110358513238911
Position 2140: 0.011902508518359112
Position 2972: 0.011820827940336977
Position 334: 0.011221124947550655
Position 5573: 0.009119248176551058
Position 394: 0.007089571691112736
Position 5217: 0.006900177087966611
Position 2166: 0.0068561681767410065
Position 1332: 0.006822554730802563
Position 610: 0.00613507416821938
Position 747: 0.005542750214432428
Position 2168: 0.005512226300965426
Position 2164: 0.005474471656188117
Position 2162: 0.005282279532721669
Position 2158: 0.005103091110564801
Position 4205: 0.00458856633696599
Position 2170: 0.003975810310392349
Position 1935: 0.0039592972222660386
Position 1143: 0.003435089517991871
Position 2172: 0.003242262191368939
Position 1825: 0.003182994273743638
Position 2174: 0.0026405096505697826
Position 2178: 0.0025198593930577918
Position 2635: 0.0024667574683856597
Position 2063: 0.002461019957953727
Position 2176: 0.0023759418877420456
Position 590: 0.001903471556571212
Position 386: 0.0018333438458427629
Position 555: 0.0016594618769210556
Position 2182: 0.001518654401687169
Position 675: 0.0014788856955120489
Position 339: 0.001188422106445711
Position 571: 0.0011781774789967477
Position 1087: 0.0011684428565752884
Position 976: 0.0011477491618782734
Position 2378: 0.001123505636799087
Position 1843: 0.0009031364171143205
Position 151: 0.0008755374976961907
Position 2081: 0.0008637333784388143
Position 1244: 0.000854075492356893
Position 784: 0.00067847367059616
Position 3932: 0.0005636143529384497
Position 1919: 0.0004979343578294171
Position 2300: 0.0004228577502984855
Position 1505: 0.00041757466110523965
Position 793: 0.00041140142557948494
Position 1510: 0.00036983135695699103
Position 3735: 0.0002893474926704134
Position 437: 0.000218876958418045
Position 2188: 0.00018467863340352155
Position 864: 0.00016437963970364426
Position 1294: 0.0001374083853179459
Position 260: 0.00013252722032227503
Position 1570: 0.0001290369748221342
Position 577: 0.00011252471175086014
Position 2079: 0.0001026731984493633
Position 679: 9.629784679476962e-05
Position 1677: 8.039945672164007e-05
Position 753: 7.958984234315021e-05
Position 370: 5.795992270663854e-05
Position 856: 5.330432974504209e-05
Position 592: 4.8460442865733926e-05
Position 2349: 4.374938937888894e-05
Position 840: 3.9706956533302485e-05
Position 1838: 2.9481871971277394e-05
Position 1641: 1.9846659815295174e-05
Position 7: 1.381582651135879e-05
Position 1186: 1.2878798311315707e-05
Position 388: 5.989527482001772e-06
Position 553: 5.230526235794252e-06
Position 481: 4.351401020920799e-06
Position 530: 2.2735579026060374e-06
Position 484: 1.8919415373138256e-06
Position 870: 1.838870461512098e-06
Position 681: 3.275671079602918e-07
Position 835: 2.9164607113227117e-07
Position 877: 2.2763475631550193e-08
Position 2076: 1.8523383548356924e-08
Position 419: 4.154002480379228e-09
Position 755: 2.1674521502990968e-09
