Gene = RFK
index = 1134
Annotated 5SS: [ 416 2088 5952]
Annotated 3SS: [1935 5848 6975]
SMsplice 5SS: [ 416 2088 5952]
SMsplice 3SS: [1935 5848 7997]
top_k =  1000
Partition function (log Z): -3.373725405894705

Sorted 5' Splice Sites (High to Low Probability):
Position 2088: 0.92774839116735
Position 416: 0.8618594656682799
Position 5952: 0.8305156239277748
Position 6323: 0.328918256410473
Position 7074: 0.3050938134265182
Position 1767: 0.25409350439853146
Position 3290: 0.24825589403221626
Position 204: 0.24134855609909797
Position 6887: 0.16931115901235744
Position 5999: 0.14016723984098292
Position 139: 0.07573368670820177
Position 4434: 0.056000294503919766
Position 706: 0.024259302124646345
Position 8433: 0.022725169265850116
Position 4296: 0.018730892624984674
Position 2040: 0.016754838675217095
Position 1100: 0.013807381455533547
Position 792: 0.013374294541957214
Position 2702: 0.013293649346494525
Position 2122: 0.012081752201245414
Position 6243: 0.006955281026950203
Position 150: 0.00675645376303213
Position 5234: 0.006219659167271864
Position 3314: 0.0048576308281701435
Position 6584: 0.004686707818002821
Position 6724: 0.004550229838041331
Position 7358: 0.004516593745362765
Position 1313: 0.004274438954204942
Position 2752: 0.00361514520293103
Position 370: 0.003185026833441044
Position 1714: 0.003010801832061631
Position 749: 0.0026808610521945704
Position 6290: 0.0025911483744677556
Position 183: 0.002524547626384855
Position 642: 0.0025149956333545983
Position 7000: 0.002317005338674024
Position 1730: 0.0022639806468474598
Position 3300: 0.0021817129568457074
Position 3251: 0.0018266360872228392
Position 7880: 0.0018073571247510223
Position 1266: 0.0016646146587937455
Position 6927: 0.0010531019248147047
Position 7428: 0.0009554021831050153
Position 582: 0.0008982895634463354
Position 4291: 0.0008800821190527706
Position 4128: 0.0008367617314724348
Position 8416: 0.0007781731534324561
Position 5206: 0.0007659953639430038
Position 6855: 0.0007160325499809218
Position 1223: 0.0006717970534229303
Position 7945: 0.0006449723367740663
Position 1367: 0.0005833193386945203
Position 3040: 0.0004511457237279106
Position 250: 0.0004458301868700404
Position 1903: 0.0004442648503371353
Position 842: 0.00040851376962233927
Position 1433: 0.00040441957047746203
Position 7116: 0.0003930302172300555
Position 1540: 0.0003824841053641417
Position 7443: 0.0003726650184892837
Position 754: 0.0003468552098151545
Position 455: 0.0003201618276880292
Position 367: 0.0003076180171255158
Position 2664: 0.0002822300858121148
Position 2627: 0.0002726609514488722
Position 7164: 0.0002616631751980881
Position 257: 0.0002343828787080159
Position 1396: 0.00019955637988096898
Position 2261: 0.00018270695157936227
Position 1328: 0.00016945368360357245
Position 2179: 0.00013550881368830806
Position 711: 9.007274422258962e-05
Position 159: 7.342039802874213e-05
Position 2109: 6.36162347671748e-05
Position 7381: 5.6050950504767566e-05
Position 910: 5.3169824089350605e-05
Position 362: 5.253480516634636e-05
Position 1643: 4.712509829570159e-05
Position 1520: 3.675290400567377e-05
Position 6680: 3.3032948392229514e-05
Position 192: 3.175416561477953e-05
Position 8028: 2.6686195407177874e-05
Position 3026: 2.325016236750183e-05
Position 3951: 2.1929117513633132e-05
Position 2037: 1.6655142963227156e-05
Position 3100: 1.6258581017817648e-05
Position 2361: 1.4369376695162594e-05
Position 270: 1.4284493358744279e-05
Position 450: 1.4222209584335291e-05
Position 556: 1.3866463350983693e-05
Position 92: 1.2246402215634531e-05
Position 6250: 1.0899300130456693e-05
Position 6335: 1.0058959686123261e-05
Position 1523: 9.651553472615108e-06
Position 819: 9.61428805805603e-06
Position 6189: 9.321989892925124e-06
Position 145: 8.15736615441457e-06
Position 785: 8.07888329827342e-06
Position 2494: 7.978500183781292e-06
Position 6271: 7.379460641668002e-06
Position 811: 6.759268242314053e-06
Position 873: 4.639528658551197e-06
Position 4430: 4.634106791320898e-06
Position 180: 4.365974270321233e-06
Position 1534: 4.225863744753286e-06
Position 4418: 3.6577256859293248e-06
Position 173: 1.0930799649509911e-06
Position 2464: 5.376793626179435e-07
Position 1844: 5.197428300119451e-07
Position 3246: 2.2609331926126771e-07
Position 189: 1.5162116776442318e-07
Position 631: 1.501469616228528e-07
Position 3333: 1.4006682725170499e-07
Position 795: 1.1656347754601841e-07
Position 3188: 1.1583566922430366e-07
Position 715: 1.1119308402974159e-07
Position 3209: 6.945748236473166e-08
Position 1987: 6.021304438333506e-08
Position 500: 4.430046134110345e-08
Position 2190: 3.2473009976273494e-08
Position 954: 3.1811779199294133e-08
Position 824: 2.5131903313528056e-08
Position 1565: 2.3569726040080713e-08
Position 573: 5.237732151639287e-09
Position 3515: 4.04549031668019e-09
Position 238: 3.6275741546280025e-09
Position 639: 3.44246182558136e-09
Position 436: 3.3922817864521976e-09
Position 560: 2.410966458619657e-09
Position 681: 1.7793639501821735e-09
Position 2150: 9.939707555859405e-11
Position 2081: 9.304244358630119e-11
Position 595: 1.1303368548293607e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5848: 0.9541740713179697
Position 1935: 0.8809341383282993
Position 7997: 0.6893967749773634
Position 6975: 0.39305576547926335
Position 3127: 0.23961533463933402
Position 288: 0.23557485534005906
Position 6514: 0.21027711620882839
Position 1608: 0.17537064195862415
Position 6140: 0.16939774183829345
Position 6240: 0.14335511537690854
Position 1628: 0.07260521021056432
Position 2008: 0.05658345529521972
Position 6536: 0.05317389156415211
Position 4196: 0.04177216281812785
Position 4342: 0.02769152350991759
Position 8639: 0.027155002629670653
Position 8162: 0.02515127271277324
Position 7144: 0.018539422795930512
Position 1604: 0.012741733495573618
Position 6221: 0.01223285742199962
Position 2572: 0.011204060817938392
Position 7780: 0.010902308727915607
Position 3180: 0.01032903782172856
Position 6723: 0.010261053248120952
Position 8361: 0.009663239139281235
Position 6820: 0.00913756130464362
Position 5795: 0.009043953408672539
Position 7169: 0.008659087508990089
Position 5160: 0.007763482097764605
Position 924: 0.00725106343783121
Position 8769: 0.005619471907053804
Position 5876: 0.005504606116502919
Position 3158: 0.005159549827805613
Position 8027: 0.004762166108181699
Position 6069: 0.00409560084329342
Position 6990: 0.003446470498597838
Position 1953: 0.00334951944417456
Position 6206: 0.003340774138402141
Position 1167: 0.00293968720504009
Position 2393: 0.0028507369340581
Position 220: 0.0028421438527974335
Position 8183: 0.0028092317874474975
Position 6117: 0.002733441740913997
Position 8525: 0.0026636799531631317
Position 1808: 0.002591419393399472
Position 7765: 0.0025270170997553952
Position 2529: 0.0025083446503871344
Position 6218: 0.002496291777879175
Position 7813: 0.0024452315300729902
Position 6583: 0.0023619117210604457
Position 6436: 0.0023572912322453055
Position 1032: 0.0023082122325953813
Position 1844: 0.0022954130203664725
Position 4387: 0.0022289803609377387
Position 6664: 0.0022289360906438626
Position 1971: 0.0021961657046561563
Position 6510: 0.0018922905123001127
Position 6181: 0.0017967920894135644
Position 6082: 0.0017134238002640733
Position 5951: 0.0016944395935387538
Position 6999: 0.001618522751757967
Position 700: 0.0015508086628247596
Position 3844: 0.0015149855735327258
Position 4291: 0.0015125534164895846
Position 8950: 0.0013382781265828705
Position 1464: 0.0013205501938929661
Position 5614: 0.0013123020848503457
Position 1884: 0.0012831177321581098
Position 6977: 0.0012358643754849033
Position 2438: 0.0010908408407242257
Position 4306: 0.0010683350666502813
Position 6790: 0.0010468423066955395
Position 4253: 0.0009995173428103976
Position 309: 0.000990397810837504
Position 568: 0.0009740519609284057
Position 523: 0.0009704069465259148
Position 1764: 0.0009436111450321376
Position 959: 0.0009297193739096129
Position 991: 0.000893339873961317
Position 7876: 0.0008643760873887091
Position 297: 0.0008206930140200511
Position 6698: 0.0008189532210288477
Position 744: 0.0007601003620139348
Position 8532: 0.0007590268945787324
Position 8821: 0.0007391547299441182
Position 6871: 0.0007138491932651486
Position 6741: 0.0006968276577773509
Position 3001: 0.0006699257583405374
Position 6035: 0.0005797019675419223
Position 2049: 0.000573800359756148
Position 8100: 0.0005574755313046448
Position 7212: 0.0005550210699985663
Position 4170: 0.0005294832059589681
Position 224: 0.0005180622794580289
Position 6765: 0.000507093276460477
Position 3143: 0.0005037399931812608
Position 8626: 0.0004090851707636955
Position 3055: 0.00039843049078747963
Position 3236: 0.0003863757488320383
Position 415: 0.0003602730268527423
Position 5802: 0.0003563586678044263
Position 7475: 0.00033850824191126186
Position 1959: 0.00032316782229327066
Position 4738: 0.0003206173926274497
Position 615: 0.0003157614662907062
Position 6250: 0.00030203961408934756
Position 3209: 0.00029226715679639555
Position 2812: 0.00028632275464468196
Position 1850: 0.00027639552641857597
Position 3098: 0.0002375217046799944
Position 6365: 0.00022861573324828622
Position 841: 0.00022467786847123411
Position 963: 0.00022434259233193902
Position 7458: 0.00022343858837179073
Position 1705: 0.0002072797558535107
Position 1749: 0.00020573930193533562
Position 1210: 0.00020176815739516958
Position 1556: 0.00019835596203289366
Position 8546: 0.00019715838629555271
Position 2596: 0.0001797667655925887
Position 2162: 0.0001736702924240233
Position 6474: 0.00017101932821411987
Position 1907: 0.0001333623003538574
Position 4008: 0.000131586405828682
Position 2017: 0.00012663744749176633
Position 6040: 0.00012331178276063162
Position 6020: 0.00012312421781530253
Position 367: 0.00011581297886928285
Position 1514: 0.0001012862463535912
Position 322: 9.946406710909871e-05
Position 2878: 9.83798888630237e-05
Position 7353: 9.20169152042327e-05
Position 1717: 7.978944273465663e-05
Position 2150: 7.841710641462328e-05
Position 226: 7.573715916533237e-05
Position 399: 7.259091053525397e-05
Position 705: 6.936940770718102e-05
Position 1207: 6.895695340918325e-05
Position 746: 6.8867161923695e-05
Position 7073: 6.56644712012428e-05
Position 587: 6.547004975700697e-05
Position 1252: 6.0940207942288194e-05
Position 1188: 5.69059911239513e-05
Position 2033: 5.6181519024787995e-05
Position 5652: 5.538195925530894e-05
Position 5553: 5.535774098469446e-05
Position 3243: 5.288263989576508e-05
Position 6378: 5.2359383352607855e-05
Position 6278: 5.1800585367480696e-05
Position 672: 5.0814727782129075e-05
Position 5998: 4.7228658613162125e-05
Position 5399: 4.7228153752751534e-05
Position 1394: 4.578220854599961e-05
Position 994: 4.262514908048125e-05
Position 3382: 3.995687700838202e-05
Position 1640: 3.9616446057688095e-05
Position 1657: 3.7228300841502375e-05
Position 1049: 3.5906523099761584e-05
Position 2536: 3.337270430076808e-05
Position 1312: 3.2236786669713245e-05
Position 3848: 3.1225354677825026e-05
Position 4482: 2.761057307231417e-05
Position 5620: 2.6990379433359675e-05
Position 525: 2.427514153919052e-05
Position 4566: 2.406188994831257e-05
Position 591: 2.1361148837088383e-05
Position 2894: 1.6999866710119382e-05
Position 1135: 1.6895772879281e-05
Position 636: 1.6266884325724878e-05
Position 2022: 1.4497376542539125e-05
Position 3868: 1.3824262240201297e-05
Position 2069: 1.38018680408516e-05
Position 396: 1.2541211648805079e-05
Position 1216: 1.222991236802064e-05
Position 937: 1.2052812189237224e-05
Position 646: 1.16526579375037e-05
Position 3563: 1.1075891702051148e-05
Position 655: 1.0879864018577625e-05
Position 2912: 1.0657749060629765e-05
Position 2621: 1.0454847278033824e-05
Position 1332: 9.538617774597448e-06
Position 4606: 7.6083433213937115e-06
Position 1321: 7.501227330818991e-06
Position 1184: 7.385139672662428e-06
Position 1722: 6.682906705784983e-06
Position 2678: 6.054040231173047e-06
Position 1667: 5.970400065247411e-06
Position 1635: 5.4234782050467235e-06
Position 2193: 4.32558234262205e-06
Position 1342: 4.221467240523924e-06
Position 2494: 3.924641996590087e-06
Position 3275: 3.788576358294203e-06
Position 1766: 3.5091467671272056e-06
Position 661: 3.3149424081340153e-06
Position 711: 3.264454131090815e-06
Position 2261: 2.8476855304047493e-06
Position 1771: 2.769846307341314e-06
Position 2626: 2.24657413350782e-06
Position 901: 2.1463510558594046e-06
Position 527: 2.116415719485297e-06
Position 338: 1.983140738434376e-06
Position 2364: 1.5604031397435352e-06
Position 1264: 1.1683161039411904e-06
Position 2168: 9.292212818725044e-07
Position 4217: 5.005750990918217e-07
Position 1043: 3.4199316681200994e-07
Position 1191: 2.185154932935922e-07
Position 3010: 2.156226581509233e-07
Position 2176: 6.568484824842047e-08
Position 2135: 3.7722020871676416e-08
Position 2237: 3.440699254515209e-08
Position 2275: 2.642684744819056e-08
Position 478: 2.390407988043831e-08
Position 762: 1.3396846948449615e-08
Position 720: 8.090021381430968e-09
Position 471: 7.802606742389558e-09
Position 425: 7.2449487848270615e-09
Position 2685: 4.348633794350493e-09
Position 1072: 2.3243838239026127e-09
Position 2239: 2.302437125309962e-09
Position 845: 1.186803573444726e-09
Position 970: 1.0649175348384166e-09
Position 469: 5.366741780470318e-10
Position 780: 4.963793303971081e-10
Position 434: 3.297385828634545e-10
Position 1949: 2.597872132740515e-10
Position 462: 1.8795109002740501e-10
Position 163: 1.174112222058667e-10
Position 173: 4.3670411451039203e-11
Position 436: 2.0374970082656026e-11
Position 420: 1.1566634957648231e-11
Position 422: 2.69972398716893e-12
