Gene = CTNNBIP1
index = 420
Annotated 5SS: [  169 26559 32359 38295 39077]
Annotated 3SS: [26524 32273 38174 38985 59486]
SMsplice 5SS: [  169 16193 16445 17255 26559 32359 38295 39077 39284 51059 51579]
SMsplice 3SS: [16156 16316 17170 26524 32273 38174 38985 39229 50928 51367 59486]
top_k =  1000
Partition function (log Z): 1.9292530649659656

Sorted 5' Splice Sites (High to Low Probability):
Position 26559: 0.9999999999999933
Position 38295: 0.9983109488473108
Position 17255: 0.9965502899335501
Position 39077: 0.9964841839921874
Position 169: 0.985070324782795
Position 32359: 0.9660577556255091
Position 16445: 0.9348162522004413
Position 51059: 0.8719897188256035
Position 47316: 0.7409127443322109
Position 16193: 0.6846633121873601
Position 49524: 0.6107100591193015
Position 51579: 0.6024479717549651
Position 39284: 0.5566767669064171
Position 38529: 0.510464954340422
Position 19546: 0.4090923519378482
Position 39635: 0.37591212342030733
Position 54874: 0.28498584247870323
Position 59727: 0.2699444387350428
Position 59518: 0.24728280936770425
Position 34647: 0.22834259961161132
Position 16126: 0.22681761182654764
Position 57958: 0.19127189185450494
Position 40546: 0.17575838018241316
Position 20605: 0.13708328743505263
Position 26182: 0.13498340114043683
Position 51555: 0.1296082810691441
Position 23650: 0.12063780923069725
Position 35407: 0.11813135338491915
Position 26419: 0.10444830736991667
Position 54660: 0.09850651196734837
Position 41832: 0.09578220475475802
Position 5327: 0.08741778142141308
Position 43496: 0.08563891705644579
Position 618: 0.07409410860541478
Position 1553: 0.07039919961800525
Position 25714: 0.07037586030470568
Position 4083: 0.06733917564953697
Position 37540: 0.06701838964562924
Position 19304: 0.06680393283431037
Position 21019: 0.06127358668357939
Position 51493: 0.06121414800673039
Position 20092: 0.05725042891764529
Position 48798: 0.05350123502160435
Position 25772: 0.05176020792749441
Position 60108: 0.05044656406262139
Position 19699: 0.0480728462045537
Position 21291: 0.044648286518558004
Position 16764: 0.04239285678341739
Position 19091: 0.03849518122478471
Position 19526: 0.03804758800427586
Position 60163: 0.034879446721248535
Position 20070: 0.03135371631812312
