Gene = PIP
index = 1032
Annotated 5SS: [ 135 3223 7113]
Annotated 3SS: [3116 6997 7440]
SMsplice 5SS: [ 135 3223 3495 7113]
SMsplice 3SS: [3116 3403 6997 7440]
top_k =  1000
Partition function (log Z): -5.2837766311762575

Sorted 5' Splice Sites (High to Low Probability):
Position 3223: 0.9795651838671026
Position 135: 0.8614227158413089
Position 7113: 0.6127557150033341
Position 5276: 0.40061190371617283
Position 3495: 0.39426466746015343
Position 3815: 0.24387694718626482
Position 6064: 0.17824787813255197
Position 3468: 0.11528947042739322
Position 5533: 0.10650153999170711
Position 3833: 0.07023004907024748
Position 3612: 0.06593083983190244
Position 3658: 0.06163377872390931
Position 1197: 0.06119385415831475
Position 4523: 0.056653010099759656
Position 513: 0.05051853491830381
Position 1048: 0.050177979436902956
Position 278: 0.02897635528214905
Position 2491: 0.027677454966563663
Position 701: 0.026746043247052844
Position 394: 0.025513367745957753
Position 384: 0.02496824414556224
Position 4612: 0.024171503511365627
Position 6219: 0.023798298638719597
Position 3533: 0.023167267169261083
Position 2486: 0.022282703461538367
Position 2494: 0.02111870674835813
Position 2536: 0.017086916145006525
Position 4464: 0.016975207660691483
Position 4235: 0.013993157500383858
Position 1184: 0.013767744275330457
Position 6460: 0.012924948949478264
Position 5271: 0.008301883187251256
Position 3936: 0.008207213727508727
Position 5997: 0.007611170308822165
Position 759: 0.005413120291781926
Position 879: 0.004381475937408462
Position 1800: 0.0025424358327594105
Position 3822: 0.002476008073516023
Position 1427: 0.002084590550587273
Position 2736: 0.0020532645564721504
Position 7035: 0.00183967117858461
Position 1276: 0.0018176721243282124
Position 5975: 0.0016628983092135815
Position 988: 0.0016049072699039484
Position 3157: 0.0014462395967464797
Position 371: 0.0013615265036351493
Position 4379: 0.0013583491506768595
Position 7279: 0.0013553295441406641
Position 1716: 0.0013199176922540432
Position 1555: 0.0011104511901465987
Position 677: 0.0010953730293197961
Position 391: 0.0010131272325334313
Position 3616: 0.0008198572839437321
Position 2654: 0.0007758454403455431
Position 946: 0.0007751173689766085
Position 1725: 0.0007414924214223945
Position 788: 0.0007315862276593262
Position 4362: 0.0006132754295367531
Position 4593: 0.0005100384567457377
Position 4294: 0.0005041428595479165
Position 6410: 0.00045485074993177545
Position 3505: 0.00037043195445301055
Position 7509: 0.0002973527446137761
Position 4616: 0.00027806233113051774
Position 3220: 0.00021740317357850185
Position 4606: 0.00021539939445509607
Position 3153: 0.00020716237221549255
Position 7117: 0.00017853479253534412
Position 3516: 0.0001538950483436068
Position 3227: 0.00010690084840255362
