Gene = KY
index = 755
Annotated 5SS: [  198  3588  7707 21402 23267 25970 30274 31875 40828 42374]
Annotated 3SS: [ 3524  7643 21326 23203 25886 30164 31756 40638 42182 46547]
SMsplice 5SS: [  144  3588  7707 21417 23134 23267 25970 30274 31875 40828 42374]
SMsplice 3SS: [ 3524  7643 21326 23025 23203 25886 30164 31756 40638 42182 46547]
top_k =  1000
Partition function (log Z): 4.051204710646017

Sorted 5' Splice Sites (High to Low Probability):
Position 31875: 0.9980904388800713
Position 23134: 0.9654667797708972
Position 40828: 0.8589189738527676
Position 7707: 0.8233651636157816
Position 3588: 0.8111483676962793
Position 23267: 0.7244742041857258
Position 25970: 0.7184289833034545
Position 21417: 0.7102387651035434
Position 144: 0.5796507194823222
Position 38627: 0.5700078642671322
Position 42374: 0.5683695811934438
Position 30274: 0.5196842617145075
Position 198: 0.4122063521759323
Position 22936: 0.3881479406454091
Position 11198: 0.3597559035467874
Position 30195: 0.33900968877645443
Position 12895: 0.3191726508423265
Position 37501: 0.3018038643413702
Position 21402: 0.2876118247239993
Position 29972: 0.28306025847308536
Position 8559: 0.25394246668674775
Position 3009: 0.2508276313849304
Position 37299: 0.23979026032064313
Position 18711: 0.23238614553096132
Position 21863: 0.2180108777335544
Position 30468: 0.15409769004219007
Position 37521: 0.14215118896895357
Position 40225: 0.1402124125052124
Position 22347: 0.12516909115765718
Position 8844: 0.12408292995128282
Position 1351: 0.09752421449436509
Position 2771: 0.08109853532453834
Position 9241: 0.07492496689578501
Position 2643: 0.07215828396982614
Position 22404: 0.07207747340664483
Position 40501: 0.06896404186157419
Position 37489: 0.06834278653063944
Position 10712: 0.06501491712401004
Position 4659: 0.06466981715112192
Position 760: 0.06366221882629998
Position 23592: 0.06363796705636122
Position 38807: 0.057817934062743624
Position 24051: 0.050598686879622365
Position 38944: 0.04798862372204707
Position 8377: 0.04561076420973329
Position 4915: 0.04466244851361593
Position 24813: 0.040227935948639396
Position 30377: 0.03863917602499485
Position 4944: 0.03862402219861629
Position 9868: 0.037763657160953125
Position 7746: 0.037489603157311736
Position 30091: 0.03493060872995931
Position 12315: 0.03489892006936897
Position 22899: 0.03296311480530889
Position 433: 0.028393668952008833
Position 39843: 0.028323318817248408
Position 31073: 0.026417034440066878
Position 3879: 0.026401991511803922
Position 38010: 0.026371333481821774
Position 4114: 0.025717386228061554
Position 43467: 0.02502963099427271
Position 30662: 0.024226770475399246
Position 24681: 0.022692437128673033
Position 39851: 0.020576127794455303
Position 30165: 0.020340901569970714
Position 10978: 0.019704718210825877
Position 6641: 0.019240525215546287
Position 30774: 0.017752557859451942
Position 14055: 0.016602384418168144
Position 42389: 0.015338852686555875
Position 37573: 0.014476283716510484
Position 5416: 0.014241979540068237
Position 32968: 0.012799466619900585
Position 30237: 0.01246635908449674
Position 2888: 0.012364116243735544
Position 4289: 0.011954088411142866
Position 2985: 0.011662672965126634
