Gene = KIF12
index = 745
Annotated 5SS: [ 123  943 1451 1757 2671 3007 3844 4035 4705 4877 5172 5651 5829 6516
 6725]
Annotated 3SS: [ 866 1315 1620 2578 2849 3724 3929 4601 4785 5084 5559 5723 6414 6605
 7056]
SMsplice 5SS: [ 123  756  943 1244 1451 1757 2671 3844 4035 4705 4877 5172 5651 5829
 6319 6516 6725]
SMsplice 3SS: [ 627  866 1071 1315 1620 2578 3724 3951 4601 4785 5084 5559 5723 6209
 6414 6605 7056]
top_k =  1000
Partition function (log Z): 36.44695969938674

Sorted 5' Splice Sites (High to Low Probability):
Position 5172: 0.982420876425281
Position 4877: 0.9807638864260141
Position 123: 0.9723668940020417
Position 4705: 0.9703113881675787
Position 943: 0.9680677790453844
Position 756: 0.9637448487146311
Position 4035: 0.959427910387323
Position 5829: 0.9529310135044207
Position 5651: 0.9200774583967848
Position 1451: 0.911405671693243
Position 2671: 0.8317016434607327
Position 6516: 0.8247885570661705
Position 1757: 0.7203072527095307
Position 1244: 0.685888238565786
Position 3844: 0.5428117562879432
Position 6319: 0.49982500172488054
Position 3007: 0.44635520985476784
Position 6725: 0.4431468419600185
Position 2934: 0.2470402056434265
Position 1786: 0.24642101171196154
Position 351: 0.22535561402614368
Position 2693: 0.12712616822227094
Position 420: 0.11164718131139453
Position 3871: 0.09546832620779747
Position 6307: 0.08191383163491196
Position 6352: 0.043259581649240576
Position 5463: 0.03877772487616295
Position 1555: 0.03786066060598044
Position 6540: 0.03237711623099652
Position 3428: 0.031704353537104504
Position 2720: 0.03132760280357124
Position 628: 0.028688530888974266
Position 559: 0.028213460396064607
Position 1267: 0.025809551879840825
Position 2144: 0.025055499375197576
Position 3326: 0.024481452077355106
Position 6903: 0.020932343567559644
Position 3027: 0.02079916999607148
Position 6691: 0.020603859146168912
Position 6328: 0.019940851359228552
Position 3528: 0.01624628980832766
Position 5456: 0.015716885280606302
Position 3522: 0.015256228276141813
Position 45: 0.014965763762520817
Position 293: 0.014188218160095923
Position 4441: 0.01199739896731776
Position 2926: 0.011742028613287454
Position 983: 0.011691533147045331
Position 1539: 0.010404853136650502
Position 6236: 0.007645103489871589
Position 1184: 0.005449703374507606
Position 6667: 0.004767884264814268
Position 3454: 0.004535752204999274
Position 1874: 0.003998714855318384
Position 236: 0.003466519611300452
Position 6664: 0.0032093348986062193
Position 5844: 0.003120616331449132
Position 499: 0.0027620449305001426
Position 2750: 0.0027593317327035817
Position 4832: 0.002701129029931269
Position 1551: 0.00202987136647017
Position 6954: 0.002008118405083043
Position 7153: 0.0019949893614996175
Position 3474: 0.0019191704369526878
Position 2724: 0.0017451180126735692
Position 6775: 0.001695348850004843
Position 671: 0.001653648571161471
Position 5850: 0.0013727805600140658
Position 3801: 0.001314848741277418
Position 5685: 0.0012655531219105788
Position 2893: 0.0011043813314450595
Position 6930: 0.0009942184794213607
Position 1708: 0.0009446524087556765
Position 2203: 0.0009267686550392858
Position 5363: 0.0008963688346055507
Position 6922: 0.0008543330207674344
Position 5155: 0.0008372166887804858
Position 6935: 0.0008290435965630902
Position 7007: 0.0007631542269452291
Position 5516: 0.0007495160969238154
Position 1167: 0.0007117723474577154
Position 3568: 0.0006611568949579864
Position 3370: 0.0005202889079438899
Position 6520: 0.000512320037257546
Position 1792: 0.0005067549225219986
Position 6437: 0.0004493681454196585
Position 6820: 0.00041041964189395875
Position 1759: 0.0003980486895123163
Position 6501: 0.0003813497299533941
Position 387: 0.0003519613609878728
Position 3832: 0.0003435751985863817
Position 4170: 0.00033630599637647537
Position 3616: 0.00030821764141241044
Position 2762: 0.00029537826214967323
Position 3098: 0.0002653237307440938
Position 1212: 0.0002577107063378002
Position 4727: 0.0002520836605692199
Position 6314: 0.0002447045781962394
Position 3930: 0.00023897321207013236
Position 3029: 0.00021155469321642545
Position 5000: 0.0002016716491332547
Position 1761: 0.00019533223671962805
Position 2303: 0.00018342936933595042
Position 724: 0.00017578818268653088
Position 3640: 0.0001628229416686734
Position 4355: 0.00015919598779231607
Position 73: 0.00015885040752270553
Position 2889: 0.00014771373890331787
Position 1178: 0.00014430249161677362
Position 4039: 0.0001357263495466202
Position 3467: 0.00013123420404705425
Position 3407: 0.00012376994323774266
Position 4576: 0.00012333786495747105
Position 452: 0.00011957462922540319
Position 1229: 0.00011722703949334592
Position 1401: 0.0001130030437068132
Position 717: 0.00010265594578938291
Position 577: 9.731602788843154e-05
Position 2675: 9.28512357280901e-05
Position 5943: 9.0727207392883e-05
Position 5976: 8.88844376808424e-05
Position 5614: 8.873984440371404e-05
Position 1155: 8.752631538330298e-05
Position 519: 8.685147772033921e-05
Position 1724: 8.577282165720048e-05
Position 3494: 7.08623240160519e-05
Position 2329: 6.924933510683158e-05
Position 2953: 6.604058523143696e-05
Position 1711: 6.410482453121419e-05
Position 5432: 5.786242069213957e-05
Position 7204: 5.645330710673926e-05
Position 5280: 5.1266875959668665e-05
Position 1888: 4.995841337469397e-05
Position 4152: 4.903754831486269e-05
Position 6122: 4.830428576833834e-05
Position 5521: 4.80858736064982e-05
Position 2579: 4.690688022175838e-05
Position 3876: 4.476713984364774e-05
Position 3202: 4.414149894346746e-05
Position 1806: 4.078993095246511e-05
Position 5595: 3.230275990279484e-05
Position 5655: 3.048701501783943e-05
Position 760: 2.9789786855102626e-05
Position 316: 2.9743526589820668e-05
Position 5773: 2.8753089810079337e-05
Position 6333: 2.8668486329421162e-05
Position 5478: 2.5910215739988094e-05
Position 828: 2.3092237986975103e-05
Position 4193: 2.282036809767059e-05
Position 4140: 2.2758643609720052e-05
Position 389: 1.75861077596795e-05
Position 1777: 1.6017714211717182e-05
Position 424: 1.543932850919399e-05
Position 1270: 1.5055467850788108e-05
Position 3112: 1.4692054004869964e-05
Position 539: 1.4594264805571438e-05
Position 3074: 1.4423949779641522e-05
Position 676: 1.1586023095072193e-05
Position 4850: 1.0584594036660308e-05
Position 334: 1.03828935559325e-05
Position 4221: 9.971677793850142e-06
Position 1621: 9.813033624400528e-06
Position 1331: 8.849616968521048e-06
Position 2550: 8.697304208330611e-06
Position 5327: 8.540190725825003e-06
Position 5678: 8.283478656675843e-06
Position 5285: 8.229294849477182e-06
Position 1325: 7.405522147117853e-06
Position 4743: 6.909309380408209e-06
Position 1303: 6.790712173562585e-06
Position 5373: 6.285321152664298e-06
Position 2032: 6.279783356640818e-06
Position 1693: 4.7343052034735745e-06
Position 2813: 4.275769774544881e-06
Position 2752: 3.4690019181709784e-06
Position 467: 3.377842089691254e-06
Position 5513: 2.5005082325853737e-06
Position 5562: 1.8731340223714052e-06
Position 224: 1.6980950097514064e-06
Position 15: 1.5856000345630895e-06
Position 5424: 1.5489983428757554e-06
Position 1388: 1.0587184677337038e-06
Position 426: 1.0418929187943747e-06
Position 706: 1.0131104612933237e-06
Position 32: 9.032199862021581e-07
Position 4809: 7.820944705557431e-07
Position 3217: 5.688427189737507e-07
Position 647: 5.106737735149946e-07
Position 1548: 4.7444095841130023e-07
Position 597: 4.571866914961847e-07
Position 632: 4.4330194744090037e-07
Position 6920: 3.693372143594603e-07
Position 708: 3.561210885891093e-07
